#ORTHOLOGY_ASSIGNMENTS_FROM_EFFIE_7_2022				
name_dc3000_new	name_p25c2_new	name_p25c2	name_dc3000	name_p7
WP_003377831.1	DAKCFMEO_03180	BJEIHDPM_00513	PSPTO_RS08140	PDOHHFKI_00692
WP_003377835.1	DAKCFMEO_03178	BJEIHDPM_00511	PSPTO_RS08150	PDOHHFKI_02198
WP_003377838.1	DAKCFMEO_03176	BJEIHDPM_00509	PSPTO_RS08160	PDOHHFKI_00688
WP_003377871.1	DAKCFMEO_01266	BJEIHDPM_01825	PSPTO_RS00015	PDOHHFKI_01073
WP_003377879.1	DAKCFMEO_01261	BJEIHDPM_01820	PSPTO_RS29060	
WP_003377883.1	DAKCFMEO_01257	BJEIHDPM_01816	PSPTO_RS29040	PDOHHFKI_01065
WP_003377884.1	DAKCFMEO_01256	BJEIHDPM_01815	PSPTO_RS29035	PDOHHFKI_01064
WP_003377885.1	DAKCFMEO_01255	BJEIHDPM_01814	PSPTO_RS29030	PDOHHFKI_01063
WP_003377888.1	DAKCFMEO_01253	BJEIHDPM_01812	PSPTO_RS29020	PDOHHFKI_01061
WP_003377895.1	DAKCFMEO_01249	BJEIHDPM_01808	PSPTO_RS29000	PDOHHFKI_01057
WP_003377898.1	DAKCFMEO_01247	BJEIHDPM_01806	PSPTO_RS28990	PDOHHFKI_01055
WP_003377907.1	DAKCFMEO_01997	BJEIHDPM_02117	PSPTO_RS01255	PDOHHFKI_04619
WP_003377974.1	DAKCFMEO_01834	BJEIHDPM_01952	PSPTO_RS00400	
WP_003377979.1	DAKCFMEO_01838	BJEIHDPM_01956	PSPTO_RS00420	PDOHHFKI_00949
WP_003378039.1	DAKCFMEO_01874	BJEIHDPM_01992	PSPTO_RS00600	PDOHHFKI_02040
WP_003378068.1	DAKCFMEO_04673	BJEIHDPM_05147	PSPTO_RS18200	PDOHHFKI_02994
WP_003378076.1	DAKCFMEO_04669	BJEIHDPM_05151	PSPTO_RS18220	PDOHHFKI_02989
WP_003378111.1	DAKCFMEO_04063	BJEIHDPM_04727	PSPTO_RS18335	PDOHHFKI_04139
WP_003378111.1	DAKCFMEO_04646	BJEIHDPM_05174	PSPTO_RS18335	PDOHHFKI_04139
WP_003378113.1	DAKCFMEO_04645	BJEIHDPM_05175	PSPTO_RS29935	
WP_003378210.1	DAKCFMEO_04562	BJEIHDPM_05258	PSPTO_RS18600	
WP_003378216.1	DAKCFMEO_04559	BJEIHDPM_05261	PSPTO_RS18615	PDOHHFKI_00204
WP_003378216.1	DAKCFMEO_04986	BJEIHDPM_01360	PSPTO_RS25935	
WP_003378219.1	DAKCFMEO_04556	BJEIHDPM_05264	PSPTO_RS18700	PDOHHFKI_00753
WP_003378280.1	DAKCFMEO_01356	BJEIHDPM_04862	PSPTO_RS12950	
WP_003378280.1	DAKCFMEO_01226	BJEIHDPM_01785	PSPTO_RS28765	
WP_003378325.1	DAKCFMEO_01200	BJEIHDPM_01759	PSPTO_RS28640	
WP_003378342.1	DAKCFMEO_01552	BJEIHDPM_01749	PSPTO_RS28595	PDOHHFKI_01158
WP_003378385.1	DAKCFMEO_01576	BJEIHDPM_01725	PSPTO_RS28465	PDOHHFKI_01161
WP_003378389.1	DAKCFMEO_01579	BJEIHDPM_01722	PSPTO_RS28450	PDOHHFKI_01167
WP_003378397.1	DAKCFMEO_01585	BJEIHDPM_01716	PSPTO_RS28420	PDOHHFKI_01174
WP_003378472.1	DAKCFMEO_00217	BJEIHDPM_03094	PSPTO_RS21840	PDOHHFKI_01431
WP_003378493.1	DAKCFMEO_00226	BJEIHDPM_03085	PSPTO_RS21885	PDOHHFKI_01440
WP_003378499.1	DAKCFMEO_00229	BJEIHDPM_03082	PSPTO_RS21900	PDOHHFKI_01442
WP_003378513.1	DAKCFMEO_00238	BJEIHDPM_03073	PSPTO_RS21945	PDOHHFKI_00427
WP_003378608.1	DAKCFMEO_02628	BJEIHDPM_03700	PSPTO_RS10675	PDOHHFKI_03947
WP_003378609.1	DAKCFMEO_02627	BJEIHDPM_03699	PSPTO_RS10670	PDOHHFKI_03948
WP_003378612.1	DAKCFMEO_02624	BJEIHDPM_03696	PSPTO_RS10655	
WP_003378621.1	DAKCFMEO_02616	BJEIHDPM_03688	PSPTO_RS10615	
WP_003378637.1	DAKCFMEO_02606	BJEIHDPM_03678	PSPTO_RS10570	PDOHHFKI_03608
WP_003378639.1	DAKCFMEO_02605	BJEIHDPM_03677	PSPTO_RS10565	
WP_003378641.1	DAKCFMEO_02604	BJEIHDPM_03676	PSPTO_RS10560	PDOHHFKI_03606
WP_003378666.1	DAKCFMEO_02589	BJEIHDPM_03661	PSPTO_RS10495	PDOHHFKI_01922
WP_003378668.1	DAKCFMEO_02587	BJEIHDPM_03659	PSPTO_RS29880	
WP_003378725.1	DAKCFMEO_02552	BJEIHDPM_03624	PSPTO_RS10305	PDOHHFKI_01983
WP_003378731.1	DAKCFMEO_02547	BJEIHDPM_03619	PSPTO_RS10280	PDOHHFKI_01988
WP_003378749.1	DAKCFMEO_02538	BJEIHDPM_03610	PSPTO_RS10230	PDOHHFKI_01997
WP_003378750.1	DAKCFMEO_02537	BJEIHDPM_03609	PSPTO_RS10225	PDOHHFKI_01998
WP_003378759.1	DAKCFMEO_02129	BJEIHDPM_02250	PSPTO_RS26230	PDOHHFKI_00026
WP_003378760.1	DAKCFMEO_02128	BJEIHDPM_02249	PSPTO_RS26235	PDOHHFKI_00027
WP_003378783.1	DAKCFMEO_02116	BJEIHDPM_02237	PSPTO_RS26295	
WP_003378849.1	DAKCFMEO_05106	BJEIHDPM_01479	PSPTO_RS26500	PDOHHFKI_02401
WP_003378855.1	DAKCFMEO_05057	BJEIHDPM_01430	PSPTO_RS26530	PDOHHFKI_02396
WP_003378857.1	DAKCFMEO_05059	BJEIHDPM_01432	PSPTO_RS26540	PDOHHFKI_02393
WP_003378861.1	DAKCFMEO_05063	BJEIHDPM_01436	PSPTO_RS26560	PDOHHFKI_02388
WP_003378882.1	DAKCFMEO_05074	BJEIHDPM_01447	PSPTO_RS26605	
WP_003378884.1	DAKCFMEO_05075	BJEIHDPM_01448	PSPTO_RS26610	PDOHHFKI_02378
WP_003378893.1	DAKCFMEO_05080	BJEIHDPM_01453	PSPTO_RS26635	PDOHHFKI_02373
WP_003378929.1	DAKCFMEO_02300	BJEIHDPM_03372	PSPTO_RS09040	PDOHHFKI_02802
WP_003378990.1	DAKCFMEO_03129	BJEIHDPM_00462	PSPTO_RS20600	PDOHHFKI_00521
WP_003379024.1	DAKCFMEO_03032	BJEIHDPM_00365	PSPTO_RS20495	PDOHHFKI_00506
WP_003379025.1	DAKCFMEO_03031	BJEIHDPM_00364	PSPTO_RS20490	PDOHHFKI_00505
WP_003379028.1	DAKCFMEO_03028	BJEIHDPM_00361	PSPTO_RS20475	
WP_003379038.1	DAKCFMEO_04165	BJEIHDPM_00339	PSPTO_RS20310	PDOHHFKI_04032
WP_003379089.1	DAKCFMEO_03591	BJEIHDPM_02579	PSPTO_RS03845	PDOHHFKI_00837
WP_003379121.1	DAKCFMEO_03577	BJEIHDPM_02565	PSPTO_RS03700	PDOHHFKI_04720
WP_003379129.1	DAKCFMEO_03573	BJEIHDPM_02561	PSPTO_RS03680	PDOHHFKI_04708
WP_003379141.1	DAKCFMEO_03566	BJEIHDPM_02554	PSPTO_RS03645	PDOHHFKI_04697
WP_003379143.1	DAKCFMEO_03565	BJEIHDPM_02553	PSPTO_RS03640	
WP_003379146.1	DAKCFMEO_03563	BJEIHDPM_02551	PSPTO_RS03630	PDOHHFKI_04689
WP_003379241.1	DAKCFMEO_03407	BJEIHDPM_00882	PSPTO_RS06020	
WP_003379266.1	DAKCFMEO_03387	BJEIHDPM_00862	PSPTO_RS06110	
WP_003379278.1	DAKCFMEO_03380	BJEIHDPM_00855	PSPTO_RS06145	PDOHHFKI_03489
WP_003379302.1	DAKCFMEO_02787	BJEIHDPM_00837	PSPTO_RS06245	PDOHHFKI_03463
WP_003379415.1	DAKCFMEO_02223	BJEIHDPM_01887	PSPTO_RS00800	
WP_003379418.1	DAKCFMEO_02226	BJEIHDPM_01884	PSPTO_RS00815	PDOHHFKI_00116
WP_003379468.1	DAKCFMEO_01296	BJEIHDPM_01856	PSPTO_RS00975	PDOHHFKI_01079
WP_003379548.1	DAKCFMEO_03925	BJEIHDPM_04589	PSPTO_RS15025	
WP_003379656.1	DAKCFMEO_01792	BJEIHDPM_01113	PSPTO_RS23515	
WP_003379718.1	DAKCFMEO_00548	BJEIHDPM_02763	PSPTO_RS23720	PDOHHFKI_01521
WP_003379721.1	DAKCFMEO_00551	BJEIHDPM_02760	PSPTO_RS23735	
WP_003379759.1	DAKCFMEO_00658	BJEIHDPM_03836	PSPTO_RS11485	PDOHHFKI_03809
WP_003379830.1	DAKCFMEO_00705	BJEIHDPM_03883	PSPTO_RS11755	
WP_003379873.1	DAKCFMEO_05028	BJEIHDPM_01402	PSPTO_RS02260	PDOHHFKI_00086
WP_003379876.1	DAKCFMEO_05024	BJEIHDPM_01398	PSPTO_RS02275	PDOHHFKI_00076
WP_003379921.1	DAKCFMEO_02958	BJEIHDPM_02308	PSPTO_RS02390	PDOHHFKI_04529
WP_003379926.1	DAKCFMEO_02962	BJEIHDPM_02304	PSPTO_RS02410	PDOHHFKI_04533
WP_003379947.1	DAKCFMEO_04964	BJEIHDPM_01338	PSPTO_RS02455	
WP_003380009.1	DAKCFMEO_02091	BJEIHDPM_02212	PSPTO_RS27240	PDOHHFKI_01639
WP_003380033.1	DAKCFMEO_02212	BJEIHDPM_01898	PSPTO_RS27150	PDOHHFKI_01212
WP_003380046.1	DAKCFMEO_01952	BJEIHDPM_02072	PSPTO_RS27100	PDOHHFKI_04087
WP_003380053.1	DAKCFMEO_01955	BJEIHDPM_02075	PSPTO_RS27085	PDOHHFKI_02111
WP_003380079.1	DAKCFMEO_01971	BJEIHDPM_02091	PSPTO_RS27005	PDOHHFKI_02122
WP_003380111.1	DAKCFMEO_01539	BJEIHDPM_05045	PSPTO_RS17440	PDOHHFKI_03913
WP_003380113.1	DAKCFMEO_01538	BJEIHDPM_05044	PSPTO_RS17435	PDOHHFKI_03912
WP_003380115.1	DAKCFMEO_01537	BJEIHDPM_05043	PSPTO_RS17430	PDOHHFKI_03911
WP_003380120.1	DAKCFMEO_01533	BJEIHDPM_05039	PSPTO_RS17410	PDOHHFKI_03907
WP_003380132.1	DAKCFMEO_01525	BJEIHDPM_05031	PSPTO_RS17370	PDOHHFKI_03898
WP_003380135.1	DAKCFMEO_01522	BJEIHDPM_05028	PSPTO_RS17355	PDOHHFKI_03895
WP_003380148.1	DAKCFMEO_01517	BJEIHDPM_05023	PSPTO_RS17340	
WP_003380192.1	DAKCFMEO_02189	BJEIHDPM_01921	PSPTO_RS01830	PDOHHFKI_01110
WP_003380207.1	DAKCFMEO_05113	BJEIHDPM_01486	PSPTO_RS01900	PDOHHFKI_04595
WP_003380209.1	DAKCFMEO_01982	BJEIHDPM_02102	PSPTO_RS01685	PDOHHFKI_02133
WP_003380226.1	DAKCFMEO_01992	BJEIHDPM_02112	PSPTO_RS01750	PDOHHFKI_02144
WP_003380235.1	DAKCFMEO_01813	BJEIHDPM_01931	PSPTO_RS01780	PDOHHFKI_00036
WP_003380252.1	DAKCFMEO_05158	BJEIHDPM_01531	PSPTO_RS01650	PDOHHFKI_00164
WP_003380253.1	DAKCFMEO_05159	BJEIHDPM_01532	PSPTO_RS01645	PDOHHFKI_00163
WP_003380289.1	DAKCFMEO_03482	BJEIHDPM_00957	PSPTO_RS05230	PDOHHFKI_01402
WP_003380294.1	DAKCFMEO_03479	BJEIHDPM_00954	PSPTO_RS05245	PDOHHFKI_04835
WP_003380298.1	DAKCFMEO_03477	BJEIHDPM_00952	PSPTO_RS05255	PDOHHFKI_04837
WP_003380309.1	DAKCFMEO_03471	BJEIHDPM_00946	PSPTO_RS05285	
WP_003380333.1	DAKCFMEO_01757	BJEIHDPM_01078	PSPTO_RS05345	
WP_003380356.1	DAKCFMEO_01749	BJEIHDPM_01070	PSPTO_RS05475	
WP_003380430.1	DAKCFMEO_04096	BJEIHDPM_04760	PSPTO_RS16120	
WP_003380432.1	DAKCFMEO_04095	BJEIHDPM_04759	PSPTO_RS16115	PDOHHFKI_00236
WP_003380444.1	DAKCFMEO_04087	BJEIHDPM_04751	PSPTO_RS16075	PDOHHFKI_00464
WP_003380449.1	DAKCFMEO_04083	BJEIHDPM_04747	PSPTO_RS16055	
WP_003380455.1	DAKCFMEO_04080	BJEIHDPM_04744	PSPTO_RS16040	PDOHHFKI_01719
WP_003380539.1	DAKCFMEO_01018	BJEIHDPM_04196	PSPTO_RS16390	
WP_003380560.1	DAKCFMEO_01030	BJEIHDPM_04208	PSPTO_RS16310	PDOHHFKI_03156
WP_003380592.1	DAKCFMEO_03333	BJEIHDPM_00659	PSPTO_RS07435	PDOHHFKI_00745
WP_003380594.1	DAKCFMEO_03335	BJEIHDPM_00657	PSPTO_RS07450	PDOHHFKI_00743
WP_003380601.1	DAKCFMEO_03338	BJEIHDPM_00654	PSPTO_RS07465	PDOHHFKI_00740
WP_003380603.1	DAKCFMEO_03340	BJEIHDPM_00652	PSPTO_RS07475	PDOHHFKI_00738
WP_003380604.1	DAKCFMEO_03341	BJEIHDPM_00651	PSPTO_RS07480	PDOHHFKI_00737
WP_003380613.1	DAKCFMEO_03350	BJEIHDPM_00642	PSPTO_RS07525	PDOHHFKI_00728
WP_003380618.1	DAKCFMEO_03354	BJEIHDPM_00638	PSPTO_RS07545	PDOHHFKI_00724
WP_003380623.1	DAKCFMEO_03359	BJEIHDPM_00633	PSPTO_RS07575	PDOHHFKI_03430
WP_003380633.1	DAKCFMEO_03365	BJEIHDPM_00627	PSPTO_RS07600	PDOHHFKI_03425
WP_003380690.1	DAKCFMEO_04908	BJEIHDPM_01282	PSPTO_RS25630	PDOHHFKI_01300
WP_003380698.1	DAKCFMEO_04899	BJEIHDPM_01273	PSPTO_RS25590	
WP_003380701.1	DAKCFMEO_04896	BJEIHDPM_01270	PSPTO_RS25575	PDOHHFKI_04428
WP_003380723.1	DAKCFMEO_04877	BJEIHDPM_01251	PSPTO_RS25480	PDOHHFKI_04410
WP_003380836.1	DAKCFMEO_04713	BJEIHDPM_05107	PSPTO_RS17970	
WP_003380850.1	DAKCFMEO_04704	BJEIHDPM_05116	PSPTO_RS18040	
WP_003380853.1	DAKCFMEO_04703	BJEIHDPM_05117	PSPTO_RS18045	
WP_003380890.1	DAKCFMEO_04677	BJEIHDPM_05143	PSPTO_RS18175	PDOHHFKI_02999
WP_003380907.1	DAKCFMEO_00315	BJEIHDPM_02996	PSPTO_RS22480	PDOHHFKI_03316
WP_003380941.1	DAKCFMEO_00348	BJEIHDPM_02963	PSPTO_RS22615	PDOHHFKI_03437
WP_003380966.1	DAKCFMEO_00367	BJEIHDPM_02944	PSPTO_RS22660	PDOHHFKI_02573
WP_003380977.1	DAKCFMEO_00380	BJEIHDPM_02931	PSPTO_RS22765	PDOHHFKI_02561
WP_003381003.1	DAKCFMEO_04223	BJEIHDPM_00257	PSPTO_RS08585	PDOHHFKI_03825
WP_003381023.1	DAKCFMEO_04205	BJEIHDPM_00275	PSPTO_RS08500	
WP_003381023.1	DAKCFMEO_04624	BJEIHDPM_05196	PSPTO_RS18430	PDOHHFKI_03164
WP_003381064.1	DAKCFMEO_04269	BJEIHDPM_00210	PSPTO_RS19755	PDOHHFKI_01857
WP_003381088.1	DAKCFMEO_04255	BJEIHDPM_00224	PSPTO_RS19825	PDOHHFKI_03672
WP_003381096.1	DAKCFMEO_04249	BJEIHDPM_00230	PSPTO_RS19855	PDOHHFKI_03666
WP_003381112.1	DAKCFMEO_04236	BJEIHDPM_00244	PSPTO_RS19920	PDOHHFKI_03702
WP_003381155.1	DAKCFMEO_01433	BJEIHDPM_04939	PSPTO_RS17055	
WP_003381177.1	DAKCFMEO_01444	BJEIHDPM_04950	PSPTO_RS17110	
WP_003381207.1	DAKCFMEO_00506	BJEIHDPM_02805	PSPTO_RS04870	PDOHHFKI_02436
WP_003381213.1	DAKCFMEO_00508	BJEIHDPM_02803	PSPTO_RS04860	PDOHHFKI_02432
WP_003381223.1	DAKCFMEO_02886	BJEIHDPM_02380	PSPTO_RS04815	
WP_003381266.1	DAKCFMEO_00519	BJEIHDPM_02792	PSPTO_RS04370	PDOHHFKI_01495
WP_003381292.1	DAKCFMEO_00532	BJEIHDPM_02779	PSPTO_RS04270	PDOHHFKI_01507
WP_003381304.1	DAKCFMEO_00539	BJEIHDPM_02772	PSPTO_RS04230	PDOHHFKI_01514
WP_003381306.1	DAKCFMEO_00542	BJEIHDPM_02769	PSPTO_RS04215	PDOHHFKI_01517
WP_003381308.1	DAKCFMEO_00543	BJEIHDPM_02768	PSPTO_RS04210	PDOHHFKI_01518
WP_003381368.1	DAKCFMEO_05130	BJEIHDPM_01503	PSPTO_RS26775	PDOHHFKI_00489
WP_003381390.1	DAKCFMEO_05094	BJEIHDPM_01467	PSPTO_RS26705	PDOHHFKI_04601
WP_003381481.1	DAKCFMEO_00096	BJEIHDPM_03215	PSPTO_RS21290	PDOHHFKI_04059
WP_003381484.1	DAKCFMEO_00098	BJEIHDPM_03213	PSPTO_RS21300	PDOHHFKI_04061
WP_003381486.1	DAKCFMEO_00102	BJEIHDPM_03209	PSPTO_RS21310	
WP_003381490.1	DAKCFMEO_00105	BJEIHDPM_03206	PSPTO_RS21320	PDOHHFKI_03640
WP_003381499.1	DAKCFMEO_00113	BJEIHDPM_03198	PSPTO_RS21365	
WP_003381502.1	DAKCFMEO_00115	BJEIHDPM_03196	PSPTO_RS21375	PDOHHFKI_03629
WP_003381514.1	DAKCFMEO_00129	BJEIHDPM_03182	PSPTO_RS21415	
WP_003381525.1	DAKCFMEO_00135	BJEIHDPM_03176	PSPTO_RS21440	PDOHHFKI_02921
WP_003381534.1	DAKCFMEO_00142	BJEIHDPM_03169	PSPTO_RS21475	
WP_003381535.1	DAKCFMEO_00143	BJEIHDPM_03168	PSPTO_RS21480	PDOHHFKI_02916
WP_003381559.1	DAKCFMEO_02243	BJEIHDPM_03315	PSPTO_RS08775	
WP_003381567.1	DAKCFMEO_02252	BJEIHDPM_03324	PSPTO_RS08805	PDOHHFKI_00545
WP_003381582.1	DAKCFMEO_02265	BJEIHDPM_03337	PSPTO_RS08870	
WP_003381583.1	DAKCFMEO_02266	BJEIHDPM_03338	PSPTO_RS08875	PDOHHFKI_00554
WP_003381585.1	DAKCFMEO_02268	BJEIHDPM_03340	PSPTO_RS08885	PDOHHFKI_00552
WP_003381589.1	DAKCFMEO_02271	BJEIHDPM_03343	PSPTO_RS08900	PDOHHFKI_00547
WP_003381628.1	DAKCFMEO_00298	BJEIHDPM_03013	PSPTO_RS22355	PDOHHFKI_04887
WP_003381648.1	DAKCFMEO_00285	BJEIHDPM_03026	PSPTO_RS22295	
WP_003381663.1	DAKCFMEO_00274	BJEIHDPM_03037	PSPTO_RS22240	
WP_003381744.1	DAKCFMEO_00568	BJEIHDPM_02743	PSPTO_RS24050	
WP_003381839.1	DAKCFMEO_01369	BJEIHDPM_04875	PSPTO_RS12910	PDOHHFKI_01142
WP_003381855.1	DAKCFMEO_01226	BJEIHDPM_01785	PSPTO_RS28765	
WP_003381855.1	DAKCFMEO_01356	BJEIHDPM_04862	PSPTO_RS12950	
WP_003382001.1	DAKCFMEO_00649	BJEIHDPM_03827	PSPTO_RS11435	PDOHHFKI_01910
WP_003382004.1	DAKCFMEO_00646	BJEIHDPM_03824	PSPTO_RS11420	PDOHHFKI_01913
WP_003382006.1	DAKCFMEO_00644	BJEIHDPM_03822	PSPTO_RS11410	PDOHHFKI_01915
WP_003382014.1	DAKCFMEO_00638	BJEIHDPM_03816	PSPTO_RS11380	PDOHHFKI_03692
WP_003382072.1	DAKCFMEO_05167	BJEIHDPM_01540	PSPTO_RS27300	PDOHHFKI_01258
WP_003382074.1	DAKCFMEO_05169	BJEIHDPM_01542	PSPTO_RS27305	PDOHHFKI_01255
WP_003382082.1	DAKCFMEO_05177	BJEIHDPM_01550	PSPTO_RS27345	PDOHHFKI_01240
WP_003382085.1	DAKCFMEO_05179	BJEIHDPM_01552	PSPTO_RS27355	PDOHHFKI_01238
WP_003382103.1	DAKCFMEO_02020	BJEIHDPM_02140	PSPTO_RS27430	PDOHHFKI_00136
WP_003382104.1	DAKCFMEO_02018	BJEIHDPM_02138	PSPTO_RS27440	PDOHHFKI_00138
WP_003382140.1	DAKCFMEO_02521	BJEIHDPM_03593	PSPTO_RS10145	
WP_003382141.1	DAKCFMEO_02523	BJEIHDPM_03595	PSPTO_RS10155	PDOHHFKI_03116
WP_003382144.1	DAKCFMEO_02526	BJEIHDPM_03598	PSPTO_RS10170	PDOHHFKI_02009
WP_003382274.1	DAKCFMEO_01665	BJEIHDPM_00986	PSPTO_RS05080	PDOHHFKI_04818
WP_003382315.1	DAKCFMEO_02013	BJEIHDPM_02133	PSPTO_RS01345	
WP_003382340.1	DAKCFMEO_02918	BJEIHDPM_02348	PSPTO_RS02600	
WP_003382360.1	DAKCFMEO_02150	BJEIHDPM_02271	PSPTO_RS01990	PDOHHFKI_02827
WP_003382364.1	DAKCFMEO_02152	BJEIHDPM_02273	PSPTO_RS02000	PDOHHFKI_00021
WP_003382372.1	DAKCFMEO_02162	BJEIHDPM_02283	PSPTO_RS02040	
WP_003382373.1	DAKCFMEO_02164	BJEIHDPM_02285	PSPTO_RS02045	
WP_003382379.1	DAKCFMEO_02168	BJEIHDPM_02289	PSPTO_RS02065	PDOHHFKI_01270
WP_003382396.1	DAKCFMEO_00818	BJEIHDPM_03996	PSPTO_RS12390	PDOHHFKI_03056
WP_003382398.1	DAKCFMEO_00815	BJEIHDPM_03993	PSPTO_RS12365	PDOHHFKI_03059
WP_003382460.1	DAKCFMEO_00739	BJEIHDPM_03917	PSPTO_RS11925	PDOHHFKI_03074
WP_003382465.1	DAKCFMEO_00736	BJEIHDPM_03914	PSPTO_RS11910	PDOHHFKI_03077
WP_003382467.1	DAKCFMEO_00735	BJEIHDPM_03913	PSPTO_RS11905	PDOHHFKI_03078
WP_003382474.1	DAKCFMEO_00731	BJEIHDPM_03909	PSPTO_RS11885	PDOHHFKI_03082
WP_003382487.1	DAKCFMEO_00719	BJEIHDPM_03897	PSPTO_RS11820	PDOHHFKI_02876
WP_003382491.1	DAKCFMEO_00714	BJEIHDPM_03892	PSPTO_RS11800	PDOHHFKI_02870
WP_003382493.1	DAKCFMEO_00713	BJEIHDPM_03891	PSPTO_RS11795	PDOHHFKI_02869
WP_003382526.1	DAKCFMEO_00051	BJEIHDPM_03260	PSPTO_RS08310	PDOHHFKI_02230
WP_003382533.1	DAKCFMEO_00044	BJEIHDPM_03267	PSPTO_RS08335	PDOHHFKI_04268
WP_003382657.1	DAKCFMEO_03791	BJEIHDPM_04454	PSPTO_RS14505	
WP_003382687.1	DAKCFMEO_02502	BJEIHDPM_03574	PSPTO_RS10030	PDOHHFKI_03146
WP_003382700.1	DAKCFMEO_02490	BJEIHDPM_03561	PSPTO_RS09965	
WP_003382703.1	DAKCFMEO_02488	BJEIHDPM_03559	PSPTO_RS09955	
WP_003382726.1	DAKCFMEO_04192	BJEIHDPM_00288	PSPTO_RS20065	PDOHHFKI_00452
WP_003382736.1	DAKCFMEO_00260	BJEIHDPM_03051	PSPTO_RS20115	PDOHHFKI_00462
WP_003382736.1	DAKCFMEO_04182	BJEIHDPM_00298	PSPTO_RS20115	PDOHHFKI_00462
WP_003382778.1	DAKCFMEO_01111	BJEIHDPM_04289	PSPTO_RS13815	
WP_003382778.1	DAKCFMEO_00884	BJEIHDPM_04062	PSPTO_RS13815	
WP_003382829.1	DAKCFMEO_01191	BJEIHDPM_04369	PSPTO_RS14090	PDOHHFKI_04047
WP_003382842.1	DAKCFMEO_01182	BJEIHDPM_04360	PSPTO_RS14045	
WP_003382856.1	DAKCFMEO_01170	BJEIHDPM_04348	PSPTO_RS14000	PDOHHFKI_01225
WP_003382856.1	DAKCFMEO_02141	BJEIHDPM_02262	PSPTO_RS01920	PDOHHFKI_01225
WP_003382858.1	DAKCFMEO_01168	BJEIHDPM_04346	PSPTO_RS13990	PDOHHFKI_01223
WP_003382929.1	DAKCFMEO_04298	BJEIHDPM_00181	PSPTO_RS19590	
WP_003382943.1	DAKCFMEO_04290	BJEIHDPM_00189	PSPTO_RS19630	PDOHHFKI_01828
WP_003382947.1	DAKCFMEO_04287	BJEIHDPM_00192	PSPTO_RS19645	PDOHHFKI_01831
WP_003382959.1	DAKCFMEO_02665	BJEIHDPM_03737	PSPTO_RS10950	PDOHHFKI_01725
WP_003382960.1	DAKCFMEO_02666	BJEIHDPM_03738	PSPTO_RS10955	
WP_003382984.1	DAKCFMEO_02679	BJEIHDPM_03751	PSPTO_RS11025	
WP_003383046.1	DAKCFMEO_04540	BJEIHDPM_05280	PSPTO_RS18800	PDOHHFKI_01977
WP_003383089.1	DAKCFMEO_02655	BJEIHDPM_03727	PSPTO_RS10910	PDOHHFKI_02945
WP_003383123.1	DAKCFMEO_01605	BJEIHDPM_01696	PSPTO_RS28330	PDOHHFKI_00582
WP_003383126.1	DAKCFMEO_01602	BJEIHDPM_01699	PSPTO_RS28345	PDOHHFKI_00579
WP_003383132.1	DAKCFMEO_01598	BJEIHDPM_01703	PSPTO_RS28365	PDOHHFKI_00963
WP_003383136.1	DAKCFMEO_01596	BJEIHDPM_01705	PSPTO_RS28375	PDOHHFKI_00965
WP_003383141.1	DAKCFMEO_01592	BJEIHDPM_01709	PSPTO_RS28390	PDOHHFKI_00970
WP_003383143.1	DAKCFMEO_01590	BJEIHDPM_01711	PSPTO_RS28400	PDOHHFKI_00972
WP_003383161.1	DAKCFMEO_05111	BJEIHDPM_01484	PSPTO_RS26175	PDOHHFKI_04597
WP_003383172.1	DAKCFMEO_03707	BJEIHDPM_02695	PSPTO_RS04070	PDOHHFKI_02179
WP_003383227.1	DAKCFMEO_00497	BJEIHDPM_02814	PSPTO_RS04920	
WP_003383242.1	DAKCFMEO_00486	BJEIHDPM_02825	PSPTO_RS04975	
WP_003383243.1	DAKCFMEO_00484	BJEIHDPM_02827	PSPTO_RS04985	
WP_003383243.1	DAKCFMEO_00485	BJEIHDPM_02826	PSPTO_RS04980	
WP_003383244.1	DAKCFMEO_00484	BJEIHDPM_02827	PSPTO_RS04985	
WP_003383244.1	DAKCFMEO_00485	BJEIHDPM_02826	PSPTO_RS04980	
WP_003383265.1	DAKCFMEO_05230	BJEIHDPM_01603	PSPTO_RS27705	PDOHHFKI_04655
WP_003383332.1	DAKCFMEO_04144	BJEIHDPM_00318	PSPTO_RS20215	
WP_003383369.1	DAKCFMEO_02905	BJEIHDPM_02361	PSPTO_RS02705	
WP_003383427.1	DAKCFMEO_01321	BJEIHDPM_04827	PSPTO_RS13105	
WP_003383453.1	DAKCFMEO_01328	BJEIHDPM_04834	PSPTO_RS13070	
WP_003395104.1	DAKCFMEO_04759	BJEIHDPM_01133	PSPTO_RS23570	PDOHHFKI_02469
WP_003395253.1	DAKCFMEO_00317	BJEIHDPM_02994	PSPTO_RS22490	PDOHHFKI_03320
WP_003400010.1	DAKCFMEO_04779	BJEIHDPM_01153	PSPTO_RS23680	
WP_003405083.1	DAKCFMEO_01515	BJEIHDPM_05021	PSPTO_RS17330	PDOHHFKI_03890
WP_003406089.1	DAKCFMEO_00686	BJEIHDPM_03864	PSPTO_RS11635	
WP_003409202.1	DAKCFMEO_02069	BJEIHDPM_02190	PSPTO_RS16665	
WP_003409202.1	DAKCFMEO_03370	BJEIHDPM_00622	PSPTO_RS16665	
WP_003409202.1	DAKCFMEO_02068	BJEIHDPM_02189	PSPTO_RS16665	
