Orthogroup	SpeciesA	GeneA	SpeciesB	GeneB
OG0000170	DC3000_protein_12_2025	WP_005768691.1, WP_011104100.1	plate25.C2.annotation	DAKCFMEO_00291, DAKCFMEO_00889
OG0000171	DC3000_protein_12_2025	WP_005768708.1, WP_011104278.1	plate25.C2.annotation	DAKCFMEO_00281, DAKCFMEO_00326
OG0000172	DC3000_protein_12_2025	WP_005768747.1, WP_007244323.1	plate25.C2.annotation	DAKCFMEO_02603, DAKCFMEO_02786
OG0000173	DC3000_protein_12_2025	WP_005768762.1	plate25.C2.annotation	DAKCFMEO_00301, DAKCFMEO_02337, DAKCFMEO_03373
OG0000174	DC3000_protein_12_2025	WP_005769204.1, WP_011104015.1	plate25.C2.annotation	DAKCFMEO_00874, DAKCFMEO_04345
OG0000175	DC3000_protein_12_2025	WP_005769588.1	plate25.C2.annotation	DAKCFMEO_01824, DAKCFMEO_02441, DAKCFMEO_04572
OG0000176	DC3000_protein_12_2025	WP_005769685.1, WP_011104221.1	plate25.C2.annotation	DAKCFMEO_02710, DAKCFMEO_03823
OG0000177	DC3000_protein_12_2025	WP_005769699.1, WP_046463309.1	plate25.C2.annotation	DAKCFMEO_02702, DAKCFMEO_02703
OG0000178	DC3000_protein_12_2025	WP_005770308.1, WP_011104862.1	plate25.C2.annotation	DAKCFMEO_00830, DAKCFMEO_04474
OG0000179	DC3000_protein_12_2025	WP_005770310.1, WP_011104863.1	plate25.C2.annotation	DAKCFMEO_00831, DAKCFMEO_04473
OG0000180	DC3000_protein_12_2025	WP_005770312.1, WP_044393615.1	plate25.C2.annotation	DAKCFMEO_00832, DAKCFMEO_04472
OG0000181	DC3000_protein_12_2025	WP_005770699.1, WP_162839055.1	plate25.C2.annotation	DAKCFMEO_02688, DAKCFMEO_04414
OG0000182	DC3000_protein_12_2025	WP_005770701.1	plate25.C2.annotation	DAKCFMEO_02097, DAKCFMEO_02687, DAKCFMEO_03828
OG0000183	DC3000_protein_12_2025	WP_005770794.1, WP_007245868.1	plate25.C2.annotation	DAKCFMEO_00958, DAKCFMEO_02431
OG0000184	DC3000_protein_12_2025	WP_005771032.1	plate25.C2.annotation	DAKCFMEO_02051, DAKCFMEO_02450, DAKCFMEO_03337
OG0000185	DC3000_protein_12_2025	WP_005771340.1, WP_007244213.1	plate25.C2.annotation	DAKCFMEO_02657, DAKCFMEO_02659
OG0000186	DC3000_protein_12_2025	WP_005771397.1, WP_007246576.1	plate25.C2.annotation	DAKCFMEO_03451, DAKCFMEO_05252
OG0000187	DC3000_protein_12_2025	WP_005771402.1, WP_011105467.1	plate25.C2.annotation	DAKCFMEO_03447, DAKCFMEO_05250
OG0000188	DC3000_protein_12_2025	WP_005771485.1	plate25.C2.annotation	DAKCFMEO_01338, DAKCFMEO_02411, DAKCFMEO_02878
OG0000189	DC3000_protein_12_2025	WP_005888854.1, WP_011103339.1, WP_161797801.1	plate25.C2.annotation	DAKCFMEO_01789
OG0000190	DC3000_protein_12_2025	WP_007243725.1, WP_007244715.1	plate25.C2.annotation	DAKCFMEO_00727, DAKCFMEO_03222
OG0000191	DC3000_protein_12_2025	WP_007244046.1, WP_011104599.1	plate25.C2.annotation	DAKCFMEO_02743, DAKCFMEO_04662
OG0000192	DC3000_protein_12_2025	WP_007244130.1, WP_011103244.1	plate25.C2.annotation	DAKCFMEO_01733, DAKCFMEO_03452
OG0000193	DC3000_protein_12_2025	WP_007244335.1, WP_011103933.1	plate25.C2.annotation	DAKCFMEO_00729, DAKCFMEO_02583
OG0000194	DC3000_protein_12_2025	WP_007244877.1	plate25.C2.annotation	DAKCFMEO_00852, DAKCFMEO_02208, DAKCFMEO_03008
OG0000195	DC3000_protein_12_2025	WP_007245058.1, WP_046463536.1	plate25.C2.annotation	DAKCFMEO_02435, DAKCFMEO_04069
OG0000196	DC3000_protein_12_2025	WP_007245293.1, WP_007246230.1	plate25.C2.annotation	DAKCFMEO_00376, DAKCFMEO_04809
OG0000197	DC3000_protein_12_2025	WP_007245496.1, WP_011103412.1	plate25.C2.annotation	DAKCFMEO_01732, DAKCFMEO_03453
OG0000198	DC3000_protein_12_2025	WP_007245546.1	plate25.C2.annotation	DAKCFMEO_00078, DAKCFMEO_03706, DAKCFMEO_03869
OG0000199	DC3000_protein_12_2025	WP_007246084.1, WP_046463482.1	plate25.C2.annotation	DAKCFMEO_01427, DAKCFMEO_03931
OG0000200	DC3000_protein_12_2025	WP_007246194.1, WP_011104951.1	plate25.C2.annotation	DAKCFMEO_00282, DAKCFMEO_00293
OG0000201	DC3000_protein_12_2025	WP_007246667.1, WP_011105194.1	plate25.C2.annotation	DAKCFMEO_01344, DAKCFMEO_03605
OG0000202	DC3000_protein_12_2025	WP_007246890.1, WP_011103472.1, WP_011104003.1	plate25.C2.annotation	DAKCFMEO_02753
OG0000203	DC3000_protein_12_2025	WP_007246952.1, WP_011105482.1	plate25.C2.annotation	DAKCFMEO_01629, DAKCFMEO_05287
OG0000204	DC3000_protein_12_2025	WP_007247035.1, WP_011104358.1, WP_046463772.1	plate25.C2.annotation	DAKCFMEO_02090
OG0000205	DC3000_protein_12_2025	WP_007247117.1, WP_011104056.1	plate25.C2.annotation	DAKCFMEO_01330, DAKCFMEO_02014
OG0000207	DC3000_protein_12_2025	WP_007249562.1, WP_011104226.1, WP_080394021.1	plate25.C2.annotation	DAKCFMEO_02425
OG0000208	DC3000_protein_12_2025	WP_010201125.1, WP_046463740.1	plate25.C2.annotation	DAKCFMEO_01075, DAKCFMEO_04082
OG0000209	DC3000_protein_12_2025	WP_010201131.1	plate25.C2.annotation	DAKCFMEO_00784, DAKCFMEO_04081, DAKCFMEO_04446
OG0000210	DC3000_protein_12_2025	WP_010202134.1	plate25.C2.annotation	DAKCFMEO_03690, DAKCFMEO_03836, DAKCFMEO_03837
OG0000211	DC3000_protein_12_2025	WP_010206379.1, WP_046463494.1	plate25.C2.annotation	DAKCFMEO_01060, DAKCFMEO_04606
OG0000212	DC3000_protein_12_2025	WP_010208255.1, WP_032645112.1	plate25.C2.annotation	DAKCFMEO_04276, DAKCFMEO_05173
OG0000213	DC3000_protein_12_2025	WP_010208763.1, WP_011103504.1	plate25.C2.annotation	DAKCFMEO_02997, DAKCFMEO_02999
OG0000214	DC3000_protein_12_2025	WP_010209623.1, WP_011103857.1, WP_057443138.1	plate25.C2.annotation	DAKCFMEO_02673
OG0000215	DC3000_protein_12_2025	WP_010211386.1	plate25.C2.annotation	DAKCFMEO_00993, DAKCFMEO_01452, DAKCFMEO_03050
OG0000217	DC3000_protein_12_2025	WP_010218951.1, WP_011103622.1	plate25.C2.annotation	DAKCFMEO_00039, DAKCFMEO_02092
OG0000218	DC3000_protein_12_2025	WP_010220706.1, WP_011103557.1, WP_011107018.1	plate25.C2.annotation	DAKCFMEO_00745
OG0000219	DC3000_protein_12_2025	WP_011102967.1, WP_011105542.1, WP_046463610.1	plate25.C2.annotation	DAKCFMEO_01556
OG0000220	DC3000_protein_12_2025	WP_011103031.1, WP_011103039.1	plate25.C2.annotation	DAKCFMEO_01917, DAKCFMEO_03830
OG0000221	DC3000_protein_12_2025	WP_011103055.1, WP_011103086.1	plate25.C2.annotation	DAKCFMEO_02080, DAKCFMEO_05182
OG0000222	DC3000_protein_12_2025	WP_011103057.1, WP_011104387.1, WP_044390209.1	plate25.C2.annotation	DAKCFMEO_04481
OG0000223	DC3000_protein_12_2025	WP_011103091.1, WP_011104637.1	plate25.C2.annotation	DAKCFMEO_04552, DAKCFMEO_05161
OG0000224	DC3000_protein_12_2025	WP_011103142.1, WP_011103466.1	plate25.C2.annotation	DAKCFMEO_00950, DAKCFMEO_02943
OG0000225	DC3000_protein_12_2025	WP_011103162.1, WP_011103167.1	plate25.C2.annotation	DAKCFMEO_02915, DAKCFMEO_02917
OG0000226	DC3000_protein_12_2025	WP_011103237.1, WP_011104135.1	plate25.C2.annotation	DAKCFMEO_01106, DAKCFMEO_03569
OG0000227	DC3000_protein_12_2025	WP_011103241.1, WP_011104119.1, WP_011104933.1	plate25.C2.annotation	DAKCFMEO_03578
OG0000228	DC3000_protein_12_2025	WP_011103296.1, WP_011103351.1	plate25.C2.annotation	DAKCFMEO_00501, DAKCFMEO_00524
OG0000229	DC3000_protein_12_2025	WP_011103336.1, WP_046463934.1	plate25.C2.annotation	DAKCFMEO_01791, DAKCFMEO_02288
OG0000230	DC3000_protein_12_2025	WP_011103402.1, WP_011104030.1	plate25.C2.annotation	DAKCFMEO_01404, DAKCFMEO_01725
OG0000231	DC3000_protein_12_2025	WP_011103411.1	plate25.C2.annotation	DAKCFMEO_01731, DAKCFMEO_03454, DAKCFMEO_03460
OG0000232	DC3000_protein_12_2025	WP_011103519.1, WP_011104730.1, WP_011105177.1	plate25.C2.annotation	DAKCFMEO_04286
OG0000233	DC3000_protein_12_2025	WP_011103526.1, WP_011104918.1	plate25.C2.annotation	DAKCFMEO_00247, DAKCFMEO_01764
OG0000234	DC3000_protein_12_2025	WP_011103647.1, WP_011103804.1	plate25.C2.annotation	DAKCFMEO_00018, DAKCFMEO_02581
OG0000235	DC3000_protein_12_2025	WP_011103648.1, WP_046463927.1	plate25.C2.annotation	DAKCFMEO_04409, DAKCFMEO_04410
OG0000236	DC3000_protein_12_2025	WP_011103754.1	plate25.C2.annotation	DAKCFMEO_00061, DAKCFMEO_02462, DAKCFMEO_02948
OG0000237	DC3000_protein_12_2025	WP_011103843.1, WP_011104522.1, WP_011104790.1	plate25.C2.annotation	DAKCFMEO_02815
OG0000238	DC3000_protein_12_2025	WP_011103898.1, WP_046463456.1	plate25.C2.annotation	DAKCFMEO_00672, DAKCFMEO_02578
OG0000239	DC3000_protein_12_2025	WP_011103919.1, WP_011104077.1, WP_011105485.1	plate25.C2.annotation	DAKCFMEO_01632
OG0000240	DC3000_protein_12_2025	WP_011103969.1, WP_011103981.1	plate25.C2.annotation	DAKCFMEO_00801, DAKCFMEO_03846
OG0000241	DC3000_protein_12_2025	WP_011104032.1, WP_011105359.1	plate25.C2.annotation	DAKCFMEO_01373, DAKCFMEO_05146
OG0000242	DC3000_protein_12_2025	WP_011104073.1, WP_011105491.1	plate25.C2.annotation	DAKCFMEO_01157, DAKCFMEO_01636
OG0000243	DC3000_protein_12_2025	WP_011104266.1, WP_011107020.1, WP_044391024.1	plate25.C2.annotation	DAKCFMEO_03926
OG0000244	DC3000_protein_12_2025	WP_011104281.1, WP_011105506.1	plate25.C2.annotation	DAKCFMEO_04071, DAKCFMEO_05301
OG0000245	DC3000_protein_12_2025	WP_011104315.1, WP_011105352.1	plate25.C2.annotation	DAKCFMEO_03994, DAKCFMEO_05135
OG0000246	DC3000_protein_12_2025	WP_011104486.1, WP_011105357.1	plate25.C2.annotation	DAKCFMEO_01437, DAKCFMEO_05142
OG0000247	DC3000_protein_12_2025	WP_011104900.1, WP_011104902.1	plate25.C2.annotation	DAKCFMEO_00187, DAKCFMEO_00189
OG0000248	DC3000_protein_12_2025	WP_011104971.1	plate25.C2.annotation	DAKCFMEO_00319, DAKCFMEO_00320, DAKCFMEO_04040
OG0000249	DC3000_protein_12_2025	WP_011104979.1	plate25.C2.annotation	DAKCFMEO_00341, DAKCFMEO_03858, DAKCFMEO_03859
OG0000250	DC3000_protein_12_2025	WP_011105223.1, WP_046464042.1	plate25.C2.annotation	DAKCFMEO_02650, DAKCFMEO_04843
OG0000251	DC3000_protein_12_2025	WP_011105478.1, WP_046463440.1	plate25.C2.annotation	DAKCFMEO_00743, DAKCFMEO_04452
OG0000252	DC3000_protein_12_2025	WP_011105562.1	plate25.C2.annotation	DAKCFMEO_01224, DAKCFMEO_03073, DAKCFMEO_05297
OG0000253	DC3000_protein_12_2025	WP_046463398.1, WP_081026912.1	plate25.C2.annotation	DAKCFMEO_00753, DAKCFMEO_03256
OG0000254	DC3000_protein_12_2025	WP_046463416.1	plate25.C2.annotation	DAKCFMEO_00198, DAKCFMEO_03818, DAKCFMEO_04308
OG0000255	DC3000_protein_12_2025	WP_086005074.1, WP_122722792.1, WP_149032136.1	plate25.C2.annotation	DAKCFMEO_04044
OG0000258	DC3000_protein_12_2025	WP_002552853.1	plate25.C2.annotation	DAKCFMEO_02446, DAKCFMEO_02621
OG0000259	DC3000_protein_12_2025	WP_002554489.1	plate25.C2.annotation	DAKCFMEO_01049, DAKCFMEO_04303
OG0000260	DC3000_protein_12_2025	WP_002554843.1	plate25.C2.annotation	DAKCFMEO_00151, DAKCFMEO_00754
OG0000261	DC3000_protein_12_2025	WP_002554971.1, WP_011104890.1	plate25.C2.annotation	DAKCFMEO_00305
OG0000262	DC3000_protein_12_2025	WP_002555370.1, WP_005764289.1	plate25.C2.annotation	DAKCFMEO_03635
OG0000263	DC3000_protein_12_2025	WP_002556012.1, WP_011103604.1	plate25.C2.annotation	DAKCFMEO_02674
OG0000264	DC3000_protein_12_2025	WP_002556051.1, WP_003382726.1	plate25.C2.annotation	DAKCFMEO_04192
OG0000265	DC3000_protein_12_2025	WP_003314356.1	plate25.C2.annotation	DAKCFMEO_01752, DAKCFMEO_03136
OG0000266	DC3000_protein_12_2025	WP_003317528.1	plate25.C2.annotation	DAKCFMEO_01593, DAKCFMEO_03086
OG0000267	DC3000_protein_12_2025	WP_003318100.1	plate25.C2.annotation	DAKCFMEO_01994, DAKCFMEO_03783
OG0000268	DC3000_protein_12_2025	WP_003319037.1, WP_011104860.1	plate25.C2.annotation	DAKCFMEO_00074
OG0000269	DC3000_protein_12_2025	WP_003319387.1, WP_003344338.1	plate25.C2.annotation	DAKCFMEO_02874
OG0000270	DC3000_protein_12_2025	WP_003345152.1, WP_011104992.1	plate25.C2.annotation	DAKCFMEO_00378
OG0000271	DC3000_protein_12_2025	WP_003373363.1, WP_005767301.1	plate25.C2.annotation	DAKCFMEO_02144
OG0000272	DC3000_protein_12_2025	WP_003375709.1	plate25.C2.annotation	DAKCFMEO_01085, DAKCFMEO_01469
OG0000273	DC3000_protein_12_2025	WP_003375712.1	plate25.C2.annotation	DAKCFMEO_01086, DAKCFMEO_01470
OG0000274	DC3000_protein_12_2025	WP_003375716.1	plate25.C2.annotation	DAKCFMEO_01088, DAKCFMEO_01472
OG0000275	DC3000_protein_12_2025	WP_003375846.1	plate25.C2.annotation	DAKCFMEO_02201, DAKCFMEO_03011
OG0000276	DC3000_protein_12_2025	WP_003375849.1	plate25.C2.annotation	DAKCFMEO_00850, DAKCFMEO_03010
OG0000277	DC3000_protein_12_2025	WP_003375897.1, WP_007245604.1	plate25.C2.annotation	DAKCFMEO_02984
OG0000278	DC3000_protein_12_2025	WP_003376950.1, WP_007249559.1	plate25.C2.annotation	DAKCFMEO_00893
OG0000279	DC3000_protein_12_2025	WP_003377112.1	plate25.C2.annotation	DAKCFMEO_04581, DAKCFMEO_04925
OG0000280	DC3000_protein_12_2025	WP_003377885.1, WP_046463942.1	plate25.C2.annotation	DAKCFMEO_01255
OG0000281	DC3000_protein_12_2025	WP_003378111.1	plate25.C2.annotation	DAKCFMEO_04063, DAKCFMEO_04646
OG0000282	DC3000_protein_12_2025	WP_003378884.1	plate25.C2.annotation	DAKCFMEO_03547, DAKCFMEO_05075
OG0000283	DC3000_protein_12_2025	WP_003379146.1, WP_011104928.1	plate25.C2.annotation	DAKCFMEO_03563
OG0000284	DC3000_protein_12_2025	WP_003379656.1, WP_005762795.1	plate25.C2.annotation	DAKCFMEO_01792
OG0000285	DC3000_protein_12_2025	WP_003379921.1, WP_005769283.1	plate25.C2.annotation	DAKCFMEO_02958
OG0000286	DC3000_protein_12_2025	WP_003380009.1, WP_005764515.1	plate25.C2.annotation	DAKCFMEO_02091
OG0000287	DC3000_protein_12_2025	WP_003380444.1	plate25.C2.annotation	DAKCFMEO_02791, DAKCFMEO_04087
OG0000288	DC3000_protein_12_2025	WP_003380449.1, WP_011105154.1	plate25.C2.annotation	DAKCFMEO_04083
OG0000289	DC3000_protein_12_2025	WP_003380768.1, WP_005763805.1	plate25.C2.annotation	DAKCFMEO_02907
OG0000290	DC3000_protein_12_2025	WP_003380853.1	plate25.C2.annotation	DAKCFMEO_03814, DAKCFMEO_04703
OG0000291	DC3000_protein_12_2025	WP_003381368.1, WP_011104330.1	plate25.C2.annotation	DAKCFMEO_05130
OG0000292	DC3000_protein_12_2025	WP_003381514.1, WP_011103415.1	plate25.C2.annotation	DAKCFMEO_00129
OG0000293	DC3000_protein_12_2025	WP_003382082.1	plate25.C2.annotation	DAKCFMEO_03549, DAKCFMEO_05177
OG0000294	DC3000_protein_12_2025	WP_003382419.1, WP_080946640.1	plate25.C2.annotation	DAKCFMEO_00798
OG0000295	DC3000_protein_12_2025	WP_003382736.1	plate25.C2.annotation	DAKCFMEO_00260, DAKCFMEO_04182
OG0000296	DC3000_protein_12_2025	WP_003382778.1	plate25.C2.annotation	DAKCFMEO_00884, DAKCFMEO_01111
OG0000297	DC3000_protein_12_2025	WP_003382858.1, WP_007246155.1	plate25.C2.annotation	DAKCFMEO_01168
OG0000298	DC3000_protein_12_2025	WP_003383089.1	plate25.C2.annotation	DAKCFMEO_02655, DAKCFMEO_03882
OG0000300	DC3000_protein_12_2025	WP_003413692.1, WP_011105093.1	plate25.C2.annotation	DAKCFMEO_03319
OG0000301	DC3000_protein_12_2025	WP_003425054.1, WP_003425060.1	plate25.C2.annotation	DAKCFMEO_03080
OG0000302	DC3000_protein_12_2025	WP_003425065.1, WP_057443118.1	plate25.C2.annotation	DAKCFMEO_03087
OG0000303	DC3000_protein_12_2025	WP_004407132.1	plate25.C2.annotation	DAKCFMEO_02816, DAKCFMEO_02817
OG0000304	DC3000_protein_12_2025	WP_004655323.1	plate25.C2.annotation	DAKCFMEO_01862, DAKCFMEO_04785
OG0000305	DC3000_protein_12_2025	WP_005613644.1, WP_005771683.1	plate25.C2.annotation	DAKCFMEO_03271
OG0000306	DC3000_protein_12_2025	WP_005616037.1, WP_011105129.1	plate25.C2.annotation	DAKCFMEO_03159
OG0000307	DC3000_protein_12_2025	WP_005616363.1, WP_005768541.1	plate25.C2.annotation	DAKCFMEO_02260
OG0000308	DC3000_protein_12_2025	WP_005617359.1, WP_046463764.1	plate25.C2.annotation	DAKCFMEO_00717
OG0000309	DC3000_protein_12_2025	WP_005617711.1, WP_011104380.1	plate25.C2.annotation	DAKCFMEO_01382
OG0000310	DC3000_protein_12_2025	WP_005618920.1	plate25.C2.annotation	DAKCFMEO_00988, DAKCFMEO_01450
OG0000311	DC3000_protein_12_2025	WP_005620205.1	plate25.C2.annotation	DAKCFMEO_00297, DAKCFMEO_00869
OG0000312	DC3000_protein_12_2025	WP_005620808.1	plate25.C2.annotation	DAKCFMEO_04405, DAKCFMEO_04870
OG0000313	DC3000_protein_12_2025	WP_005621066.1	plate25.C2.annotation	DAKCFMEO_04015, DAKCFMEO_05016
OG0000314	DC3000_protein_12_2025	WP_005736419.1	plate25.C2.annotation	DAKCFMEO_00197, DAKCFMEO_02982
OG0000315	DC3000_protein_12_2025	WP_005736952.1	plate25.C2.annotation	DAKCFMEO_04406, DAKCFMEO_05008
OG0000316	DC3000_protein_12_2025	WP_005739893.1, WP_011103139.1	plate25.C2.annotation	DAKCFMEO_01907
OG0000317	DC3000_protein_12_2025	WP_005740056.1, WP_005770656.1	plate25.C2.annotation	DAKCFMEO_04331
OG0000318	DC3000_protein_12_2025	WP_005740602.1	plate25.C2.annotation	DAKCFMEO_04056, DAKCFMEO_04508
OG0000319	DC3000_protein_12_2025	WP_005762392.1, WP_024667893.1	plate25.C2.annotation	DAKCFMEO_04386
OG0000320	DC3000_protein_12_2025	WP_005762416.1, WP_011103034.1	plate25.C2.annotation	DAKCFMEO_03800
OG0000321	DC3000_protein_12_2025	WP_005762525.1	plate25.C2.annotation	DAKCFMEO_00362, DAKCFMEO_03735
OG0000322	DC3000_protein_12_2025	WP_005762628.1	plate25.C2.annotation	DAKCFMEO_01159, DAKCFMEO_04587
OG0000323	DC3000_protein_12_2025	WP_005762682.1, WP_005888835.1	plate25.C2.annotation	DAKCFMEO_01107
OG0000324	DC3000_protein_12_2025	WP_005762770.1, WP_032710594.1	plate25.C2.annotation	DAKCFMEO_02336
OG0000325	DC3000_protein_12_2025	WP_005762863.1	plate25.C2.annotation	DAKCFMEO_00185, DAKCFMEO_00880
OG0000326	DC3000_protein_12_2025	WP_005762877.1	plate25.C2.annotation	DAKCFMEO_01380, DAKCFMEO_02449
OG0000327	DC3000_protein_12_2025	WP_005762963.1, WP_007244579.1	plate25.C2.annotation	DAKCFMEO_04950
OG0000328	DC3000_protein_12_2025	WP_005762981.1	plate25.C2.annotation	DAKCFMEO_04218, DAKCFMEO_04929
OG0000329	DC3000_protein_12_2025	WP_005763051.1	plate25.C2.annotation	DAKCFMEO_04404, DAKCFMEO_04869
OG0000330	DC3000_protein_12_2025	WP_005763057.1, WP_011104271.1	plate25.C2.annotation	DAKCFMEO_04862
OG0000331	DC3000_protein_12_2025	WP_005763092.1, WP_005763320.1	plate25.C2.annotation	DAKCFMEO_04844
OG0000332	DC3000_protein_12_2025	WP_005763096.1	plate25.C2.annotation	DAKCFMEO_00825, DAKCFMEO_04841
OG0000333	DC3000_protein_12_2025	WP_005763186.1	plate25.C2.annotation	DAKCFMEO_01073, DAKCFMEO_03644
OG0000334	DC3000_protein_12_2025	WP_005763248.1, WP_011103312.1	plate25.C2.annotation	DAKCFMEO_03614
OG0000335	DC3000_protein_12_2025	WP_005763415.1	plate25.C2.annotation	DAKCFMEO_00750, DAKCFMEO_05165
OG0000336	DC3000_protein_12_2025	WP_005763472.1, WP_005766614.1	plate25.C2.annotation	DAKCFMEO_01814
OG0000337	DC3000_protein_12_2025	WP_005763515.1	plate25.C2.annotation	DAKCFMEO_00877, DAKCFMEO_05114
OG0000338	DC3000_protein_12_2025	WP_005763583.1	plate25.C2.annotation	DAKCFMEO_02177, DAKCFMEO_03024
OG0000339	DC3000_protein_12_2025	WP_005763597.1	plate25.C2.annotation	DAKCFMEO_03831, DAKCFMEO_04977
OG0000340	DC3000_protein_12_2025	WP_005763620.1	plate25.C2.annotation	DAKCFMEO_02417, DAKCFMEO_05039
OG0000341	DC3000_protein_12_2025	WP_005763632.1	plate25.C2.annotation	DAKCFMEO_05033, DAKCFMEO_05035
OG0000342	DC3000_protein_12_2025	WP_005763703.1	plate25.C2.annotation	DAKCFMEO_01775, DAKCFMEO_02939
OG0000343	DC3000_protein_12_2025	WP_005763855.1	plate25.C2.annotation	DAKCFMEO_01069, DAKCFMEO_01464
OG0000344	DC3000_protein_12_2025	WP_005763879.1	plate25.C2.annotation	DAKCFMEO_01087, DAKCFMEO_01471
OG0000345	DC3000_protein_12_2025	WP_005763897.1	plate25.C2.annotation	DAKCFMEO_01079, DAKCFMEO_01485
OG0000346	DC3000_protein_12_2025	WP_005763910.1, WP_007245218.1	plate25.C2.annotation	DAKCFMEO_04361
OG0000347	DC3000_protein_12_2025	WP_005764024.1	plate25.C2.annotation	DAKCFMEO_00853, DAKCFMEO_03007
OG0000348	DC3000_protein_12_2025	WP_005764030.1	plate25.C2.annotation	DAKCFMEO_03002, DAKCFMEO_04058
OG0000349	DC3000_protein_12_2025	WP_005764059.1	plate25.C2.annotation	DAKCFMEO_00938, DAKCFMEO_02969
OG0000350	DC3000_protein_12_2025	WP_005764112.1	plate25.C2.annotation	DAKCFMEO_02719, DAKCFMEO_04643
OG0000351	DC3000_protein_12_2025	WP_005764153.1, WP_005770932.1	plate25.C2.annotation	DAKCFMEO_02740
OG0000352	DC3000_protein_12_2025	WP_005764194.1	plate25.C2.annotation	DAKCFMEO_02760, DAKCFMEO_03826
OG0000353	DC3000_protein_12_2025	WP_005764200.1	plate25.C2.annotation	DAKCFMEO_02762, DAKCFMEO_03852
OG0000354	DC3000_protein_12_2025	WP_005764268.1, WP_005764297.1	plate25.C2.annotation	DAKCFMEO_03937
OG0000355	DC3000_protein_12_2025	WP_005764295.1, WP_011105456.1	plate25.C2.annotation	DAKCFMEO_04434
OG0000356	DC3000_protein_12_2025	WP_005764299.1, WP_011105539.1	plate25.C2.annotation	DAKCFMEO_01562
OG0000357	DC3000_protein_12_2025	WP_005764420.1	plate25.C2.annotation	DAKCFMEO_03901, DAKCFMEO_04060
OG0000358	DC3000_protein_12_2025	WP_005764422.1, WP_011103607.1	plate25.C2.annotation	DAKCFMEO_03900
OG0000359	DC3000_protein_12_2025	WP_005764534.1, WP_011104230.1	plate25.C2.annotation	DAKCFMEO_03961
OG0000360	DC3000_protein_12_2025	WP_005764536.1	plate25.C2.annotation	DAKCFMEO_02361, DAKCFMEO_03962
OG0000361	DC3000_protein_12_2025	WP_005764784.1	plate25.C2.annotation	DAKCFMEO_00202, DAKCFMEO_04033
OG0000362	DC3000_protein_12_2025	WP_005764810.1	plate25.C2.annotation	DAKCFMEO_00181, DAKCFMEO_04066
OG0000363	DC3000_protein_12_2025	WP_005764880.1	plate25.C2.annotation	DAKCFMEO_00137, DAKCFMEO_04057
OG0000364	DC3000_protein_12_2025	WP_005764919.1, WP_046463526.1	plate25.C2.annotation	DAKCFMEO_00108
OG0000365	DC3000_protein_12_2025	WP_005764971.1, WP_011103736.1	plate25.C2.annotation	DAKCFMEO_00079
OG0000366	DC3000_protein_12_2025	WP_005765040.1	plate25.C2.annotation	DAKCFMEO_04582, DAKCFMEO_04685
OG0000367	DC3000_protein_12_2025	WP_005765123.1	plate25.C2.annotation	DAKCFMEO_02102, DAKCFMEO_04644
OG0000368	DC3000_protein_12_2025	WP_005765159.1, WP_011105322.1	plate25.C2.annotation	DAKCFMEO_04625
OG0000369	DC3000_protein_12_2025	WP_005765163.1	plate25.C2.annotation	DAKCFMEO_00269, DAKCFMEO_04617
OG0000370	DC3000_protein_12_2025	WP_005765169.1	plate25.C2.annotation	DAKCFMEO_04065, DAKCFMEO_04614
OG0000371	DC3000_protein_12_2025	WP_005765172.1, WP_044389891.1	plate25.C2.annotation	DAKCFMEO_04613
OG0000372	DC3000_protein_12_2025	WP_005765174.1, WP_010205279.1	plate25.C2.annotation	DAKCFMEO_04610
OG0000373	DC3000_protein_12_2025	WP_005765215.1, WP_005770249.1	plate25.C2.annotation	DAKCFMEO_04570
OG0000374	DC3000_protein_12_2025	WP_005765251.1, WP_161797809.1	plate25.C2.annotation	DAKCFMEO_04548
OG0000375	DC3000_protein_12_2025	WP_005765436.1, WP_005768204.1	plate25.C2.annotation	DAKCFMEO_01293
OG0000376	DC3000_protein_12_2025	WP_005765639.1, WP_011103329.1	plate25.C2.annotation	DAKCFMEO_00803
OG0000377	DC3000_protein_12_2025	WP_005765656.1, WP_011104927.1	plate25.C2.annotation	DAKCFMEO_00785
OG0000378	DC3000_protein_12_2025	WP_005765721.1	plate25.C2.annotation	DAKCFMEO_00730, DAKCFMEO_02439
OG0000379	DC3000_protein_12_2025	WP_005765726.1	plate25.C2.annotation	DAKCFMEO_00725, DAKCFMEO_03046
OG0000380	DC3000_protein_12_2025	WP_005765730.1, WP_011104103.1	plate25.C2.annotation	DAKCFMEO_00722
OG0000381	DC3000_protein_12_2025	WP_005765876.1	plate25.C2.annotation	DAKCFMEO_03053, DAKCFMEO_03260
OG0000382	DC3000_protein_12_2025	WP_005766003.1, WP_011105084.1	plate25.C2.annotation	DAKCFMEO_03179
OG0000383	DC3000_protein_12_2025	WP_005766014.1	plate25.C2.annotation	DAKCFMEO_00917, DAKCFMEO_03171
OG0000384	DC3000_protein_12_2025	WP_005766018.1	plate25.C2.annotation	DAKCFMEO_01230, DAKCFMEO_03165
OG0000385	DC3000_protein_12_2025	WP_005766202.1, WP_046463388.1	plate25.C2.annotation	DAKCFMEO_04091
