Entry	RefSeq	Entry Name	Reviewed	Protein names	Gene Names	Organism	Length	Proteomes	Organism (ID)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
Q884P2	NP_791869.1;WP_011103818.1;	MTND_PSESM	reviewed	Acireductone dioxygenase (1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase) (DHK-MTPene dioxygenase) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	mtnD PSPTO_2046	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	181	UP000002515: Chromosome	223283	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]		acireductone dioxygenase (Ni2+-requiring) activity [GO:0010308]; acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151]	acireductone dioxygenase (Ni2+-requiring) activity [GO:0010308]; acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]	GO:0005506; GO:0010308; GO:0010309; GO:0016151; GO:0019284; GO:0019509
Q884R6	NP_791845.1;WP_003378666.1;	PPNP_PSESM	reviewed	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.1) (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (Inosine phosphorylase) (Thymidine phosphorylase) (Uridine phosphorylase) (Xanthosine phosphorylase)	ppnP PSPTO_2022	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	93	UP000002515: Chromosome	223283		cytosol [GO:0005829]	guanosine phosphorylase activity [GO:0047975]; purine-nucleoside phosphorylase activity [GO:0004731]; thymidine phosphorylase activity [GO:0009032]; uridine phosphorylase activity [GO:0004850]	cytosol [GO:0005829]; guanosine phosphorylase activity [GO:0047975]; purine-nucleoside phosphorylase activity [GO:0004731]; thymidine phosphorylase activity [GO:0009032]; uridine phosphorylase activity [GO:0004850]	GO:0004731; GO:0004850; GO:0005829; GO:0009032; GO:0047975
Q886M5	NP_791377.1;WP_003377829.1;	PYRG_PSESM	reviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG PSPTO_1552	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	543	UP000002515: Chromosome	223283	'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleobase biosynthetic process [GO:0019856]	cytosol [GO:0005829]	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]	cytosol [GO:0005829]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; 'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleobase biosynthetic process [GO:0019856]	GO:0003883; GO:0004359; GO:0005524; GO:0005829; GO:0019856; GO:0042802; GO:0044210; GO:0046872
Q886Z3	NP_791257.1;WP_005771021.1;	RLMN_PSESM	reviewed	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN PSPTO_1431	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	382	UP000002515: Chromosome	223283	rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine(2503)-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; tRNA (adenine(37)-C2)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine(2503)-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; tRNA (adenine(37)-C2)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]; rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	GO:0000049; GO:0002935; GO:0005737; GO:0019843; GO:0030488; GO:0046872; GO:0051539; GO:0070040; GO:0070475
Q887D0	NP_791202.1;WP_005763919.1;	HOPM1_PSESM	reviewed	Effector protein HopM1 (Hrp outer protein M1) (Type III effector HopPtoM)	hopM1 holPtoX hopPtoM PSPTO_1375 CEL ORF3	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	712	UP000002515: Chromosome	223283		extracellular region [GO:0005576]; host cell membrane [GO:0033644]; membrane [GO:0016020]		extracellular region [GO:0005576]; host cell membrane [GO:0033644]; membrane [GO:0016020]	GO:0005576; GO:0016020; GO:0033644
Q888C6	NP_790938.1;WP_002552145.1;	KPRS_PSESM	reviewed	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs prsA PSPTO_1104	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	313	UP000002515: Chromosome	223283	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0009156; GO:0016301
Q888H1	NP_790889.1;WP_011103399.1;	URODH_PSESM	reviewed	Uronate dehydrogenase (EC 1.1.1.203) (D-galacturonate dehydrogenase) (D-glucuronate dehydrogenase) (Hexuronate dehydrogenase)	udh PSPTO_1053	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	275	UP000002515: Chromosome	223283			nucleotide binding [GO:0000166]; uronate dehydrogenase activity [GO:0050388]	nucleotide binding [GO:0000166]; uronate dehydrogenase activity [GO:0050388]	GO:0000166; GO:0050388
Q888N4	NP_790822.1;WP_005614924.1;	ILVC_PSESM	reviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	ilvC PSPTO_0983	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	338	UP000002515: Chromosome	223283	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	cytosol [GO:0005829]	ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]	cytosol [GO:0005829]; ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]; isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	GO:0000287; GO:0004455; GO:0005829; GO:0009097; GO:0009099; GO:0050661
Q889H2	NP_790624.1;WP_011103276.1;	Q889H2_PSESM	unreviewed	RecBCD enzyme subunit RecB (EC 3.1.11.5) (EC 5.6.2.4) (DNA 3'-5' helicase subunit RecB) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	recB PSPTO_0777	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	1230	UP000002515: Chromosome	223283	double-strand break repair via homologous recombination [GO:0000724]	cytosol [GO:0005829]; exodeoxyribonuclease V complex [GO:0009338]	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; exodeoxyribonuclease V activity [GO:0008854]; magnesium ion binding [GO:0000287]	cytosol [GO:0005829]; exodeoxyribonuclease V complex [GO:0009338]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; exodeoxyribonuclease V activity [GO:0008854]; magnesium ion binding [GO:0000287]; double-strand break repair via homologous recombination [GO:0000724]	GO:0000287; GO:0000724; GO:0003677; GO:0005524; GO:0005829; GO:0008854; GO:0009338; GO:0016887; GO:0043138
Q88A53	NP_790391.1;WP_011103183.1;	CCA_PSESM	reviewed	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	cca PSPTO_0544	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	409	UP000002515: Chromosome	223283	RNA repair [GO:0042245]; tRNA 3'-terminal CCA addition [GO:0001680]		ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; cyclic-nucleotide phosphodiesterase activity [GO:0004112]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; tRNA binding [GO:0000049]	ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; cyclic-nucleotide phosphodiesterase activity [GO:0004112]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; tRNA binding [GO:0000049]; RNA repair [GO:0042245]; tRNA 3'-terminal CCA addition [GO:0001680]	GO:0000049; GO:0000287; GO:0001680; GO:0004112; GO:0004810; GO:0005524; GO:0016791; GO:0042245
Q88AM9	NP_790209.1;WP_003380207.1;	THII_PSESM	reviewed	tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI PSPTO_0360	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	484	UP000002515: Chromosome	223283	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]; thiazole biosynthetic process [GO:0052837]; tRNA 4-thiouridine biosynthesis [GO:0002937]	cytosol [GO:0005829]	ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; tRNA binding [GO:0000049]; tRNA-uracil-4 sulfurtransferase activity [GO:0140741]	cytosol [GO:0005829]; ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; tRNA binding [GO:0000049]; tRNA-uracil-4 sulfurtransferase activity [GO:0140741]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]; thiazole biosynthetic process [GO:0052837]; tRNA 4-thiouridine biosynthesis [GO:0002937]	GO:0000049; GO:0002937; GO:0004810; GO:0005524; GO:0005829; GO:0009228; GO:0009229; GO:0052837; GO:0140741
Q88BD2	NP_789944.1;	Q88BD2_PSESM	unreviewed	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC PSPTO_0085	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	415	UP000002515: Chromosome	223283	coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	phosphopantothenoylcysteine decarboxylase complex [GO:0071513]	FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]	phosphopantothenoylcysteine decarboxylase complex [GO:0071513]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941; GO:0046872; GO:0071513
A0PCI5	WP_005770596.1;YP_001621406.1;	A0PCI5_PSESM	unreviewed	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA PSPTO_3817	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	274	UP000002515: Chromosome	223283	tRNA pseudouridine synthesis [GO:0031119]		RNA binding [GO:0003723]; tRNA pseudouridine(38-40) synthase activity [GO:0160147]	RNA binding [GO:0003723]; tRNA pseudouridine(38-40) synthase activity [GO:0160147]; tRNA pseudouridine synthesis [GO:0031119]	GO:0003723; GO:0031119; GO:0160147
A0PCI7	WP_005770474.1;YP_001621407.1;	A0PCI7_PSESM	unreviewed	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	rluA PSPTO_3875	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	211	UP000002515: Chromosome	223283	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; tRNA processing [GO:0008033]		catalytic activity, acting on RNA [GO:0140098]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	catalytic activity, acting on RNA [GO:0140098]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; tRNA processing [GO:0008033]	GO:0000455; GO:0003723; GO:0008033; GO:0009982; GO:0140098
P59571	NP_793685.1;WP_011104780.1;	COPA_PSESM	reviewed	Copper resistance protein A homolog	copA PSPTO_3914	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	589	UP000002515: Chromosome	223283		periplasmic space [GO:0042597]	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	periplasmic space [GO:0042597]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]	GO:0005507; GO:0016491; GO:0042597
Q7C4I5	NP_791200.1;WP_005763926.1;	Q7C4I5_PSESM	unreviewed	Pectate lyase A (EC 4.2.2.10) (EC 4.2.2.2) (Pectin lyase)	hrpW1 PSPTO_1373	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	424	UP000002515: Chromosome	223283	protein secretion by the type III secretion system [GO:0030254]	extracellular region [GO:0005576]	pectate lyase activity [GO:0030570]	extracellular region [GO:0005576]; pectate lyase activity [GO:0030570]; protein secretion by the type III secretion system [GO:0030254]	GO:0005576; GO:0030254; GO:0030570
Q87TS2	NP_795329.1;WP_007244945.1;	MNME_PSESM	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE PSPTO_5611	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	456	UP000002515: Chromosome	223283	tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	cytosol [GO:0005829]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	GO:0002098; GO:0003924; GO:0005525; GO:0005829; GO:0030488; GO:0046872
Q87TS9	NP_795322.1;WP_002555987.1;	ATPL_PSESM	reviewed	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE PSPTO_5604 PSPTO5604	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	85	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting two-sector ATPase complex, proton-transporting domain [GO:0033177]	lipid binding [GO:0008289]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting two-sector ATPase complex, proton-transporting domain [GO:0033177]; lipid binding [GO:0008289]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	GO:0005886; GO:0008289; GO:0033177; GO:0045259; GO:0046933
Q87TT0	NP_795321.1;WP_005613564.1;	ATPF_PSESM	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF PSPTO_5603	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	156	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]	proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0005886; GO:0045259; GO:0046933; GO:0046961
Q87TT2	NP_795319.1;WP_003377895.1;	ATPA_PSESM	reviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA PSPTO_5601	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	514	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]	ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	GO:0005524; GO:0005886; GO:0043531; GO:0045259; GO:0046933
Q87TT4	NP_795317.1;WP_003377898.1;	ATPB_PSESM	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD PSPTO_5599	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	459	UP000002515: Chromosome	223283		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	GO:0005524; GO:0005886; GO:0016887; GO:0045259; GO:0046933
Q87TT8	NP_795313.1;WP_011105589.1;	GLMS_PSESM	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS PSPTO_5595	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	611	UP000002515: Chromosome	223283	carbohydrate metabolic process [GO:0005975]; fructose 6-phosphate metabolic process [GO:0006002]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	cytosol [GO:0005829]	carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]	cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]; carbohydrate metabolic process [GO:0005975]; fructose 6-phosphate metabolic process [GO:0006002]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	GO:0004360; GO:0005829; GO:0005975; GO:0006002; GO:0006047; GO:0006487; GO:0097367
