WP_RefSeq PSPTO uniprot
WP_010213774.1 PSPTO2552 Q882S3
WP_046463302.1 PSPTO2553 Q882S2
WP_011104079.1 PSPTO2554 Q882S1
WP_011104080.1 PSPTO2555 Q882S0
WP_007246947.1 PSPTO2556 Q882R9
WP_007246946.1 PSPTO2557 Q882R8
WP_011104081.1 PSPTO2558 Q882R7
WP_007246944.1 PSPTO2559 Q882R6
WP_011104082.1 PSPTO2560 Q882R5
WP_011104083.1 PSPTO2561 Q882R4
WP_011104084.1 PSPTO2562 Q882R3
WP_011104085.1 PSPTO2563 Q882R2
WP_011104086.1 PSPTO2564 Q882R1
WP_011104087.1 PSPTO2565 Q882R0
WP_011104088.1 PSPTO2566 Q882Q9
WP_011104089.1 PSPTO2567 Q882Q8
WP_011104090.1 PSPTO2568 Q882Q7
WP_005762891.1 PSPTO2569 Q882Q6
WP_011104091.1 PSPTO2570 Q882Q5
WP_005762889.1 PSPTO2571 Q882Q4
WP_005762887.1 PSPTO2572 Q882Q3
WP_005762885.1 PSPTO2573 Q882Q2
WP_005762883.1 PSPTO2574 Q882Q1
WP_005617711.1 PSPTO2575 Q882Q0
WP_005738493.1 PSPTO2576 Q882P9
WP_005762877.1 PSPTO2577 Q882P8
WP_011104093.1 PSPTO2578 Q882P7
WP_005617714.1 PSPTO2579 Q882P6
WP_011104094.1 PSPTO2580 Q882P5
WP_005762869.1 PSPTO2581 Q882P4
 pseudo;PSPTO2582 NA
WP_005762867.1 PSPTO2583 Q882P3
WP_005762866.1 PSPTO2584 Q882P2
WP_005762863.1 PSPTO2585 Q882P1
WP_011104096.1 PSPTO2586 Q882P0
WP_005762859.1 PSPTO2588 Q882N8
WP_005762856.1 PSPTO2589 Q882N7
WP_011104098.1 PSPTO2590 Q882N6
WP_011104099.1 PSPTO2591 Q882N5
WP_011104100.1 PSPTO2592 Q882N4
WP_011104101.1 PSPTO2593 Q882N3
WP_011104102.1 PSPTO2594 Q882N2
WP_011104103.1 PSPTO2595 Q882N1
WP_005762840.1 PSPTO2596 Q882N0
WP_011104104.1 PSPTO2597 Q882M9
WP_046463300.1 PSPTO2598 Q882M8
WP_007245945.1 PSPTO2599 Q882M7
WP_011104106.1 PSPTO2600 Q882M6
WP_005762833.1 PSPTO2601 Q882M5
WP_011104107.1 PSPTO2602 Q882M4
WP_005762826.1 PSPTO2603 Q882M3
WP_005762824.1 PSPTO2604 Q882M2
WP_044389891.1 PSPTO2605 Q882M1
WP_005762820.1 PSPTO2606 Q882M0
WP_005762818.1 PSPTO2607 Q882L9
WP_003376950.1 PSPTO2608 Q882L8
WP_161797763.1 PSPTO2609 Q882L7
WP_005762812.1 PSPTO2610 Q882L6
WP_011104109.1 PSPTO2611 Q882L5
WP_005762801.1 PSPTO2612 Q882L4
WP_005762799.1 PSPTO2613 Q882L3
WP_007245963.1 PSPTO2614 Q882L2
WP_005762795.1 PSPTO2615 Q882L1
WP_046463299.1 PSPTO2616 Q882L0
WP_005617775.1 PSPTO2617 Q882K9
WP_011104111.1 PSPTO2618 Q882K8
WP_005762782.1 PSPTO2620 Q882K6
WP_011104112.1 PSPTO2621 Q882K5
WP_011104113.1 PSPTO2622 Q882K4
WP_005762776.1 PSPTO2623 Q882K3
WP_011104114.1 PSPTO2624 Q882K2
 pseudo;PSPTO2625 NA
WP_005762770.1 PSPTO2626 Q882K1
WP_011104115.1 PSPTO2627 Q882K0
WP_011104116.1 PSPTO2628 Q882J9
WP_005762766.1 PSPTO2629 Q882J8
WP_011104117.1 PSPTO2630 Q882J7
WP_011104118.1 PSPTO2631 Q882J6
WP_011104119.1 PSPTO2632 Q882J5
WP_011104120.1 PSPTO2633 Q882J4
WP_003376994.1 PSPTO2634 Q882J3
WP_011104121.1 PSPTO2635 Q882J2
WP_007245976.1 PSPTO2636 Q882J1
WP_011104122.1 PSPTO2637 Q882J0
WP_007245978.1 PSPTO2638 Q882I9
WP_011104123.1 PSPTO2639 Q882I8
WP_003377005.1 PSPTO2640 Q882I7
WP_005762738.1 PSPTO2642 Q882I5
WP_011104125.1 PSPTO2643 Q882I4
WP_005762734.1 PSPTO2644 Q882I3
WP_005762732.1 PSPTO2645 Q882I2
WP_005762731.1 PSPTO2646 Q882I1
WP_005762729.1 PSPTO2647 Q882I0
WP_005762727.1 PSPTO2648 Q882H9
WP_046463494.1 PSPTO2649 Q882H8
 partial;pseudo;PSPTO2650 NA
WP_011104129.1 PSPTO2651 Q882H6
WP_011104130.1 PSPTO2652 Q882H5
 pseudo;PSPTO2653 NA
WP_005762712.1 PSPTO2654 Q882H4
WP_005762709.1 PSPTO2655 Q882H3
WP_007245994.1 PSPTO2656 Q882H2
WP_007245995.1 PSPTO2657 Q882H1
WP_005762703.1 PSPTO2658 Q882H0
WP_005762701.1 PSPTO2659 Q882G9
WP_005762699.1 PSPTO2660 Q882G8
WP_005762697.1 PSPTO2661 Q882G7
WP_011104133.1 PSPTO2662 Q882G6
WP_007246000.1 PSPTO2663 Q882G5
WP_005762690.1 PSPTO2664 Q882G4
WP_011104134.1 PSPTO2665 Q882G3
WP_005762686.1 PSPTO2666 Q882G2
WP_005762684.1 PSPTO2667 Q882G1
WP_011104135.1 PSPTO2668 Q882G0
WP_005762682.1 PSPTO2669 Q882F9
WP_005762680.1 PSPTO2670 Q882F8
WP_011104136.1 PSPTO2671 Q882F7
WP_003382778.1 PSPTO2672 Q882F6
WP_011104137.1 PSPTO2673 Q882F5
WP_007246008.1 PSPTO2674 Q882F4
WP_005762667.1 PSPTO2675 Q882F3
WP_011104138.1 PSPTO2676 Q882F2
WP_007246009.1 PSPTO2677 Q882F1
WP_032640670.1 PSPTO2678 Q882F0
WP_011104140.1 PSPTO2680 Q882E8
WP_010213291.1 PSPTO2681 Q882E7
WP_005737770.1 PSPTO2683 Q882E5
WP_003410180.1 PSPTO2684 Q882E4
 pseudo;PSPTO2685 NA
WP_005762646.1 PSPTO2686 Q882E2
WP_005762644.1 PSPTO2687 Q882E1
WP_011104143.1 PSPTO2688 Q882E0
WP_011104144.1 PSPTO2689 Q882D9
WP_011104145.1 PSPTO2690 Q882D8
WP_011104146.1 PSPTO2691 Q882D7
WP_011104147.1 PSPTO2692 Q882D6
WP_011104148.1 PSPTO2693 Q882D5
WP_007246020.1 PSPTO2694 Q882D4
WP_005762629.1 PSPTO2695 Q882D3
WP_005762628.1 PSPTO2696 Q882D2
WP_005762626.1 PSPTO2697 Q882D1
 pseudo;PSPTO2699 NA
WP_005762621.1 PSPTO2700 Q882C8
WP_005762619.1 PSPTO2701 Q882C7
WP_005762617.1 PSPTO2702 Q882C6
WP_005762615.1 PSPTO2703 Q882C5
 pseudo;PSPTO2704 NA
WP_003382858.1 PSPTO2705 Q882C4
WP_011104151.1 PSPTO2706 Q882C3
WP_003382856.1 PSPTO2707 Q882C2
WP_005762608.1 PSPTO2708 Q882C1
WP_005762606.1 PSPTO2709 Q882C0
WP_005762604.1 PSPTO2710 Q882B9
WP_005762602.1 PSPTO2711 Q882B8
WP_011104152.1 PSPTO2712 Q882B7
WP_046463499.1 PSPTO2713 Q882B6
WP_011104154.1 PSPTO2714 Q882B5
WP_011104155.1 PSPTO2715 Q882B4
WP_003382842.1 PSPTO2716 Q882B3
WP_011104156.1 PSPTO2717 Q882B2
WP_007244012.1 PSPTO2718 Q882B1
WP_011104157.1 PSPTO2719 Q882B0
WP_005762586.1 PSPTO2720 Q882A9
WP_005737718.1 PSPTO2721 Q882A8
WP_011104158.1 PSPTO2722 Q882A7
WP_005762581.1 PSPTO2723 Q882A6
WP_005762579.1 PSPTO2724 Q882A5
WP_003382829.1 PSPTO2725 Q882A4
WP_005762577.1 PSPTO2726 Q882A3
WP_005762574.1 PSPTO2728 Q882A1
WP_005762572.1 PSPTO2729 Q882A0
WP_004396332.1 PSPTO2730 Q881Z9
WP_005762569.1 PSPTO2731 Q881Z8
WP_011104161.1 PSPTO2732 Q881Z7
WP_161797780.1 PSPTO2733 Q881Z6
WP_046463501.1 PSPTO2734 Q881Z5
WP_002553665.1 PSPTO2735 Q881Z4
WP_011104163.1 PSPTO2736 Q881Z3
WP_011104164.1 PSPTO2737 Q881Z2
WP_005762555.1 PSPTO2738 Q881Z1
WP_044389757.1 PSPTO2739 Q881Z0
WP_002551322.1 PSPTO2740 NA
WP_005741073.1 PSPTO2741 NA
WP_011104166.1 PSPTO2742 Q881Y9
WP_005762545.1 PSPTO2743 Q881Y8
WP_005762543.1 PSPTO2744 Q881Y7
WP_011104167.1 PSPTO2745 Q881Y6
WP_046463508.1 PSPTO2746 Q881Y5
WP_011104169.1 PSPTO2747 Q881Y4
WP_005762534.1 PSPTO2748 Q881Y3
WP_011104170.1 PSPTO2749 Q881Y2
WP_046463502.1 PSPTO2750 Q881Y1
WP_011104172.1 PSPTO2751 Q881Y0
WP_004396268.1 PSPTO2752 Q881X9
WP_005762525.1 PSPTO2753 Q881X8
 pseudo;PSPTO2754 NA
WP_011104174.1 PSPTO2755 Q881X7
WP_011104175.1 PSPTO2756 Q881X6
WP_011104176.1 PSPTO2757 Q881X5
WP_005762514.1 PSPTO2758 Q881X4
WP_122448205.1 PSPTO2759 Q881X3
WP_007243982.1 PSPTO2760 Q881X2
WP_011104178.1 PSPTO2761 Q881X1
WP_011104179.1 PSPTO2762 Q881X0
WP_057443127.1 PSPTO2763 Q881W9
WP_024666071.1 PSPTO2764 Q881W8
WP_007243977.1 PSPTO2765 Q881W7
WP_024666072.1 PSPTO2766 Q881W6
WP_011104183.1 PSPTO2767 Q881W5
WP_005762491.1 PSPTO2769 Q881W3
WP_046463503.1 PSPTO2771 Q881W1
WP_005762487.1 PSPTO2772 Q881W0
WP_005762486.1 PSPTO2773 Q881V9
WP_004396234.1 PSPTO2775 Q881V7
WP_011104187.1 PSPTO2776 Q881V6
WP_011104188.1 PSPTO2777 Q881V5
WP_005762478.1 PSPTO2778 Q881V4
WP_005762476.1 PSPTO2779 Q881V3
WP_005762474.1 PSPTO2780 Q881V2
WP_005762472.1 PSPTO2781 Q881V1
WP_011104189.1 PSPTO2782 Q881V0
WP_046463504.1 PSPTO2783 Q881U9
WP_005762465.1 PSPTO2784 Q881U8
WP_005762461.1 PSPTO2785 Q881U7
WP_010203323.1 PSPTO2786 Q881U6
WP_011104191.1 PSPTO2787 Q881U5
WP_011104192.1 PSPTO2788 Q881U4
WP_024666082.1 PSPTO2790 Q881U2
WP_011104195.1 PSPTO2791 Q881U1
WP_010203307.1 PSPTO2792 Q881U0
WP_005762447.1 PSPTO2793 Q881T9
WP_046463506.1 PSPTO2794 Q881T8
WP_011104197.1 PSPTO2795 Q881T7
WP_011104198.1 PSPTO2796 Q881T6
 partial;pseudo;PSPTO2797 NA
 partial;pseudo;PSPTO2798 NA
 partial;pseudo;PSPTO2799 NA
WP_046463531.1 PSPTO2800 Q881T2
WP_011104203.1 PSPTO2801 Q881T1
WP_011104204.1 PSPTO2802 Q881T0
WP_011104205.1 PSPTO2803 Q881S9
WP_011104206.1 PSPTO2804 Q881S8
WP_011104207.1 PSPTO2805 Q881S7
WP_003382657.1 PSPTO2806 Q881S6
WP_005762418.1 PSPTO2807 Q881S5
WP_005762416.1 PSPTO2808 Q881S4
WP_007243944.1 PSPTO2809 Q881S3
WP_005762408.1 PSPTO2810 Q881S2
WP_005762406.1 PSPTO2811 Q881S1
WP_011104208.1 PSPTO2812 Q881S0
 pseudo;PSPTO2813 NA
WP_011104209.1 PSPTO2814 Q881R9
WP_005762396.1 PSPTO2815 Q881R8
WP_011104210.1 PSPTO2816 Q881R7
WP_225983000.1 PSPTO2817 Q881R6
WP_005762390.1 PSPTO2818 Q881R5
WP_005762387.1 PSPTO2819 Q881R4
WP_005762385.1 PSPTO2820 Q881R3
WP_005762383.1 PSPTO2821 Q881R2
WP_005762380.1 PSPTO2822 Q881R1
WP_005762378.1 PSPTO2823 Q881R0
WP_046463528.1 PSPTO2824 Q881Q9
WP_011104216.1 PSPTO2825 Q881Q8
 partial;pseudo;PSPTO2826 NA
 partial;pseudo;PSPTO2827 NA
WP_005762368.1 PSPTO2828 Q881Q5
WP_011104219.1 PSPTO2829 Q881Q4
WP_011104220.1 PSPTO2830 Q881Q3
WP_010216538.1 PSPTO2831 Q881Q2
WP_011104221.1 PSPTO2832 Q881Q1
WP_003376912.1 PSPTO2833 Q881Q0
WP_046463526.1 PSPTO2834 Q881P9
WP_011104223.1 PSPTO2835 Q881P8
WP_007247571.1 PSPTO2836 NA
 pseudo;PSPTO2837 NA
WP_046463524.1 PSPTO2838 Q881P7
WP_003409203.1 PSPTO2839 NA
WP_003409202.1 PSPTO2840 NA
WP_004666649.1 PSPTO2841 Q881P6
WP_011104225.1 PSPTO2842 Q881P5
WP_011104226.1 PSPTO2843 Q881P4
WP_046463778.1 PSPTO2844 Q881P3
WP_230692291.1 PSPTO2845 Q881P2
WP_011104229.1 PSPTO2846 Q881P1
WP_011104230.1 PSPTO2847 Q881P0
 pseudo;PSPTO2848 NA
WP_011104231.1 PSPTO2849 Q881N9
WP_007249558.1 PSPTO2850 Q881N8
WP_007249559.1 PSPTO2851 Q881N7
WP_007249561.1 PSPTO2852 Q881N6
WP_046463781.1 PSPTO2853 Q881N5
WP_011104234.1 PSPTO2855 Q881N4
WP_011104235.1 PSPTO2856 Q881N3
WP_011104236.1 PSPTO2857 Q881N2
WP_011104237.1 PSPTO2858 Q881N1
WP_011104238.1 PSPTO2859 Q881N0
WP_057443257.1 PSPTO2860 Q881M9
 partial;pseudo;PSPTO2861 NA
WP_010218671.1 PSPTO2862 Q881M7
WP_011104241.1 PSPTO2863 Q881M6
WP_011104242.1 PSPTO2864 Q881M5
WP_024667894.1 PSPTO2865 Q881M4
WP_024667893.1 PSPTO2866 Q881M3
WP_005740210.1 PSPTO2867 Q881M2
WP_011104245.1 PSPTO2868 Q881M1
WP_005771451.1 PSPTO2870 Q881L9
WP_011104248.1 PSPTO2871 Q881L8
WP_005771455.1 PSPTO2872 Q881L7
WP_011104249.1 PSPTO2873 Q881L6
WP_011104250.1 PSPTO2874 Q881L5
WP_005771461.1 PSPTO2875 Q881L4
WP_005771463.1 PSPTO2876 Q881L3
WP_032711012.1 PSPTO2877 Q881L2
WP_005771467.1 PSPTO2878 Q881L1
WP_005771468.1 PSPTO2879 Q881L0
WP_007243908.1 PSPTO2880 Q881K9
 pseudo;PSPTO2882 NA
WP_011104252.1 PSPTO2883 Q881K7
WP_011104253.1 PSPTO2885 Q881K6
WP_226992633.1 PSPTO2886 NA
WP_007247571.1 PSPTO2887 NA
WP_011104254.1 PSPTO2888 Q881K5
 partial;pseudo;PSPTO2889 NA
WP_024667101.1 PSPTO2890 Q881K3
WP_011104257.1 PSPTO2891 Q881K2
WP_011104259.1 PSPTO2893 Q881K0
WP_011104260.1 PSPTO2894 Q881J9
WP_005764344.1 PSPTO2895 Q881J8
WP_007243883.1 PSPTO2896 Q881J7
WP_011104261.1 PSPTO2897 Q881J6
WP_007243881.1 PSPTO2898 Q881J5
WP_011104262.1 PSPTO2899 Q881J4
WP_011104263.1 PSPTO2900 Q881J3
WP_005764330.1 PSPTO2901 Q881J2
WP_011104264.1 PSPTO2902 Q881J1
WP_011104265.1 PSPTO2903 Q881J0
WP_005764325.1 PSPTO2904 Q881I9
WP_007243875.1 PSPTO2905 Q881I8
WP_003379548.1 PSPTO2906 Q881I7
WP_011104266.1 PSPTO2907 Q881I6
WP_005764319.1 PSPTO2908 Q881I5
WP_005764318.1 PSPTO2909 Q881I4
WP_011104267.1 PSPTO2910 Q881I3
WP_011104268.1 PSPTO2911 Q881I2
WP_003379555.1 PSPTO2912 Q881I1
WP_003379556.1 PSPTO2913 Q881I0
WP_011104269.1 PSPTO2914 Q881H9
WP_011104270.1 PSPTO2915 Q881H8
WP_011104271.1 PSPTO2916 Q881H7
WP_011104272.1 PSPTO2917 Q881H6
WP_005764299.1 PSPTO2918 Q881H5
WP_005764297.1 PSPTO2919 Q881H4
WP_005764295.1 PSPTO2920 Q881H3
WP_011104273.1 PSPTO2921 Q881H2
WP_005764289.1 PSPTO2922 Q881H1
WP_005764287.1 PSPTO2923 Q881H0
WP_011104275.1 PSPTO2925 Q881G8
WP_046463481.1 PSPTO2926 Q881G7
WP_011104277.1 PSPTO2927 Q881G6
WP_011104278.1 PSPTO2928 Q881G5
WP_011104279.1 PSPTO2929 Q881G4
WP_005764277.1 PSPTO2930 Q881G3
WP_011104280.1 PSPTO2931 Q881G2
WP_011104281.1 PSPTO2932 Q881G1
WP_011104282.1 PSPTO2933 Q881G0
WP_005764268.1 PSPTO2934 Q881F9
WP_005764266.1 PSPTO2935 Q881F8
WP_011104283.1 PSPTO2936 Q881F7
WP_011104284.1 PSPTO2937 Q881F6
 partial;pseudo;PSPTO2938 NA
WP_005764255.1 PSPTO2939 Q881F4
WP_011104287.1 PSPTO2940 Q881F3
 pseudo;PSPTO2941 NA
WP_011104290.1 PSPTO2943 Q881F0
WP_005739372.1 PSPTO2944 Q881E9
WP_005764246.1 PSPTO2945 Q881E8
WP_046463479.1 PSPTO2946 Q881E7
WP_011104292.1 PSPTO2947 Q881E6
 pseudo;PSPTO2948 NA
WP_007247126.1 PSPTO2949 Q881E5
WP_005764523.1 PSPTO2950 Q881E4
WP_024666240.1 PSPTO2951 Q881E3
WP_011104294.1 PSPTO2952 Q881E2
WP_003376691.1 PSPTO2953 Q881E1
WP_005764534.1 PSPTO2954 Q881E0
WP_005764536.1 PSPTO2955 Q881D9
WP_046463519.1 PSPTO2956 Q881D8
WP_011104296.1 PSPTO2957 Q881D7
WP_005764543.1 PSPTO2958 Q881D6
 pseudo;PSPTO2959 NA
WP_161797781.1 PSPTO2960 Q881D4
WP_011104299.1 PSPTO2961 Q881D3
WP_011104300.1 PSPTO2962 Q881D2
WP_046463517.1 PSPTO2963 Q881D1
WP_046463516.1 PSPTO2964 Q881D0
WP_005764558.1 PSPTO2965 Q881C9
WP_003376717.1 PSPTO2966 Q881C8
WP_011104303.1 PSPTO2967 Q881C7
WP_011104304.1 PSPTO2968 Q881C6
WP_011104305.1 PSPTO2969 Q881C5
WP_003409203.1 PSPTO2970 NA
WP_003409202.1 PSPTO2971 NA
WP_011104306.1 PSPTO2972 Q881C4
WP_046463409.1 PSPTO2973 Q881C3
WP_005739341.1 PSPTO2974 Q881C2
WP_011104308.1 PSPTO2975 Q881C1
WP_007247147.1 PSPTO2976 Q881C0
WP_011104309.1 PSPTO2977 Q881B9
WP_046463410.1 PSPTO2978 Q881B8
WP_011104311.1 PSPTO2979 Q881B7
WP_011104312.1 PSPTO2980 Q881B6
WP_005764591.1 PSPTO2981 Q881B5
WP_011104314.1 PSPTO2982 Q881B4
 partial;pseudo;PSPTO2983 NA
WP_011104315.1 PSPTO2984 Q881B2
WP_005764602.1 PSPTO2985 Q881B1
WP_011104317.1 PSPTO2986 Q881B0
WP_011104318.1 PSPTO2987 Q881A9
WP_007246481.1 PSPTO2988 Q881A8
WP_011104319.1 PSPTO2989 Q881A7
WP_011104320.1 PSPTO2990 Q881A6
WP_046463411.1 PSPTO2991 Q881A5
WP_011104322.1 PSPTO2992 Q881A4
WP_011104323.1 PSPTO2993 Q881A3
WP_011104324.1 PSPTO2994 Q881A2
WP_005764620.1 PSPTO2995 Q881A1
WP_011104325.1 PSPTO2996 Q881A0
WP_005764624.1 PSPTO2997 Q880Z9
WP_005764626.1 PSPTO2998 Q880Z8
WP_011104327.1 PSPTO3000 Q880Z6
WP_005764391.1 PSPTO3001 Q880Z5
WP_005764393.1 PSPTO3002 Q880Z4
WP_005764395.1 PSPTO3003 Q880Z3
WP_161797778.1 PSPTO3004 Q880Z2
WP_005764399.1 PSPTO3005 Q880Z1
WP_005764401.1 PSPTO3006 Q880Z0
WP_005764404.1 PSPTO3007 Q880Y9
WP_005764405.1 PSPTO3008 Q880Y8
WP_011104329.1 PSPTO3009 Q880Y7
WP_011104330.1 PSPTO3010 Q880Y6
WP_005764409.1 PSPTO3011 Q880Y5
WP_226992702.1 PSPTO3012 NA
WP_002551322.1 PSPTO3013 NA
WP_005741073.1 PSPTO3014 NA
 partial;pseudo;PSPTO3015 NA
WP_011104332.1 PSPTO3016 Q880Y4
WP_011104333.1 PSPTO3017 Q880Y3
WP_005764417.1 PSPTO3018 Q880Y2
WP_005764418.1 PSPTO3019 Q880Y1
WP_005764420.1 PSPTO3020 Q880Y0
WP_005764422.1 PSPTO3021 Q880X9
WP_005737927.1 PSPTO3022 Q880X8
WP_005764425.1 PSPTO3023 Q880X7
WP_005737926.1 PSPTO3024 Q880X6
WP_007246451.1 PSPTO3025 Q880X5
WP_005764430.1 PSPTO3026 Q880X4
WP_011104335.1 PSPTO3027 Q880X3
WP_264370961.1 PSPTO3028 Q880X2
WP_011104337.1 PSPTO3029 Q880X1
WP_011104338.1 PSPTO3030 Q880X0
WP_005764441.1 PSPTO3031 Q880W9
WP_011104339.1 PSPTO3032 Q880W8
WP_044389985.1 PSPTO3033 Q880W7
WP_003373489.1 PSPTO3034 Q880W6
WP_011104341.1 PSPTO3035 Q880W5
WP_193383848.1 PSPTO3036 Q880W4
WP_011104343.1 PSPTO3037 Q880W3
WP_005764454.1 PSPTO3038 Q880W2
WP_011104344.1 PSPTO3039 Q880W1
WP_005764458.1 PSPTO3040 Q880W0
WP_011104345.1 PSPTO3041 Q880V9
WP_046463764.1 PSPTO3043 Q880V8
 partial;pseudo;PSPTO3044 NA
WP_011104349.1 PSPTO3046 Q880V5
WP_011104350.1 PSPTO3047 Q880V4
WP_005764492.1 PSPTO3048 Q880V3
WP_005764495.1 PSPTO3049 Q880V2
WP_011104351.1 PSPTO3050 Q880V1
WP_005764499.1 PSPTO3051 Q880V0
WP_011104352.1 PSPTO3052 Q880U9
WP_011104353.1 PSPTO3053 Q880U8
WP_011104354.1 PSPTO3054 Q880U7
WP_005764509.1 PSPTO3056 Q880U5
WP_011104356.1 PSPTO3057 Q880U4
WP_011104357.1 PSPTO3058 Q880U3
WP_259638520.1 PSPTO3059 Q880U2
WP_011104358.1 PSPTO3060 Q880U1
WP_005766100.1 PSPTO3061 Q880U0
WP_011104360.1 PSPTO3062 Q880T9
WP_007246249.1 PSPTO3063 Q880T8
WP_011104361.1 PSPTO3064 Q880T7
WP_005766109.1 PSPTO3065 Q880T6
WP_226992634.1 PSPTO3066 Q880T5
WP_005766113.1 PSPTO3067 Q880T4
WP_005766116.1 PSPTO3068 Q880T3
WP_011104364.1 PSPTO3069 Q880T2
WP_011104365.1 PSPTO3070 Q880T1
WP_011104366.1 PSPTO3071 Q880T0
WP_011104367.1 PSPTO3072 Q880S9
WP_011104368.1 PSPTO3073 Q880S8
WP_005766129.1 PSPTO3074 Q880S7
WP_046463768.1 PSPTO3075 Q880S6
WP_011104371.1 PSPTO3076 Q880S5
WP_011104372.1 PSPTO3077 Q880S4
WP_011104373.1 PSPTO3078 Q880S3
WP_005766140.1 PSPTO3079 Q880S2
WP_011104374.1 PSPTO3080 Q880S1
WP_011104375.1 PSPTO3081 Q880S0
WP_005766145.1 PSPTO3082 Q880R9
WP_011104376.1 PSPTO3083 Q880R8
WP_011104377.1 PSPTO3084 Q880R7
WP_005766150.1 PSPTO3085 Q880R6
WP_005766154.1 PSPTO3086 Q880R5
WP_011104378.1 PSPTO3087 Q8RSY1
WP_011104379.1 PSPTO3088 Q880R4
WP_011104380.1 PSPTO3089 Q880R3
WP_011104381.1 PSPTO3090 Q880R2
WP_011104382.1 PSPTO3091 Q880R1
WP_007246274.1 PSPTO3092 Q880R0
WP_011104385.1 PSPTO3094 Q880Q8
WP_024668283.1 PSPTO3096 Q880Q7
 partial;pseudo;PSPTO3097 NA
WP_011104387.1 PSPTO3098 Q880Q6
WP_007246281.1 PSPTO3099 Q880Q5
WP_003380455.1 PSPTO3100 Q880Q4
WP_010201131.1 PSPTO3101 Q880Q3
WP_010201125.1 PSPTO3102 Q880Q2
WP_003380449.1 PSPTO3103 Q880Q1
WP_046463773.1 PSPTO3105 Q880P9
WP_005766190.1 PSPTO3106 Q880P8
WP_007246288.1 PSPTO3107 Q880P7
WP_003380444.1 PSPTO3108 Q880P6
WP_011104391.1 PSPTO3109 Q880P5
WP_005766198.1 PSPTO3110 Q880P4
WP_032710559.1 PSPTO3111 Q880P3
WP_005766202.1 PSPTO3112 Q880P2
WP_003315315.1 PSPTO3113 Q880P1
WP_005766205.1 PSPTO3114 Q880P0
WP_005737860.1 PSPTO3115 Q880N9
WP_003380432.1 PSPTO3116 Q880N8
WP_003380430.1 PSPTO3117 Q880N7
WP_011104393.1 PSPTO3118 Q880N6
WP_005766210.1 PSPTO3119 Q880N5
WP_005766212.1 PSPTO3120 Q880N4
WP_011104394.1 PSPTO3121 Q880N3
WP_005766216.1 PSPTO3122 Q880N2
WP_005766218.1 PSPTO3123 Q880N1
WP_005766220.1 PSPTO3124 Q880N0
WP_005766223.1 PSPTO3125 Q880M9
WP_005766224.1 PSPTO3126 Q880M8
WP_011104396.1 PSPTO3127 Q880M7
WP_011104397.1 PSPTO3128 Q880M6
WP_011104398.1 PSPTO3129 Q880M5
WP_005766232.1 PSPTO3130 Q880M4
WP_005766234.1 PSPTO3131 Q880M3
WP_005766237.1 PSPTO3132 Q880M2
WP_007246306.1 PSPTO3133 Q880M1
WP_011104399.1 PSPTO3134 Q880M0
WP_046463775.1 PSPTO3135 Q880L9
WP_007246309.1 PSPTO3136 Q880L8
WP_005766247.1 PSPTO3137 Q880L7
WP_011104401.1 PSPTO3138 Q880L6
WP_007246311.1 PSPTO3139 Q880L5
WP_007246312.1 PSPTO3140 Q880L4
WP_005766254.1 PSPTO3141 Q880L3
WP_005766257.1 PSPTO3142 Q880L2
WP_007246313.1 PSPTO3143 Q880L1
WP_011104402.1 PSPTO3144 Q880L0
WP_005766263.1 PSPTO3145 Q880K9
WP_011103120.1 PSPTO3146 NA
WP_007245851.1 PSPTO3147 Q880K8
WP_011104404.1 PSPTO3148 Q880K7
WP_011104405.1 PSPTO3149 Q880K6
WP_005766271.1 PSPTO3150 Q880K5
WP_005766274.1 PSPTO3151 Q880K4
WP_011104406.1 PSPTO3152 Q880K3
WP_046463313.1 PSPTO3153 NA
WP_011104407.1 PSPTO3154 Q880K2
WP_011104408.1 PSPTO3155 Q880K1
WP_003380560.1 PSPTO3156 Q880K0
WP_024666650.1 PSPTO3157 Q880J9
WP_046463314.1 PSPTO3158 NA
WP_011104410.1 PSPTO3159 Q880J8
WP_005766294.1 PSPTO3160 Q880J7
WP_275014309.1 PSPTO3161 Q880J6
WP_005766298.1 PSPTO3162 Q880J5
WP_011104412.1 PSPTO3163 Q880J4
WP_011104413.1 PSPTO3164 Q880J3
WP_005766304.1 PSPTO3165 Q880J2
WP_046463316.1 PSPTO3166 Q880J1
WP_005766308.1 PSPTO3167 Q880J0
WP_010204398.1 PSPTO3169 Q880I8
WP_046463317.1 PSPTO3170 Q880I7
WP_007245868.1 PSPTO3171 Q880I6
WP_005766318.1 PSPTO3172 Q880I5
WP_003380539.1 PSPTO3173 Q880I4
WP_007245870.1 PSPTO3174 Q880I3
WP_005766320.1 PSPTO3175 Q880I2
WP_005766322.1 PSPTO3176 Q880I1
WP_007245872.1 PSPTO3177 Q880I0
WP_005766330.1 PSPTO3179 Q880H9
WP_005766332.1 PSPTO3180 Q880H8
WP_011104417.1 PSPTO3181 Q880H7
WP_011104418.1 PSPTO3182 Q880H6
WP_011104419.1 PSPTO3183 Q880H5
WP_007245876.1 PSPTO3184 Q880H4
 pseudo;PSPTO3185 NA
WP_011104420.1 PSPTO3186 Q880H3
WP_005766345.1 PSPTO3187 Q880H2
WP_011104421.1 PSPTO3188 Q880H1
WP_011104422.1 PSPTO3189 Q880H0
WP_011104423.1 PSPTO3190 Q880G9
