# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	old_locus_tag	single_old_locus	other_old_locus
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	126885	127703	-	WP_011102992.1	WP_011102992.1		sulfite exporter TauE/SafE family protein		1181716	PSPTO_RS00580	819	272	"PSPTO0108,PSPTO_0108"	PSPTO0108	PSPTO_0108
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	127696	128949	-	WP_011102993.1	WP_011102993.1		FAD/NAD(P)-binding oxidoreductase		1181717	PSPTO_RS00585	1254	417	"PSPTO0109,PSPTO_0109"	PSPTO0109	PSPTO_0109
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	128977	129861	-	WP_005769516.1	WP_005769516.1		MBL fold metallo-hydrolase		1181718	PSPTO_RS00590	885	294	"PSPTO0110,PSPTO_0110"	PSPTO0110	PSPTO_0110
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	130125	131444	+	WP_005769514.1	WP_005769514.1		sigma-54-dependent Fis family transcriptional regulator		1181719	PSPTO_RS00595	1320	439	"PSPTO0111,PSPTO_0111"	PSPTO0111	PSPTO_0111
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	131808	132377	-	WP_003378039.1	WP_003378039.1		xanthine phosphoribosyltransferase		1181720	PSPTO_RS00600	570	189	"PSPTO0112,PSPTO_0112"	PSPTO0112	PSPTO_0112
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	132432	134441	-	WP_011102994.1	WP_011102994.1		DNA helicase Rep	rep	1181721	PSPTO_RS00605	2010	669	"PSPTO0113,PSPTO_0113"	PSPTO0113	PSPTO_0113
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	134647	136311	+	WP_007247222.1	WP_007247222.1		bifunctional diguanylate cyclase/phosphodiesterase		1181722	PSPTO_RS00610	1665	554	"PSPTO0114,PSPTO_0114"	PSPTO0114	PSPTO_0114
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	136326	137708	-	WP_011102995.1	WP_011102995.1		NorM family multidrug efflux MATE transporter		1181723	PSPTO_RS00615	1383	460	"PSPTO0115,PSPTO_0115"	PSPTO0115	PSPTO_0115
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	137865	138785	+	WP_005769505.1	WP_005769505.1		LysR substrate-binding domain-containing protein		1181724	PSPTO_RS00620	921	306	"PSPTO0116,PSPTO_0116"	PSPTO0116	PSPTO_0116
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	138969	140945	+	WP_005769504.1	WP_005769504.1		methyl-accepting chemotaxis protein		1181725	PSPTO_RS00625	1977	658	"PSPTO0117,PSPTO_0117"	PSPTO0117	PSPTO_0117
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	141265	142917	+	WP_011102996.1	WP_011102996.1		Na/Pi cotransporter family protein		1181726	PSPTO_RS00635	1653	550	"PSPTO0118,PSPTO_0118"	PSPTO0118	PSPTO_0118
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	142975	144354	+	WP_011102997.1	WP_011102997.1		pitrilysin family protein		1181727	PSPTO_RS00640	1380	459	"PSPTO0119,PSPTO_0119"	PSPTO0119	PSPTO_0119
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	144451	145638	+	WP_011102998.1	WP_011102998.1		DUF5924 family protein		1181728	PSPTO_RS00645	1188	395	"PSPTO0120,PSPTO_0120"	PSPTO0120	PSPTO_0120
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	145643	146884	-	WP_007247215.1	WP_007247215.1		spore maturation protein		1181729	PSPTO_RS00650	1242	413	"PSPTO0121,PSPTO_0121"	PSPTO0121	PSPTO_0121
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	148983	150377	-	WP_011103000.1	WP_011103000.1		argininosuccinate lyase	argH	1181733	PSPTO_RS00670	1395	464	"PSPTO0125,PSPTO_0125"	PSPTO0125	PSPTO_0125
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	150512	151594	+	WP_007247213.1	WP_007247213.1		sensor histidine kinase		1181734	PSPTO_RS00675	1083	360	"PSPTO0126,PSPTO_0126"	PSPTO0126	PSPTO_0126
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	151591	152337	+	WP_007247212.1	WP_007247212.1		LytTR family DNA-binding domain-containing protein		1181735	PSPTO_RS00680	747	248	"PSPTO0127,PSPTO_0127"	PSPTO0127	PSPTO_0127
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	152560	153501	+	WP_011103001.1	WP_011103001.1		hydroxymethylbilane synthase	hemC	1181736	PSPTO_RS00685	942	313	"PSPTO0128,PSPTO_0128"	PSPTO0128	PSPTO_0128
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	153498	154274	+	WP_011103002.1	WP_011103002.1		uroporphyrinogen-III synthase		1181737	PSPTO_RS00690	777	258	"PSPTO0129,PSPTO_0129"	PSPTO0129	PSPTO_0129
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	154325	155446	+	WP_046463328.1	WP_046463328.1		uroporphyrinogen-III C-methyltransferase		1181738	PSPTO_RS00695	1122	373	"PSPTO0130,PSPTO_0130"	PSPTO0130	PSPTO_0130
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	155443	156687	+	WP_011103004.1	WP_011103004.1		heme biosynthesis protein HemY		1181739	PSPTO_RS00700	1245	414	"PSPTO0131,PSPTO_0131"	PSPTO0131	PSPTO_0131
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	156902	157429	+	WP_005769478.1	WP_005769478.1		disulfide bond formation protein B		1181740	PSPTO_RS00705	528	175	"PSPTO0132,PSPTO_0132"	PSPTO0132	PSPTO_0132
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	157604	158077	+	WP_005738602.1	WP_005738602.1		Rsd/AlgQ family anti-sigma factor		1181742	PSPTO_RS00710	474	157	"PSPTO0134,PSPTO_0134"	PSPTO0134	PSPTO_0134
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	158162	158836	-	WP_005769477.1	WP_005769477.1		FKBP-type peptidyl-prolyl cis-trans isomerase		1181743	PSPTO_RS00715	675	224	"PSPTO0135,PSPTO_0135"	PSPTO0135	PSPTO_0135
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	159053	160009	+	WP_011103006.1	WP_011103006.1		AlgP family protein		1181744	PSPTO_RS00720	957	318	"PSPTO0136,PSPTO_0136"	PSPTO0136	PSPTO_0136
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	160006	160494	-	WP_005769473.1	WP_005769473.1		TIGR02444 family protein		1181745	PSPTO_RS00725	489	162	"PSPTO0137,PSPTO_0137"	PSPTO0137	PSPTO_0137
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	160541	162451	+	WP_046463329.1	WP_046463329.1		ATP-binding cassette domain-containing protein		1181746	PSPTO_RS00730	1911	636	"PSPTO0138,PSPTO_0138"	PSPTO0138	PSPTO_0138
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	162468	163061	+	WP_005769469.1	WP_005769469.1		mechanosensitive ion channel family protein		1181747	PSPTO_RS00735	594	197	"PSPTO0139,PSPTO_0139"	PSPTO0139	PSPTO_0139
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	163128	163760	+	WP_007247202.1	WP_007247202.1		LysE family transporter		1181748	PSPTO_RS00740	633	210	"PSPTO0140,PSPTO_0140"	PSPTO0140	PSPTO_0140
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	163941	165839	+	WP_011103008.1	WP_011103008.1		cytochrome c/FTR1 family iron permease		1181749	PSPTO_RS00745	1899	632	"PSPTO0141,PSPTO_0141"	PSPTO0141	PSPTO_0141
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	166054	166284	+	WP_005769463.1	WP_005769463.1		hypothetical protein		1181750	PSPTO_RS00750	231	76	"PSPTO0142,PSPTO_0142"	PSPTO0142	PSPTO_0142
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	166389	166676	-	WP_005769461.1	WP_005769461.1		YheV family putative zinc ribbon protein		1181751	PSPTO_RS00755	288	95	"PSPTO0143,PSPTO_0143"	PSPTO0143	PSPTO_0143
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	166673	168724	-	WP_011103009.1	WP_011103009.1		oligopeptidase A	prlC	1181752	PSPTO_RS00760	2052	683	"PSPTO0144,PSPTO_0144"	PSPTO0144	PSPTO_0144
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	168837	169382	+	WP_011103010.1	WP_011103010.1		gamma carbonic anhydrase family protein		1181753	PSPTO_RS00765	546	181	"PSPTO0145,PSPTO_0145"	PSPTO0145	PSPTO_0145
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	169523	170578	-	WP_011103011.1	WP_011103011.1		aminopeptidase		1181754	PSPTO_RS00775	1056	351	"PSPTO0146,PSPTO_0146"	PSPTO0146	PSPTO_0146
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	170766	171197	+	WP_011103012.1	WP_011103012.1		DUF3592 domain-containing protein		1181755	PSPTO_RS00780	432	143	"PSPTO0147,PSPTO_0147"	PSPTO0147	PSPTO_0147
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	171406	173142	+	WP_005768135.1	WP_005768135.1		OPT family oligopeptide transporter		1181756	PSPTO_RS00785	1737	578	"PSPTO0148,PSPTO_0148"	PSPTO0148	PSPTO_0148
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	173465	174133	+	WP_005768136.1	WP_005768136.1		hypothetical protein		1181757	PSPTO_RS00790	669	222	"PSPTO0149,PSPTO_0149"	PSPTO0149	PSPTO_0149
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	174242	174586	+	WP_005768137.1	WP_005768137.1		hypothetical protein		1181758	PSPTO_RS00795	345	114	"PSPTO0150,PSPTO_0150"	PSPTO0150	PSPTO_0150
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	174587	174820	-	WP_003379415.1	WP_003379415.1		DUF1161 domain-containing protein		1181759	PSPTO_RS00800	234	77	"PSPTO0151,PSPTO_0151"	PSPTO0151	PSPTO_0151
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	174938	175369	-	WP_005768138.1	WP_005768138.1		OsmC family protein		1181760	PSPTO_RS00805	432	143	"PSPTO0152,PSPTO_0152"	PSPTO0152	PSPTO_0152
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	175580	176581	+	WP_005768139.1	WP_005768139.1		LLM class flavin-dependent oxidoreductase		1181761	PSPTO_RS00810	1002	333	"PSPTO0153,PSPTO_0153"	PSPTO0153	PSPTO_0153
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	176728	176952	-	WP_003379418.1	WP_003379418.1		DUF1161 domain-containing protein		1181762	PSPTO_RS00815	225	74	"PSPTO0154,PSPTO_0154"	PSPTO0154	PSPTO_0154
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	177102	177317	-	WP_005613459.1	WP_005613459.1		dodecin family protein		1181763	PSPTO_RS00820	216	71	"PSPTO0155,PSPTO_0155"	PSPTO0155	PSPTO_0155
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	177485	177811	+	WP_005768141.1	WP_005768141.1		DUF883 family protein		1181764	PSPTO_RS00825	327	108	"PSPTO0156,PSPTO_0156"	PSPTO0156	PSPTO_0156
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	177812	178768	-	WP_005768142.1	WP_005768142.1		LysR family transcriptional regulator		1181765	PSPTO_RS00830	957	318	"PSPTO0157,PSPTO_0157"	PSPTO0157	PSPTO_0157
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	178848	180077	+	WP_005768143.1	WP_005768143.1		tryptophan synthase subunit beta	trpB	1181766	PSPTO_RS00835	1230	409	"PSPTO0158,PSPTO_0158"	PSPTO0158	PSPTO_0158
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	180074	180886	+	WP_011103014.1	WP_011103014.1		tryptophan synthase subunit alpha	trpA	1181767	PSPTO_RS00840	813	270	"PSPTO0159,PSPTO_0159"	PSPTO0159	PSPTO_0159
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	181013	181528	+	WP_005768144.1	WP_005768144.1		anti-virulence regulator CigR family protein		1181769	PSPTO_RS00845	516	171	"PSPTO0161,PSPTO_0161"	PSPTO0161	PSPTO_0161
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	181714	182538	-	WP_005768145.1	WP_005768145.1		alpha/beta fold hydrolase		1181770	PSPTO_RS00855	825	274	"PSPTO0162,PSPTO_0162"	PSPTO0162	PSPTO_0162
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	182751	183083	-	WP_005738577.1	WP_005738577.1		"DOPA 4,5-dioxygenase family protein"		1181771	PSPTO_RS00860	333	110	"PSPTO0163,PSPTO_0163"	PSPTO0163	PSPTO_0163
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	183857	184807	-	WP_005768148.1	WP_005768148.1		LysR family transcriptional regulator		1181772	PSPTO_RS00870	951	316	"PSPTO0164,PSPTO_0164"	PSPTO0164	PSPTO_0164
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	184922	186427	+	WP_005768150.1	WP_005768150.1		choline-sulfatase	betC	1181773	PSPTO_RS00875	1506	501	"PSPTO0165,PSPTO_0165"	PSPTO0165	PSPTO_0165
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	186464	187390	+	WP_011103015.1	WP_011103015.1		choline ABC transporter substrate-binding protein		1181774	PSPTO_RS00880	927	308	"PSPTO0166,PSPTO_0166"	PSPTO0166	PSPTO_0166
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	187557	187874	+	WP_005768154.1	WP_005768154.1		hypothetical protein		1181775	PSPTO_RS00885	318	105	"PSPTO0167,PSPTO_0167"	PSPTO0167	PSPTO_0167
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	187946	189514	+	WP_011103017.1	WP_011103017.1		SulP family inorganic anion transporter		1181776	PSPTO_RS00890	1569	522	"PSPTO0168,PSPTO_0168"	PSPTO0168	PSPTO_0168
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	189618	190442	-	WP_011103018.1	WP_011103018.1		shikimate dehydrogenase	aroE	1181777	PSPTO_RS00895	825	274	"PSPTO0169,PSPTO_0169"	PSPTO0169	PSPTO_0169
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	190442	191356	-	WP_005768167.1	WP_005768167.1		oxygen-dependent coproporphyrinogen oxidase	hemF	1181778	PSPTO_RS00900	915	304	"PSPTO0170,PSPTO_0170"	PSPTO0170	PSPTO_0170
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	192549	193526	+	WP_007247571.1	WP_007247571.1		IS5-like element ISPssy family transposase		1181779	PSPTO_RS00910	978	325	"PSPTO0171,PSPTO_0171"	PSPTO0171	PSPTO_0171
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	194087	194407	+	WP_046463632.1	WP_046463632.1		DUF3630 family protein		1181780	PSPTO_RS00915	321	106	"PSPTO0172,PSPTO_0172"	PSPTO0172	PSPTO_0172
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	194503	195480	+	WP_011103021.1	WP_011103021.1		NADPH:quinone reductase		1181781	PSPTO_RS00920	978	325	"PSPTO0173,PSPTO_0173"	PSPTO0173	PSPTO_0173
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	195488	196045	-	WP_011103022.1	WP_011103022.1		Sua5/YciO/YrdC/YwlC family protein		1181782	PSPTO_RS00925	558	185	"PSPTO0174,PSPTO_0174"	PSPTO0174	PSPTO_0174
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	196084	197199	-	WP_046463633.1	WP_046463633.1		DNA-processing protein DprA	dprA	1181783	PSPTO_RS00930	1116	371	"PSPTO0175,PSPTO_0175"	PSPTO0175	PSPTO_0175
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	197323	198348	-	WP_011103024.1	WP_011103024.1		LysM peptidoglycan-binding domain-containing protein		1181784	PSPTO_RS00935	1026	341	"PSPTO0176,PSPTO_0176"	PSPTO0176	PSPTO_0176
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	198474	198980	+	WP_005768180.1	WP_005768180.1		peptide deformylase	def	1181785	PSPTO_RS00940	507	168	"PSPTO0177,PSPTO_0177"	PSPTO0177	PSPTO_0177
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	199041	199985	+	WP_005768186.1	WP_005768186.1		methionyl-tRNA formyltransferase	fmt	1181786	PSPTO_RS00945	945	314	"PSPTO0178,PSPTO_0178"	PSPTO0178	PSPTO_0178
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	199982	201328	+	WP_011103025.1	WP_011103025.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB	1181787	PSPTO_RS00950	1347	448	"PSPTO0179,PSPTO_0179"	PSPTO0179	PSPTO_0179
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	201325	202698	+	WP_005768190.1	WP_005768190.1		Trk system potassium transporter TrkA	trkA	1181788	PSPTO_RS00955	1374	457	"PSPTO0180,PSPTO_0180"	PSPTO0180	PSPTO_0180
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	202841	205195	+	WP_057443166.1	WP_057443166.1		FdhF/YdeP family oxidoreductase		1181789	PSPTO_RS00960	2355	784	"PSPTO0181,PSPTO_0181"	PSPTO0181	PSPTO_0181
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	205278	206165	-	WP_005768197.1	WP_005768197.1		lysophospholipid acyltransferase		1181790	PSPTO_RS00965	888	295	"PSPTO0182,PSPTO_0182"	PSPTO0182	PSPTO_0182
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	206203	206754	-	WP_011103027.1	WP_011103027.1		DNA-3-methyladenine glycosylase I		1181791	PSPTO_RS00970	552	183	"PSPTO0183,PSPTO_0183"	PSPTO0183	PSPTO_0183
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	206834	207781	+	WP_003379468.1	WP_003379468.1		glycine--tRNA ligase subunit alpha	glyQ	1181792	PSPTO_RS00975	948	315	"PSPTO0184,PSPTO_0184"	PSPTO0184	PSPTO_0184
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	207778	209832	+	WP_011103028.1	WP_011103028.1		glycine--tRNA ligase subunit beta	glyS	1181793	PSPTO_RS00980	2055	684	"PSPTO0185,PSPTO_0185"	PSPTO0185	PSPTO_0185
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	209846	210397	+	WP_011103029.1	WP_011103029.1		"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"	gmhB	1181794	PSPTO_RS00985	552	183	"PSPTO0186,PSPTO_0186"	PSPTO0186	PSPTO_0186
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	210455	211225	+	WP_005768204.1	WP_005768204.1		lysophospholipid acyltransferase family protein		1181795	PSPTO_RS00990	771	256	"PSPTO0187,PSPTO_0187"	PSPTO0187	PSPTO_0187
CDS	without_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	211395	212333	-				helix-turn-helix domain-containing protein		1181796	PSPTO_RS00995	939		"pseudo;PSPTO0188,PSPTO_0188"	pseudo;PSPTO0188	PSPTO_0188
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	212501	213511	+	WP_005768207.1	WP_005768207.1		carbon-nitrogen hydrolase family protein		1181797	PSPTO_RS01000	1011	336	"PSPTO0189,PSPTO_0189"	PSPTO0189	PSPTO_0189
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	213513	214433	+	WP_005768208.1	WP_005768208.1		phenylacetaldoxime dehydratase family protein		68226057	PSPTO_RS30115	921	306	"PSPTO0190,PSPTO_0190"	PSPTO0190	PSPTO_0190
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	214460	214963	+	WP_005768209.1	WP_005768209.1		transporter		68226058	PSPTO_RS30120	504	167	"PSPTO0191,PSPTO_0191"	PSPTO0191	PSPTO_0191
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	215807	217363	+	WP_011102959.1	WP_011102959.1		recombinase family protein		1181800	PSPTO_RS01015	1557	518	"PSPTO0192,PSPTO_0192"	PSPTO0192	PSPTO_0192
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	217450	218259	-	WP_005741073.1	WP_005741073.1		IS21-like element ISPsy4 family helper ATPase IstB	istB	1181801	PSPTO_RS01020	810	269	"PSPTO0193,PSPTO_0193"	PSPTO0193	PSPTO_0193
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	218256	219278	-	WP_002551322.1	WP_002551322.1		IS21-like element ISPsy4 family transposase	istA	1181802	PSPTO_RS01025	1023	340	"PSPTO0194,PSPTO_0194"	PSPTO0194	PSPTO_0194
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	219554	221107	-	WP_003409202.1	WP_003409202.1		IS66-like element ISPsy5 family transposase		1181804	PSPTO_RS01030	1554	517	"PSPTO0196,PSPTO_0196"	PSPTO0196	PSPTO_0196
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	221125	221484	-	WP_003409203.1	WP_003409203.1		IS66 family insertion sequence element accessory protein TnpB	tnpB	1181805	PSPTO_RS01035	360	119	"PSPTO0197,PSPTO_0197"	PSPTO0197	PSPTO_0197
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	222528	223745	-	WP_005768549.1	WP_005768549.1		ATP-grasp domain-containing protein		1181808	PSPTO_RS01050	1218	405	"PSPTO0200,PSPTO_0200"	PSPTO0200	PSPTO_0200
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	224484	225383	-	WP_005768548.1	WP_005768548.1		hypothetical protein		1181809	PSPTO_RS01060	900	299	"PSPTO0201,PSPTO_0201"	PSPTO0201	PSPTO_0201
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	225386	226549	-	WP_005768545.1	WP_005768545.1		MFS transporter		1181810	PSPTO_RS01065	1164	387	"PSPTO0202,PSPTO_0202"	PSPTO0202	PSPTO_0202
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	226554	227672	-	WP_005768541.1	WP_005768541.1		pyridoxal-phosphate dependent enzyme		1181811	PSPTO_RS01070	1119	372	"PSPTO0203,PSPTO_0203"	PSPTO0203	PSPTO_0203
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	231080	232075	-	WP_005768535.1	WP_005768535.1		hypothetical protein		1181813	PSPTO_RS01090	996	331	"PSPTO0205,PSPTO_0205"	PSPTO0205	PSPTO_0205
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	232469	232945	-	WP_005768531.1	WP_005768531.1		DUF2384 domain-containing protein		1181814	PSPTO_RS01095	477	158	"PSPTO0206,PSPTO_0206"	PSPTO0206	PSPTO_0206
CDS	without_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	233124	233403	-				SDR family NAD(P)-dependent oxidoreductase		1181815	PSPTO_RS01100	280		"partial;pseudo;PSPTO0207,PSPTO_0207"	partial;pseudo;PSPTO0207	PSPTO_0207
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	233476	234099	-	WP_005768530.1	WP_005768530.1		hypothetical protein		1181816	PSPTO_RS01105	624	207	"PSPTO0208,PSPTO_0208"	PSPTO0208	PSPTO_0208
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	234287	235525	-	WP_011103031.1	WP_011103031.1		diaminopimelate decarboxylase	lysA	1181817	PSPTO_RS01110	1239	412	"PSPTO0209,PSPTO_0209"	PSPTO0209	PSPTO_0209
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	235527	236402	-	WP_011103032.1	WP_011103032.1		DMT family transporter		1181818	PSPTO_RS01115	876	291	"PSPTO0210,PSPTO_0210"	PSPTO0210	PSPTO_0210
CDS	with_protein	GCF_000007805.1	Primary Assembly	chromosome		NC_004578.1	236402	237685	-	WP_011103033.1	WP_011103033.1		lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein		1181819	PSPTO_RS01120	1284	427	"PSPTO0211,PSPTO_0211"	PSPTO0211	PSPTO_0211
