qseqid,sseqid,pident,alen,qlen,slen,evalue,bits,cov_q,cov_s
WP_003368676.1,DAKCFMEO_02846,34.8,256,385,374,4.5e-44,173.3,0.664935,0.684492
WP_003368676.1,DAKCFMEO_04970,37.8,241,385,392,7.6e-44,172.6,0.625974,0.614796
WP_003368676.1,DAKCFMEO_01102,37.2,250,385,384,2.9e-43,170.6,0.649351,0.651042
WP_003368676.1,DAKCFMEO_04183,33.9,257,385,329,2.7e-41,164.1,0.667532,0.781155
WP_003368676.1,DAKCFMEO_02024,35.6,267,385,380,1.1e-39,158.7,0.693506,0.702632
WP_003368676.1,DAKCFMEO_02197,32.8,250,385,366,1.9e-39,157.9,0.649351,0.68306
WP_003368676.1,DAKCFMEO_02928,38.8,242,385,343,4.3e-39,156.8,0.628571,0.705539
WP_003368676.1,DAKCFMEO_01167,35.0,240,385,368,9.6e-39,155.6,0.623377,0.652174
WP_003368676.1,DAKCFMEO_02981,35.0,240,385,386,5.3e-37,149.8,0.623377,0.621762
WP_003368676.1,DAKCFMEO_00164,35.1,245,385,358,4.2e-34,140.2,0.636364,0.684358
WP_003368676.1,DAKCFMEO_03541,35.8,240,385,372,2.3e-32,134.4,0.623377,0.645161
WP_003368676.1,DAKCFMEO_01220,31.8,289,385,433,3.0e-32,134.0,0.750649,0.667436
WP_003368676.1,DAKCFMEO_05227,32.8,247,385,257,1.9e-31,131.3,0.641558,0.961089
WP_003368676.1,DAKCFMEO_02720,30.8,247,385,254,4.3e-31,130.2,0.641558,0.972441
WP_003368676.1,DAKCFMEO_01385,32.7,245,385,336,7.4e-31,129.4,0.636364,0.729167
WP_003368676.1,DAKCFMEO_00139,31.0,255,385,254,2.8e-30,127.5,0.662338,1.00394
WP_003368676.1,DAKCFMEO_01584,32.6,239,385,277,1.4e-29,125.2,0.620779,0.862816
WP_003368676.1,DAKCFMEO_05131,31.2,253,385,247,2.4e-29,124.4,0.657143,1.02429
WP_003373184.1,DAKCFMEO_04732,98.3,233,233,233,3.8e-131,461.8,1,1
WP_003373273.1,DAKCFMEO_02343,98.2,562,562,556,8.5e-286,976.9,1,1.01079
WP_003373273.1,DAKCFMEO_04783,39.3,364,562,442,3.6e-66,247.3,0.647687,0.823529
WP_003373273.1,DAKCFMEO_04978,38.8,356,562,459,8.8e-65,242.7,0.633452,0.775599
WP_003373273.1,DAKCFMEO_00054,37.4,366,562,445,3.6e-50,194.1,0.651246,0.822472
WP_003373273.1,DAKCFMEO_02725,33.9,372,562,488,2.3e-49,191.4,0.661922,0.762295
WP_003373291.1,DAKCFMEO_02334,90.1,141,157,159,4.5e-67,248.4,0.898089,0.886792
WP_003373291.1,DAKCFMEO_03984,46.8,124,157,147,8.8e-23,101.3,0.789809,0.843537
WP_003373297.1,DAKCFMEO_02331,100.0,189,189,189,8.5e-105,374.0,1,1
WP_003373331.1,DAKCFMEO_00755,68.0,128,130,132,2.3e-45,176.0,0.984615,0.969697
WP_003373338.1,DAKCFMEO_00759,94.6,130,130,130,5.5e-63,234.6,1,1
WP_003373339.1,DAKCFMEO_00760,89.4,104,104,104,7.6e-15,74.3,1,1
WP_003373363.1,DAKCFMEO_02144,85.0,107,109,110,1.4e-46,179.9,0.981651,0.972727
WP_003373489.1,DAKCFMEO_04035,98.9,91,91,91,3.0e-47,181.8,1,1
WP_003373489.1,DAKCFMEO_04026,49.4,89,91,93,2.4e-20,92.4,0.978022,0.956989
WP_003375709.1,DAKCFMEO_01469,73.7,217,217,217,2.1e-83,303.1,1,1
WP_003375709.1,DAKCFMEO_01085,43.1,216,217,218,1.1e-42,167.9,0.995392,0.990826
WP_003375709.1,DAKCFMEO_02540,38.3,209,217,250,1.0e-29,124.8,0.963134,0.836
WP_003375712.1,DAKCFMEO_01470,53.6,84,88,86,6.2e-18,84.3,0.954545,0.976744
WP_003375716.1,DAKCFMEO_01472,54.7,349,359,361,2.7e-99,356.7,0.972145,0.966759
WP_003375716.1,DAKCFMEO_02543,30.0,353,359,378,2.1e-27,117.9,0.983287,0.933862
WP_003375846.1,DAKCFMEO_03011,98.0,295,295,295,2.3e-157,549.3,1,1
WP_003375846.1,DAKCFMEO_02201,31.9,282,295,299,8.7e-32,132.1,0.955932,0.943144
WP_003375849.1,DAKCFMEO_03010,94.5,110,110,110,3.1e-51,195.3,1,1
WP_003375849.1,DAKCFMEO_00850,53.8,104,110,112,1.1e-24,107.1,0.945455,0.928571
WP_003375857.1,DAKCFMEO_03005,90.6,298,298,298,1.2e-145,510.4,1,1
WP_003375857.1,DAKCFMEO_04669,37.5,288,298,309,7.4e-47,182.2,0.966443,0.932039
WP_003375857.1,DAKCFMEO_02501,35.1,282,298,308,2.6e-44,173.7,0.946309,0.915584
WP_003375863.1,DAKCFMEO_03001,81.6,76,74,76,3.9e-29,121.3,1.02703,1
WP_003375894.1,DAKCFMEO_02985,96.5,489,489,489,4.2e-281,961.1,1,1
WP_003375894.1,DAKCFMEO_04100,37.8,495,489,510,5.6e-92,332.8,1.01227,0.970588
WP_003375897.1,DAKCFMEO_02984,98.3,288,288,288,5.7e-153,534.6,1,1
WP_003375897.1,DAKCFMEO_01558,41.7,276,288,288,3.9e-53,203.0,0.958333,0.958333
WP_003375907.1,DAKCFMEO_02979,96.0,302,302,302,8.9e-165,573.9,1,1
WP_003375919.1,DAKCFMEO_02973,98.8,333,333,333,5.7e-189,654.4,1,1
WP_003375919.1,DAKCFMEO_02160,44.7,329,333,349,4.1e-78,286.2,0.987988,0.942693
WP_003375919.1,DAKCFMEO_02648,38.4,333,333,487,3.0e-57,216.9,1,0.683778
WP_003375928.1,DAKCFMEO_02967,87.9,149,152,156,8.7e-76,277.3,0.980263,0.955128
WP_003375972.1,DAKCFMEO_03302,76.7,373,375,373,1.4e-154,540.4,0.994667,1
WP_003376021.1,DAKCFMEO_02729,98.7,464,464,464,2.9e-271,928.3,1,1
WP_003376036.1,DAKCFMEO_02735,91.3,470,470,470,2.7e-237,815.5,1,1
WP_003376052.1,DAKCFMEO_02742,92.3,222,222,222,8.4e-112,397.5,1,1
WP_003376124.1,DAKCFMEO_04526,91.1,291,288,291,4.2e-148,518.5,1.01042,1
WP_003376162.1,DAKCFMEO_04485,98.2,338,338,338,5.2e-198,684.5,1,1
WP_003376162.1,DAKCFMEO_05128,37.7,337,338,332,2.1e-53,204.1,0.997041,1.01506
WP_003376205.1,DAKCFMEO_04379,95.0,202,202,202,1.6e-109,389.8,1,1
WP_003376205.1,DAKCFMEO_03704,41.6,197,202,220,3.5e-40,159.5,0.975248,0.895455
WP_003376205.1,DAKCFMEO_03386,36.0,197,202,247,1.7e-34,140.6,0.975248,0.797571
WP_003376227.1,DAKCFMEO_04367,91.4,70,71,70,3.6e-32,131.3,0.985915,1
WP_003376264.1,DAKCFMEO_04343,91.1,90,90,90,2.6e-43,168.7,1,1
WP_003376266.1,DAKCFMEO_04342,98.1,266,266,266,5.1e-148,518.1,1,1
WP_003376303.1,DAKCFMEO_04318,96.8,314,314,314,1.6e-169,589.7,1,1
WP_003376366.1,DAKCFMEO_04864,97.6,291,291,291,1.6e-163,569.7,1,1
WP_003376366.1,DAKCFMEO_00098,50.9,279,291,255,3.7e-75,276.2,0.958763,1.09412
WP_003376366.1,DAKCFMEO_04001,38.6,280,291,264,3.0e-48,186.8,0.962199,1.06061
WP_003376366.1,DAKCFMEO_00830,32.3,282,291,245,8.3e-35,142.1,0.969072,1.15102
WP_003376366.1,DAKCFMEO_04834,32.0,284,291,286,7.8e-33,135.6,0.975945,0.993007
WP_003376366.1,DAKCFMEO_04474,31.9,282,291,253,3.9e-32,133.3,0.969072,1.11462
WP_003376376.1,DAKCFMEO_04858,97.1,205,205,205,5.9e-112,397.9,1,1
WP_003376376.1,DAKCFMEO_00824,49.7,199,205,219,2.4e-52,199.9,0.970732,0.908676
WP_003376387.1,DAKCFMEO_04852,92.7,179,179,177,2.0e-87,316.2,1,1.0113
WP_003376398.1,DAKCFMEO_04845,94.8,421,421,421,8.4e-230,790.4,1,1
WP_003376420.1,DAKCFMEO_04834,95.8,286,286,286,3.6e-155,542.0,1,1
WP_003376420.1,DAKCFMEO_04474,54.8,241,286,253,2.7e-70,260.0,0.842657,0.952569
WP_003376420.1,DAKCFMEO_00830,53.9,241,286,245,7.3e-68,251.9,0.842657,0.983673
WP_003376420.1,DAKCFMEO_04001,34.9,252,286,264,1.8e-37,151.0,0.881119,0.954545
WP_003376420.1,DAKCFMEO_00098,34.3,251,286,255,8.2e-35,142.1,0.877622,0.984314
WP_003376420.1,DAKCFMEO_04864,31.3,284,286,291,2.9e-32,133.7,0.993007,0.975945
WP_003376420.1,DAKCFMEO_04863,30.6,242,286,238,2.7e-22,100.5,0.846154,1.01681
WP_003376420.1,DAKCFMEO_05158,30.8,234,286,326,3.6e-22,100.1,0.818182,0.717791
WP_003376420.1,DAKCFMEO_00099,31.4,245,286,233,4.7e-22,99.8,0.856643,1.0515
WP_003376420.1,DAKCFMEO_02928,32.9,225,286,343,1.0e-21,98.6,0.786713,0.655977
WP_003376420.1,DAKCFMEO_03702,37.0,189,286,236,3.3e-20,93.6,0.660839,0.800847
WP_003376420.1,DAKCFMEO_01326,30.5,223,286,368,2.2e-19,90.9,0.77972,0.605978
WP_003376558.1,DAKCFMEO_03610,97.2,386,386,386,6.4e-216,744.2,1,1
WP_003376569.1,DAKCFMEO_03615,92.2,51,51,51,3.0e-20,91.3,1,1
WP_003376591.1,DAKCFMEO_04813,97.2,108,108,108,1.1e-56,213.4,1,1
WP_003376593.1,DAKCFMEO_04812,95.6,182,182,182,7.0e-56,211.5,1,1
WP_003376603.1,DAKCFMEO_04804,97.1,487,487,487,6.7e-279,953.7,1,1
WP_003376607.1,DAKCFMEO_04802,96.9,159,159,159,4.1e-84,305.1,1,1
WP_003376607.1,DAKCFMEO_01985,41.4,152,159,155,1.6e-32,133.7,0.955975,0.980645
WP_003376607.1,DAKCFMEO_01030,40.8,152,159,155,3.9e-26,112.5,0.955975,0.980645
WP_003376607.1,DAKCFMEO_01862,40.8,152,159,162,3.3e-25,109.4,0.955975,0.938272
WP_003376607.1,DAKCFMEO_05180,38.1,155,159,162,4.3e-25,109.0,0.974843,0.95679
WP_003376607.1,DAKCFMEO_02045,37.3,153,159,156,1.2e-24,107.5,0.962264,0.980769
WP_003376607.1,DAKCFMEO_04486,37.7,151,159,168,2.9e-21,96.3,0.949686,0.89881
WP_003376614.1,DAKCFMEO_04799,94.2,139,139,139,2.0e-71,262.7,1,1
WP_003376691.1,DAKCFMEO_03960,89.0,82,86,82,4.8e-39,154.5,0.953488,1
WP_003376717.1,DAKCFMEO_03973,89.4,321,321,321,7.7e-167,580.9,1,1
WP_003376859.1,DAKCFMEO_00828,92.5,146,146,146,6.6e-73,267.7,1,1
WP_003376912.1,DAKCFMEO_03824,70.8,216,222,236,8.5e-80,291.2,0.972973,0.915254
WP_003376950.1,DAKCFMEO_00893,92.0,201,201,201,6.9e-105,374.4,1,1
WP_003376994.1,DAKCFMEO_01045,93.1,289,289,289,8.6e-133,467.6,1,1
WP_003377005.1,DAKCFMEO_01053,96.0,321,321,321,8.3e-169,587.4,1,1
WP_003377005.1,DAKCFMEO_03814,36.2,315,321,325,2.8e-47,183.7,0.981308,0.969231
WP_003377005.1,DAKCFMEO_04703,33.8,325,321,341,1.9e-40,161.0,1.01246,0.953079
WP_003377005.1,DAKCFMEO_03848,35.9,298,321,331,1.4e-38,154.8,0.928349,0.900302
WP_003377107.1,DAKCFMEO_04914,99.1,633,634,634,0.0e+00,1262.3,0.998423,0.998423
WP_003377107.1,DAKCFMEO_01267,37.4,663,634,805,5.0e-109,389.8,1.04574,0.823602
WP_003377111.1,DAKCFMEO_04924,98.0,150,150,150,1.0e-84,307.0,1,1
WP_003377112.1,DAKCFMEO_04925,85.4,205,205,205,3.5e-104,372.1,1,1
WP_003377112.1,DAKCFMEO_04581,34.6,156,205,198,5.0e-18,85.9,0.760976,0.787879
WP_003377120.1,DAKCFMEO_04935,93.7,318,318,320,4.1e-176,611.7,1,0.99375
WP_003377131.1,DAKCFMEO_04945,99.3,585,585,585,0.0e+00,1205.7,1,1
WP_003377141.1,DAKCFMEO_04956,98.0,881,881,881,0.0e+00,1781.9,1,1
WP_003377196.1,DAKCFMEO_05001,97.5,121,121,121,3.6e-64,238.4,1,1
WP_003377196.1,DAKCFMEO_03294,36.7,120,121,129,1.9e-17,83.2,0.991736,0.930233
WP_003377196.1,DAKCFMEO_05002,32.2,115,121,136,8.9e-15,74.3,0.950413,0.845588
WP_003377199.1,DAKCFMEO_05003,96.8,317,319,319,9.4e-181,627.1,0.99373,0.99373
WP_003377205.1,DAKCFMEO_05006,91.7,145,146,146,2.4e-75,275.8,0.993151,0.993151
WP_003377212.1,DAKCFMEO_05012,95.9,344,344,344,4.2e-187,648.3,1,1
WP_003377212.1,DAKCFMEO_04034,42.9,343,344,388,1.8e-73,270.8,0.997093,0.884021
WP_003377212.1,DAKCFMEO_00993,31.1,347,344,472,6.2e-29,122.9,1.00872,0.735169
WP_003377215.1,DAKCFMEO_05015,92.9,196,196,196,3.6e-90,325.5,1,1
WP_003377217.1,DAKCFMEO_05017,97.1,206,206,206,3.6e-125,441.8,1,1
WP_003377258.1,DAKCFMEO_02046,87.1,224,224,224,7.7e-113,401.0,1,1
WP_003377314.1,DAKCFMEO_02845,94.8,344,344,344,1.8e-193,669.5,1,1
WP_003377314.1,DAKCFMEO_01105,38.1,328,344,341,1.2e-53,204.9,0.953488,0.961877
WP_003377457.1,DAKCFMEO_02802,90.1,142,142,142,1.4e-72,266.5,1,1
WP_003377470.1,DAKCFMEO_01713,72.8,92,94,95,2.4e-31,129.0,0.978723,0.968421
WP_003377471.1,DAKCFMEO_01706,96.2,160,160,160,1.1e-86,313.5,1,1
WP_003377479.1,DAKCFMEO_01699,95.7,187,187,187,1.6e-95,343.2,1,1
WP_003377482.1,DAKCFMEO_01697,98.4,380,380,379,1.7e-173,603.2,1,1.00264
WP_003377487.1,DAKCFMEO_01692,94.1,102,103,102,2.7e-49,188.7,0.990291,1
WP_003377503.1,DAKCFMEO_01682,94.3,844,841,844,0.0e+00,1350.1,1.00357,1
WP_003377505.1,DAKCFMEO_01681,92.0,138,138,138,1.1e-64,240.4,1,1
WP_003377508.1,DAKCFMEO_01678,97.9,701,701,701,0.0e+00,1317.8,1,1
WP_003377527.1,DAKCFMEO_00461,97.5,163,163,163,3.4e-86,312.0,1,1
WP_003377531.1,DAKCFMEO_00459,98.8,485,485,485,2.1e-272,932.2,1,1
WP_003377535.1,DAKCFMEO_00455,97.7,173,173,173,4.4e-92,331.6,1,1
WP_003377548.1,DAKCFMEO_00447,90.0,90,90,90,2.4e-41,162.2,1,1
WP_003377550.1,DAKCFMEO_00446,95.4,285,285,285,1.4e-156,546.6,1,1
WP_003377554.1,DAKCFMEO_00444,99.0,102,102,102,7.7e-52,197.2,1,1
WP_003377556.1,DAKCFMEO_00443,94.7,489,497,489,6.4e-261,894.0,0.983903,1
WP_003377572.1,DAKCFMEO_00435,93.5,155,155,155,3.4e-75,275.4,1,1
WP_003377577.1,DAKCFMEO_00432,89.9,79,79,79,2.2e-38,152.1,1,1
WP_003377590.1,DAKCFMEO_00427,95.6,386,386,386,2.1e-211,729.2,1,1
WP_003377590.1,DAKCFMEO_00223,43.2,347,386,477,5.1e-72,266.2,0.898964,0.727463
WP_003377592.1,DAKCFMEO_00426,96.0,252,252,252,2.0e-141,496.1,1,1
WP_003377598.1,DAKCFMEO_00421,92.3,209,209,231,1.4e-113,403.3,1,0.904762
WP_003377605.1,DAKCFMEO_00417,98.6,142,142,142,2.7e-79,288.9,1,1
WP_003377610.1,DAKCFMEO_00411,92.0,138,137,138,9.9e-71,260.4,1.0073,1
WP_003377649.1,DAKCFMEO_00392,98.6,418,418,418,9.0e-232,797.0,1,1
WP_003377651.1,DAKCFMEO_00390,98.7,303,303,303,2.7e-169,589.0,1,1
WP_003377653.1,DAKCFMEO_00389,94.7,151,151,151,2.4e-78,285.8,1,1
WP_003377687.1,DAKCFMEO_03264,97.6,85,85,85,1.9e-43,169.1,1,1
WP_003377703.1,DAKCFMEO_03251,98.3,180,180,180,5.8e-103,367.9,1,1
WP_003377717.1,DAKCFMEO_03245,89.8,177,178,178,3.3e-90,325.5,0.994382,0.994382
WP_003377783.1,DAKCFMEO_03205,94.2,344,344,344,3.1e-182,632.1,1,1
WP_003377785.1,DAKCFMEO_03204,93.0,115,115,115,1.6e-61,229.6,1,1
WP_003377787.1,DAKCFMEO_03867,62.3,69,76,74,4.7e-22,97.8,0.907895,0.932432
WP_003377815.1,DAKCFMEO_03188,95.9,146,146,146,1.6e-79,289.7,1,1
WP_003377825.1,DAKCFMEO_03183,96.5,315,315,315,2.1e-177,615.9,1,1
WP_003377829.1,DAKCFMEO_03181,98.7,543,543,543,0.0e+00,1077.8,1,1
WP_003377831.1,DAKCFMEO_03180,97.9,281,281,281,5.8e-158,551.2,1,1
WP_003377835.1,DAKCFMEO_03178,97.8,92,92,118,3.1e-44,171.8,1,0.779661
WP_003377838.1,DAKCFMEO_03176,94.3,298,298,298,8.8e-165,573.9,1,1
WP_003377838.1,DAKCFMEO_02366,36.2,290,298,302,9.4e-50,191.8,0.973154,0.960265
WP_003377838.1,DAKCFMEO_02415,37.6,282,298,306,1.3e-46,181.4,0.946309,0.921569
WP_003377838.1,DAKCFMEO_00100,35.5,287,298,303,4.1e-45,176.4,0.963087,0.947195
WP_003377838.1,DAKCFMEO_04017,34.5,281,298,298,5.9e-44,172.6,0.942953,0.942953
WP_003377838.1,DAKCFMEO_00066,33.3,294,298,297,5.0e-43,169.5,0.986577,0.989899
WP_003377838.1,DAKCFMEO_01033,35.0,294,298,301,6.5e-43,169.1,0.986577,0.976744
WP_003377838.1,DAKCFMEO_01007,34.4,282,298,303,1.5e-42,167.9,0.946309,0.930693
WP_003377838.1,DAKCFMEO_00021,33.4,296,298,304,2.5e-42,167.2,0.993289,0.973684
WP_003377838.1,DAKCFMEO_00867,33.8,278,298,299,5.5e-42,166.0,0.932886,0.929766
WP_003377838.1,DAKCFMEO_02752,32.3,291,298,315,4.7e-41,162.9,0.97651,0.92381
WP_003377838.1,DAKCFMEO_03733,34.0,291,298,305,6.1e-41,162.5,0.97651,0.954098
WP_003377838.1,DAKCFMEO_01003,33.2,289,298,306,4.4e-39,156.4,0.969799,0.944444
WP_003377838.1,DAKCFMEO_04116,35.4,280,298,319,7.5e-39,155.6,0.939597,0.877743
WP_003377838.1,DAKCFMEO_05214,32.3,288,298,305,1.3e-38,154.8,0.966443,0.944262
WP_003377838.1,DAKCFMEO_01101,33.1,296,298,305,1.7e-38,154.5,0.993289,0.970492
WP_003377838.1,DAKCFMEO_03941,31.3,297,298,305,2.8e-38,153.7,0.996644,0.97377
WP_003377838.1,DAKCFMEO_04422,31.7,287,298,323,7.0e-37,149.1,0.963087,0.888545
WP_003377838.1,DAKCFMEO_00584,31.2,292,298,298,1.2e-36,148.3,0.979866,0.979866
WP_003377838.1,DAKCFMEO_04989,32.2,292,298,302,4.2e-34,139.8,0.979866,0.966887
WP_003377838.1,DAKCFMEO_04538,30.4,289,298,294,1.3e-30,128.3,0.969799,0.982993
WP_003377871.1,DAKCFMEO_01266,97.8,367,367,367,5.0e-210,724.5,1,1
WP_003377879.1,DAKCFMEO_01261,96.3,81,81,81,3.2e-45,174.9,1,1
WP_003377883.1,DAKCFMEO_01257,89.0,218,214,218,1.4e-111,396.7,1.01869,1
WP_003377884.1,DAKCFMEO_01256,97.7,263,263,263,1.2e-144,506.9,1,1
WP_003377884.1,DAKCFMEO_02554,32.0,256,263,262,1.3e-31,131.3,0.973384,0.977099
WP_003377885.1,DAKCFMEO_01255,96.2,290,290,290,2.4e-151,529.3,1,1
WP_003377888.1,DAKCFMEO_01253,99.0,289,289,289,2.0e-161,562.8,1,1
WP_003377895.1,DAKCFMEO_01249,99.2,514,514,514,1.1e-287,983.0,1,1
WP_003377898.1,DAKCFMEO_01247,98.7,459,459,459,2.2e-260,892.1,1,1
WP_003377898.1,DAKCFMEO_01465,30.2,410,459,451,3.9e-39,157.1,0.893246,0.909091
WP_003377907.1,DAKCFMEO_01997,90.2,132,135,135,1.9e-66,246.1,0.977778,0.977778
WP_003377974.1,DAKCFMEO_01834,90.6,245,245,245,3.6e-132,465.3,1,1
WP_003377979.1,DAKCFMEO_01838,88.8,214,214,206,2.9e-101,362.5,1,1.03883
WP_003378039.1,DAKCFMEO_01874,97.4,189,189,189,1.6e-95,343.2,1,1
WP_003378068.1,DAKCFMEO_04673,79.1,148,153,146,7.9e-61,227.6,0.96732,1.0137
WP_003378076.1,DAKCFMEO_04669,97.1,307,308,309,2.0e-167,582.8,0.996753,0.993528
WP_003378076.1,DAKCFMEO_02501,53.6,304,308,308,1.5e-90,327.4,0.987013,0.987013
WP_003378076.1,DAKCFMEO_03005,34.4,294,308,298,2.0e-42,167.5,0.954545,0.986577
WP_003378111.1,DAKCFMEO_04646,87.6,225,225,225,4.1e-114,405.2,1,1
WP_003378111.1,DAKCFMEO_04063,75.9,224,225,225,2.2e-99,356.3,0.995556,0.995556
WP_003378113.1,DAKCFMEO_04645,82.6,46,47,46,6.9e-16,76.6,0.978723,1
WP_003378210.1,DAKCFMEO_04562,94.0,201,201,201,4.6e-101,361.7,1,1
WP_003378216.1,DAKCFMEO_04559,91.9,221,222,221,8.4e-120,424.1,0.995495,1
WP_003378216.1,DAKCFMEO_04986,63.1,222,222,223,3.0e-77,282.7,1,0.995516
WP_003378219.1,DAKCFMEO_04556,100.0,69,69,69,5.4e-33,134.0,1,1
WP_003378280.1,DAKCFMEO_01226,89.2,74,74,74,1.9e-36,145.6,1,1
WP_003378280.1,DAKCFMEO_01356,62.2,74,74,74,2.2e-24,105.5,1,1
WP_003378325.1,DAKCFMEO_01200,91.9,173,173,173,1.1e-90,327.0,1,1
WP_003378342.1,DAKCFMEO_01552,95.7,161,161,161,5.4e-84,304.7,1,1
WP_003378385.1,DAKCFMEO_01576,96.3,81,81,81,1.9e-37,149.1,1,1
WP_003378389.1,DAKCFMEO_01579,98.5,133,133,133,4.8e-70,258.1,1,1
WP_003378389.1,DAKCFMEO_01552,30.2,116,133,161,6.5e-11,61.6,0.87218,0.720497
WP_003378397.1,DAKCFMEO_01585,96.9,254,253,254,1.2e-133,470.3,1.00395,1
WP_003378472.1,DAKCFMEO_00217,94.7,227,227,227,1.8e-122,433.0,1,1
WP_003378493.1,DAKCFMEO_00226,99.5,193,193,193,2.4e-107,382.5,1,1
WP_003378499.1,DAKCFMEO_00229,98.8,84,84,84,7.5e-45,173.7,1,1
WP_003378513.1,DAKCFMEO_00238,96.5,228,230,230,9.6e-135,473.8,0.991304,0.991304
WP_003378608.1,DAKCFMEO_02628,91.3,276,276,276,6.5e-146,511.1,1,1
WP_003378608.1,DAKCFMEO_04873,31.5,292,276,296,6.5e-29,122.5,1.05797,0.986486
WP_003378609.1,DAKCFMEO_02627,99.4,319,319,319,2.6e-183,635.6,1,1
WP_003378612.1,DAKCFMEO_02624,88.5,78,78,78,3.2e-34,138.3,1,1
WP_003378621.1,DAKCFMEO_02616,69.9,239,240,240,5.2e-99,355.1,0.995833,0.995833
WP_003378637.1,DAKCFMEO_02606,97.4,196,196,196,8.5e-108,384.0,1,1
WP_003378637.1,DAKCFMEO_00837,39.2,176,196,181,4.8e-26,112.5,0.897959,0.972376
WP_003378639.1,DAKCFMEO_02605,66.0,106,105,106,2.2e-33,136.0,1.00952,1
WP_003378641.1,DAKCFMEO_02604,93.5,185,185,185,2.1e-100,359.4,1,1
WP_003378666.1,DAKCFMEO_02589,96.8,93,93,93,2.1e-48,185.7,1,1
WP_003378668.1,DAKCFMEO_02587,80.7,57,56,59,1.5e-20,92.4,1.01786,0.966102
WP_003378725.1,DAKCFMEO_02552,95.1,246,246,246,4.2e-128,451.8,1,1
WP_003378730.1,DAKCFMEO_02548,97.6,124,128,124,1.9e-63,236.1,0.96875,1
WP_003378730.1,DAKCFMEO_02882,31.9,116,128,122,1.8e-13,70.1,0.90625,0.95082
WP_003378731.1,DAKCFMEO_02547,99.6,246,246,246,3.5e-135,475.3,1,1
WP_003378749.1,DAKCFMEO_02538,93.5,153,152,153,5.8e-72,264.6,1.00658,1
WP_003378750.1,DAKCFMEO_02537,97.2,322,322,322,4.0e-179,621.7,1,1
WP_003378759.1,DAKCFMEO_02129,96.9,192,192,192,1.9e-104,372.9,1,1
WP_003378760.1,DAKCFMEO_02128,92.3,182,182,182,2.3e-99,355.9,1,1
WP_003378783.1,DAKCFMEO_02116,93.9,99,99,99,3.9e-53,201.4,1,1
WP_003378849.1,DAKCFMEO_05106,81.7,175,175,175,1.7e-83,303.1,1,1
WP_003378855.1,DAKCFMEO_05057,97.9,422,422,422,2.6e-239,822.0,1,1
WP_003378857.1,DAKCFMEO_05059,98.6,73,75,73,8.4e-40,156.8,0.973333,1
WP_003378861.1,DAKCFMEO_05063,98.9,176,176,176,2.4e-93,335.9,1,1
WP_003378882.1,DAKCFMEO_05074,88.0,92,92,92,2.1e-40,159.1,1,1
WP_003378884.1,DAKCFMEO_05075,97.3,256,256,256,1.5e-144,506.5,1,1
WP_003378893.1,DAKCFMEO_05080,79.4,97,91,97,5.4e-33,134.4,1.06593,1
WP_003378929.1,DAKCFMEO_02300,93.8,97,97,97,1.5e-49,189.5,1,1
WP_003378990.1,DAKCFMEO_03129,94.2,155,155,155,1.0e-79,290.4,1,1
WP_003379024.1,DAKCFMEO_03032,96.8,187,187,187,6.6e-102,364.4,1,1
WP_003379025.1,DAKCFMEO_03031,96.6,292,292,292,6.4e-160,557.8,1,1
WP_003379028.1,DAKCFMEO_03028,97.9,236,236,236,2.2e-134,472.6,1,1
WP_003379038.1,DAKCFMEO_04165,90.7,97,97,97,2.4e-47,182.2,1,1
WP_003379089.1,DAKCFMEO_03591,96.2,209,209,209,4.5e-115,408.3,1,1
WP_003379121.1,DAKCFMEO_03577,96.3,81,81,81,1.2e-36,146.4,1,1
WP_003379129.1,DAKCFMEO_03573,97.6,205,205,205,1.3e-114,406.8,1,1
WP_003379141.1,DAKCFMEO_03566,99.4,154,154,165,5.7e-83,301.2,1,0.933333
WP_003379143.1,DAKCFMEO_03565,89.9,149,149,149,2.8e-71,262.3,1,1
WP_003379146.1,DAKCFMEO_03563,93.4,290,290,290,3.7e-152,531.9,1,1
WP_003379241.1,DAKCFMEO_03407,95.6,68,68,68,5.1e-36,144.1,1,1
WP_003379266.1,DAKCFMEO_03387,95.6,360,360,360,2.0e-203,702.6,1,1
WP_003379278.1,DAKCFMEO_03380,96.5,229,229,234,1.4e-117,416.8,1,0.978632
WP_003379302.1,DAKCFMEO_02787,96.7,123,123,123,1.3e-61,229.9,1,1
WP_003379415.1,DAKCFMEO_02223,84.4,77,77,77,3.9e-32,131.3,1,1
WP_003379415.1,DAKCFMEO_02226,52.7,74,77,74,1.3e-14,73.2,0.961039,1
WP_003379418.1,DAKCFMEO_02226,87.8,74,74,74,7.1e-31,127.1,1,1
WP_003379418.1,DAKCFMEO_02223,52.7,74,74,77,1.1e-15,76.6,1,0.961039
WP_003379468.1,DAKCFMEO_01296,99.0,315,315,337,6.6e-187,647.5,1,0.934718
WP_003379548.1,DAKCFMEO_03925,88.6,236,236,236,2.4e-117,416.0,1,1
WP_003379548.1,DAKCFMEO_00726,30.8,224,236,235,1.3e-17,84.7,0.949153,0.953191
WP_003379555.1,DAKCFMEO_01953,30.6,265,277,261,1.0e-18,88.6,0.956679,1.01533
WP_003379656.1,DAKCFMEO_01792,80.9,162,166,195,6.4e-72,264.6,0.975904,0.830769
WP_003379718.1,DAKCFMEO_00548,98.8,161,162,168,1.3e-82,300.1,0.993827,0.958333
