Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000095	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01348	plate25_C2_annotation_DAKCFMEO_04487, plate25_C2_annotation_DAKCFMEO_03022, plate25_C2_annotation_DAKCFMEO_02364
OG0000095	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04487	plate25_C2_annotation_DAKCFMEO_03022, plate25_C2_annotation_DAKCFMEO_02364
OG0000095	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03022	plate25_C2_annotation_DAKCFMEO_02364
OG0000096	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011105493.1	DC3000_protein_12_2025_WP_011104071.1
OG0000096	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05281, plate25_C2_annotation_DAKCFMEO_01134	plate25_C2_annotation_DAKCFMEO_01638
OG0000096	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05281	plate25_C2_annotation_DAKCFMEO_01134
OG0000097	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104072.1, plate25_C2_annotation_DAKCFMEO_01637	DC3000_protein_12_2025_WP_011105492.1, plate25_C2_annotation_DAKCFMEO_05282, plate25_C2_annotation_DAKCFMEO_01135
OG0000097	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05282	plate25_C2_annotation_DAKCFMEO_01135
OG0000098	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01154, plate25_C2_annotation_DAKCFMEO_05284, DC3000_protein_12_2025_WP_046464013.1	plate25_C2_annotation_DAKCFMEO_01635, DC3000_protein_12_2025_WP_011104074.1
OG0000098	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01154	plate25_C2_annotation_DAKCFMEO_05284
OG0000099	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05285, plate25_C2_annotation_DAKCFMEO_01155, DC3000_protein_12_2025_WP_011105487.1	plate25_C2_annotation_DAKCFMEO_01634, DC3000_protein_12_2025_WP_011104075.1
OG0000099	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05285	plate25_C2_annotation_DAKCFMEO_01155
OG0000100	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104283.1, plate25_C2_annotation_DAKCFMEO_03939	plate25_C2_annotation_DAKCFMEO_04432, DC3000_protein_12_2025_WP_011104272.1, DC3000_protein_12_2025_WP_011105454.1
OG0000100	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011104272.1	DC3000_protein_12_2025_WP_011105454.1
OG0000101	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104426.1, DC3000_protein_12_2025_WP_011104868.1, plate25_C2_annotation_DAKCFMEO_04219	DC3000_protein_12_2025_WP_011104500.1, plate25_C2_annotation_DAKCFMEO_01495
OG0000101	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104426.1	DC3000_protein_12_2025_WP_011104868.1
OG0000102	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104446.1, plate25_C2_annotation_DAKCFMEO_00975	DC3000_protein_12_2025_WP_166460975.1, plate25_C2_annotation_DAKCFMEO_00979, plate25_C2_annotation_DAKCFMEO_00982
OG0000102	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00979	plate25_C2_annotation_DAKCFMEO_00982
OG0000103	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04595, DC3000_protein_12_2025_WP_046463339.1, DC3000_protein_12_2025_WP_024668229.1	plate25_C2_annotation_DAKCFMEO_00602, DC3000_protein_12_2025_WP_011104705.1
OG0000103	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_046463339.1	DC3000_protein_12_2025_WP_024668229.1
OG0000104	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_057443212.1	DC3000_protein_12_2025_WP_011104854.1, DC3000_protein_12_2025_WP_046463959.1, DC3000_protein_12_2025_WP_046463475.1
OG0000104	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104854.1	DC3000_protein_12_2025_WP_046463959.1, DC3000_protein_12_2025_WP_046463475.1
OG0000104	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_046463959.1	DC3000_protein_12_2025_WP_046463475.1
OG0000105	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011105348.1, plate25_C2_annotation_DAKCFMEO_02106	plate25_C2_annotation_DAKCFMEO_01774, plate25_C2_annotation_DAKCFMEO_00104, DC3000_protein_12_2025_WP_011105042.1
OG0000105	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01774	plate25_C2_annotation_DAKCFMEO_00104
OG0000106	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04947, DC3000_protein_12_2025_WP_046463283.1	plate25_C2_annotation_DAKCFMEO_04992, DC3000_protein_12_2025_WP_011105274.1, DC3000_protein_12_2025_WP_011105273.1
OG0000106	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_011105274.1	DC3000_protein_12_2025_WP_011105273.1
OG0000107	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05262, DC3000_protein_12_2025_WP_011105470.1	DC3000_protein_12_2025_WP_057443166.1, plate25_C2_annotation_DAKCFMEO_04010, plate25_C2_annotation_DAKCFMEO_01299
OG0000107	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04010	plate25_C2_annotation_DAKCFMEO_01299
OG0000108	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01627, DC3000_protein_12_2025_WP_046463302.1	DC3000_protein_12_2025_WP_011105480.1, plate25_C2_annotation_DAKCFMEO_05289, plate25_C2_annotation_DAKCFMEO_01137
OG0000108	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05289	plate25_C2_annotation_DAKCFMEO_01137
OG0000109	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_046463524.1, plate25_C2_annotation_DAKCFMEO_01315	plate25_C2_annotation_DAKCFMEO_02474, plate25_C2_annotation_DAKCFMEO_02473, DC3000_protein_12_2025_WP_044393960.1
OG0000109	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02474	plate25_C2_annotation_DAKCFMEO_02473
OG0000110	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_110455596.1	DC3000_protein_12_2025_WP_079216259.1, DC3000_protein_12_2025_WP_122234570.1, DC3000_protein_12_2025_WP_122219429.1, DC3000_protein_12_2025_WP_074842714.1
OG0000110	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_079216259.1, DC3000_protein_12_2025_WP_122234570.1, DC3000_protein_12_2025_WP_122219429.1	DC3000_protein_12_2025_WP_074842714.1
OG0000110	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_079216259.1, DC3000_protein_12_2025_WP_122234570.1	DC3000_protein_12_2025_WP_122219429.1
OG0000110	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_079216259.1	DC3000_protein_12_2025_WP_122234570.1
OG0000111	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_159229427.1	DC3000_protein_12_2025_WP_152666576.1, DC3000_protein_12_2025_WP_159229459.1, DC3000_protein_12_2025_WP_152666575.1, DC3000_protein_12_2025_WP_152666560.1
OG0000111	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_152666576.1, DC3000_protein_12_2025_WP_159229459.1, DC3000_protein_12_2025_WP_152666575.1	DC3000_protein_12_2025_WP_152666560.1
OG0000111	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_152666576.1	DC3000_protein_12_2025_WP_159229459.1, DC3000_protein_12_2025_WP_152666575.1
OG0000111	DC3000_protein_12_2025	n3	1.0	Terminal	DC3000_protein_12_2025_WP_159229459.1	DC3000_protein_12_2025_WP_152666575.1
OG0000112	plate25.C2.annotation	n0	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00323	plate25_C2_annotation_DAKCFMEO_00318, plate25_C2_annotation_DAKCFMEO_00322, plate25_C2_annotation_DAKCFMEO_00324, plate25_C2_annotation_DAKCFMEO_02744
OG0000112	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00318	plate25_C2_annotation_DAKCFMEO_00322, plate25_C2_annotation_DAKCFMEO_00324, plate25_C2_annotation_DAKCFMEO_02744
OG0000112	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00322	plate25_C2_annotation_DAKCFMEO_00324, plate25_C2_annotation_DAKCFMEO_02744
OG0000112	plate25.C2.annotation	n3	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00324	plate25_C2_annotation_DAKCFMEO_02744
OG0000113	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_003381481.1, plate25_C2_annotation_DAKCFMEO_00096	plate25_C2_annotation_DAKCFMEO_04866, DC3000_protein_12_2025_WP_002551844.1
OG0000114	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011105523.1, plate25_C2_annotation_DAKCFMEO_01584	plate25_C2_annotation_DAKCFMEO_01408, DC3000_protein_12_2025_WP_002553918.1
OG0000115	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104604.1, plate25_C2_annotation_DAKCFMEO_04652	plate25_C2_annotation_DAKCFMEO_03084, DC3000_protein_12_2025_WP_003317531.1
OG0000116	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03583, DC3000_protein_12_2025_WP_005614429.1	plate25_C2_annotation_DAKCFMEO_03081, DC3000_protein_12_2025_WP_003317533.1
OG0000117	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_003376366.1, plate25_C2_annotation_DAKCFMEO_04864	plate25_C2_annotation_DAKCFMEO_00098, DC3000_protein_12_2025_WP_003381484.1
OG0000118	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104758.1, DC3000_protein_12_2025_WP_005770657.1	DC3000_protein_12_2025_WP_003377141.1
OG0000118	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104758.1	DC3000_protein_12_2025_WP_005770657.1
OG0000119	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_005765442.1, DC3000_protein_12_2025_WP_011105118.1	DC3000_protein_12_2025_WP_003377815.1
OG0000119	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005765442.1	DC3000_protein_12_2025_WP_011105118.1
OG0000120	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005771567.1, plate25_C2_annotation_DAKCFMEO_02501	DC3000_protein_12_2025_WP_003378076.1, plate25_C2_annotation_DAKCFMEO_04669
OG0000121	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04559, DC3000_protein_12_2025_WP_003378216.1	plate25_C2_annotation_DAKCFMEO_04986, DC3000_protein_12_2025_WP_005762942.1
OG0000122	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104761.1, DC3000_protein_12_2025_WP_007246249.1	DC3000_protein_12_2025_WP_003379025.1
OG0000122	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104761.1	DC3000_protein_12_2025_WP_007246249.1
OG0000123	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_003379266.1	DC3000_protein_12_2025_WP_046463419.1, DC3000_protein_12_2025_WP_005766375.1
OG0000123	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_046463419.1	DC3000_protein_12_2025_WP_005766375.1
OG0000124	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_003380966.1	DC3000_protein_12_2025_WP_011105576.1, DC3000_protein_12_2025_WP_005762738.1
OG0000124	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011105576.1	DC3000_protein_12_2025_WP_005762738.1
OG0000125	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00638	plate25_C2_annotation_DAKCFMEO_00971, plate25_C2_annotation_DAKCFMEO_02599
OG0000125	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00971	plate25_C2_annotation_DAKCFMEO_02599
OG0000126	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_003382103.1, plate25_C2_annotation_DAKCFMEO_02020	plate25_C2_annotation_DAKCFMEO_02495, DC3000_protein_12_2025_WP_161797788.1
OG0000127	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04025, DC3000_protein_12_2025_WP_011104335.1	DC3000_protein_12_2025_WP_003382491.1, plate25_C2_annotation_DAKCFMEO_00714
OG0000128	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00485, DC3000_protein_12_2025_WP_003383243.1	plate25_C2_annotation_DAKCFMEO_00484, DC3000_protein_12_2025_WP_003383244.1
OG0000129	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011105579.1, plate25_C2_annotation_DAKCFMEO_03092	plate25_C2_annotation_DAKCFMEO_01039, DC3000_protein_12_2025_WP_003425052.1
OG0000130	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02804, DC3000_protein_12_2025_WP_005614190.1	plate25_C2_annotation_DAKCFMEO_01360, DC3000_protein_12_2025_WP_011104937.1
OG0000131	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03009	plate25_C2_annotation_DAKCFMEO_02206, plate25_C2_annotation_DAKCFMEO_00851
OG0000131	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02206	plate25_C2_annotation_DAKCFMEO_00851
OG0000132	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03041, DC3000_protein_12_2025_WP_005616684.1	plate25_C2_annotation_DAKCFMEO_01939, DC3000_protein_12_2025_WP_007247202.1
OG0000133	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_046463874.1, DC3000_protein_12_2025_WP_011105577.1	DC3000_protein_12_2025_WP_005739535.1
OG0000133	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_046463874.1	DC3000_protein_12_2025_WP_011105577.1
OG0000134	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00881, DC3000_protein_12_2025_WP_011104096.1	DC3000_protein_12_2025_WP_005739890.1, plate25_C2_annotation_DAKCFMEO_01910
OG0000135	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02675, DC3000_protein_12_2025_WP_005740380.1	plate25_C2_annotation_DAKCFMEO_01880, DC3000_protein_12_2025_WP_011104666.1
OG0000136	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04380, DC3000_protein_12_2025_WP_005760706.1	DC3000_protein_12_2025_WP_005768316.1, plate25_C2_annotation_DAKCFMEO_01554
OG0000137	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01161, DC3000_protein_12_2025_WP_005762626.1	plate25_C2_annotation_DAKCFMEO_00630, DC3000_protein_12_2025_WP_007244776.1
OG0000138	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04609, DC3000_protein_12_2025_WP_005765176.1	DC3000_protein_12_2025_WP_005762731.1, plate25_C2_annotation_DAKCFMEO_03218
OG0000139	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_046464032.1	DC3000_protein_12_2025_WP_005762766.1, DC3000_protein_12_2025_WP_011104377.1
OG0000139	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005762766.1	DC3000_protein_12_2025_WP_011104377.1
OG0000140	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_005762818.1, DC3000_protein_12_2025_WP_005764409.1	DC3000_protein_12_2025_WP_007246690.1
OG0000140	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005762818.1	DC3000_protein_12_2025_WP_005764409.1
OG0000141	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_005764184.1	DC3000_protein_12_2025_WP_005762820.1, DC3000_protein_12_2025_WP_011104351.1
OG0000141	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005762820.1	DC3000_protein_12_2025_WP_011104351.1
OG0000142	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_010213170.1	DC3000_protein_12_2025_WP_005762824.1, DC3000_protein_12_2025_WP_005762826.1
OG0000142	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005762824.1	DC3000_protein_12_2025_WP_005762826.1
OG0000143	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005763054.1, plate25_C2_annotation_DAKCFMEO_04865	DC3000_protein_12_2025_WP_005764931.1, plate25_C2_annotation_DAKCFMEO_00097
OG0000144	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011104478.1	DC3000_protein_12_2025_WP_011104277.1, DC3000_protein_12_2025_WP_005763528.1
OG0000144	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104277.1	DC3000_protein_12_2025_WP_005763528.1
OG0000145	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_05034	plate25_C2_annotation_DAKCFMEO_00937, plate25_C2_annotation_DAKCFMEO_05032
OG0000145	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_00937	plate25_C2_annotation_DAKCFMEO_05032
OG0000146	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02959, DC3000_protein_12_2025_WP_005763680.1	DC3000_protein_12_2025_WP_007246877.1, plate25_C2_annotation_DAKCFMEO_00875
OG0000147	DC3000_protein_12_2025	n0	1.0	Terminal	DC3000_protein_12_2025_WP_074846395.1	DC3000_protein_12_2025_WP_011103154.1, DC3000_protein_12_2025_WP_011103153.1, DC3000_protein_12_2025_WP_005763718.1
OG0000147	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_011103154.1, DC3000_protein_12_2025_WP_011103153.1	DC3000_protein_12_2025_WP_005763718.1
OG0000147	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011103154.1	DC3000_protein_12_2025_WP_011103153.1
OG0000148	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04629, DC3000_protein_12_2025_WP_005765147.1	DC3000_protein_12_2025_WP_005763731.1, plate25_C2_annotation_DAKCFMEO_02937
OG0000149	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005763926.1, plate25_C2_annotation_DAKCFMEO_01476	plate25_C2_annotation_DAKCFMEO_01487, DC3000_protein_12_2025_WP_005763902.1
OG0000150	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03315, DC3000_protein_12_2025_WP_005763930.1	DC3000_protein_12_2025_WP_005768336.1, plate25_C2_annotation_DAKCFMEO_01568
OG0000151	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_01167, DC3000_protein_12_2025_WP_011103331.1	plate25_C2_annotation_DAKCFMEO_02981, DC3000_protein_12_2025_WP_005764049.1
OG0000152	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005765569.1, plate25_C2_annotation_DAKCFMEO_05129	plate25_C2_annotation_DAKCFMEO_03874, DC3000_protein_12_2025_WP_005764405.1
OG0000153	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005764834.1, plate25_C2_annotation_DAKCFMEO_00167	plate25_C2_annotation_DAKCFMEO_03851, DC3000_protein_12_2025_WP_011103985.1
OG0000154	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00099, DC3000_protein_12_2025_WP_005764926.1	DC3000_protein_12_2025_WP_011105230.1, plate25_C2_annotation_DAKCFMEO_04863
OG0000155	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_005764944.1	DC3000_protein_12_2025_WP_044393502.1, DC3000_protein_12_2025_WP_011104352.1
OG0000155	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_044393502.1	DC3000_protein_12_2025_WP_011104352.1
OG0000156	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_04651, DC3000_protein_12_2025_WP_005765115.1	plate25_C2_annotation_DAKCFMEO_03083, DC3000_protein_12_2025_WP_011105083.1
OG0000157	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04635	plate25_C2_annotation_DAKCFMEO_04427, plate25_C2_annotation_DAKCFMEO_04420
OG0000157	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04427	plate25_C2_annotation_DAKCFMEO_04420
OG0000158	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04631, plate25_C2_annotation_DAKCFMEO_01712	plate25_C2_annotation_DAKCFMEO_04633
OG0000158	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_04631	plate25_C2_annotation_DAKCFMEO_01712
OG0000159	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00465, DC3000_protein_12_2025_WP_005766477.1	DC3000_protein_12_2025_WP_005765488.1, plate25_C2_annotation_DAKCFMEO_02420
OG0000160	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005765650.1, plate25_C2_annotation_DAKCFMEO_00793	DC3000_protein_12_2025_WP_005765976.1, plate25_C2_annotation_DAKCFMEO_03200
OG0000161	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_005766100.1, DC3000_protein_12_2025_WP_005767830.1	DC3000_protein_12_2025_WP_005769505.1
OG0000161	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_005766100.1	DC3000_protein_12_2025_WP_005767830.1
OG0000162	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005766595.1, plate25_C2_annotation_DAKCFMEO_00379	plate25_C2_annotation_DAKCFMEO_02365, DC3000_protein_12_2025_WP_011103728.1
OG0000163	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_02275, DC3000_protein_12_2025_WP_005766669.1	DC3000_protein_12_2025_WP_011104674.1, plate25_C2_annotation_DAKCFMEO_04394
OG0000164	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005767480.1, plate25_C2_annotation_DAKCFMEO_04471	DC3000_protein_12_2025_WP_007246896.1, plate25_C2_annotation_DAKCFMEO_00833
OG0000165	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00829, DC3000_protein_12_2025_WP_011103991.1	plate25_C2_annotation_DAKCFMEO_04475, DC3000_protein_12_2025_WP_005767488.1
OG0000166	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_057443137.1, plate25_C2_annotation_DAKCFMEO_01580	DC3000_protein_12_2025_WP_005767577.1, plate25_C2_annotation_DAKCFMEO_00028
OG0000167	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_024666071.1, plate25_C2_annotation_DAKCFMEO_03747	DC3000_protein_12_2025_WP_005767725.1, plate25_C2_annotation_DAKCFMEO_04499
OG0000168	DC3000_protein_12_2025	n1	1.0	Terminal	DC3000_protein_12_2025_WP_005768035.1	DC3000_protein_12_2025_WP_011104827.1, DC3000_protein_12_2025_WP_011104545.1
OG0000168	DC3000_protein_12_2025	n2	1.0	Terminal	DC3000_protein_12_2025_WP_011104827.1	DC3000_protein_12_2025_WP_011104545.1
OG0000169	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_05151, DC3000_protein_12_2025_WP_011105375.1	DC3000_protein_12_2025_WP_005768450.1, plate25_C2_annotation_DAKCFMEO_02199
OG0000170	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00889, DC3000_protein_12_2025_WP_011104100.1	DC3000_protein_12_2025_WP_005768691.1, plate25_C2_annotation_DAKCFMEO_00291
OG0000171	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00326, DC3000_protein_12_2025_WP_011104278.1	DC3000_protein_12_2025_WP_005768708.1, plate25_C2_annotation_DAKCFMEO_00281
OG0000172	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005768747.1, plate25_C2_annotation_DAKCFMEO_02786	plate25_C2_annotation_DAKCFMEO_02603, DC3000_protein_12_2025_WP_007244323.1
OG0000173	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_03373	plate25_C2_annotation_DAKCFMEO_02337, plate25_C2_annotation_DAKCFMEO_00301
OG0000173	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02337	plate25_C2_annotation_DAKCFMEO_00301
OG0000174	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00874, DC3000_protein_12_2025_WP_011104015.1	plate25_C2_annotation_DAKCFMEO_04345, DC3000_protein_12_2025_WP_005769204.1
OG0000175	plate25.C2.annotation	n1	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_01824	plate25_C2_annotation_DAKCFMEO_02441, plate25_C2_annotation_DAKCFMEO_04572
OG0000175	plate25.C2.annotation	n2	1.0	Terminal	plate25_C2_annotation_DAKCFMEO_02441	plate25_C2_annotation_DAKCFMEO_04572
OG0000176	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_03823, DC3000_protein_12_2025_WP_011104221.1	plate25_C2_annotation_DAKCFMEO_02710, DC3000_protein_12_2025_WP_005769685.1
OG0000177	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005769699.1, plate25_C2_annotation_DAKCFMEO_02703	plate25_C2_annotation_DAKCFMEO_02702, DC3000_protein_12_2025_WP_046463309.1
OG0000178	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104862.1, plate25_C2_annotation_DAKCFMEO_04474	plate25_C2_annotation_DAKCFMEO_00830, DC3000_protein_12_2025_WP_005770308.1
OG0000179	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_011104863.1, plate25_C2_annotation_DAKCFMEO_04473	plate25_C2_annotation_DAKCFMEO_00831, DC3000_protein_12_2025_WP_005770310.1
OG0000180	N0	n0	1.0	Non-Terminal	plate25_C2_annotation_DAKCFMEO_00832, DC3000_protein_12_2025_WP_005770312.1	plate25_C2_annotation_DAKCFMEO_04472, DC3000_protein_12_2025_WP_044393615.1
OG0000181	N0	n0	1.0	Non-Terminal	DC3000_protein_12_2025_WP_005770699.1, plate25_C2_annotation_DAKCFMEO_02688	plate25_C2_annotation_DAKCFMEO_04414, DC3000_protein_12_2025_WP_162839055.1
