"p25_DAK","DC3000","Orthogroup_Match"
"DAKCFMEO_03458","WP_005771390.1",TRUE
"DAKCFMEO_03457","WP_005771391.1",TRUE
"DAKCFMEO_03456","WP_005771392.1",TRUE
"DAKCFMEO_03451","WP_005771397.1",TRUE
"DAKCFMEO_03448","WP_005771401.1",TRUE
"DAKCFMEO_03447","WP_005771402.1",TRUE
"DAKCFMEO_01755","WP_005771478.1",TRUE
"DAKCFMEO_01756","WP_005771480.1",TRUE
"DAKCFMEO_01758","WP_005771481.1",TRUE
"DAKCFMEO_01759","WP_005771483.1",TRUE
"DAKCFMEO_02411","WP_005771485.1",TRUE
"DAKCFMEO_01762","WP_005771489.1",TRUE
"DAKCFMEO_01761","WP_005771491.1",TRUE
"DAKCFMEO_03468","WP_005771495.1",TRUE
"DAKCFMEO_03472","WP_005771500.1",TRUE
"DAKCFMEO_03476","WP_005771505.1",TRUE
"DAKCFMEO_03478","WP_005771507.1",TRUE
"DAKCFMEO_03480","WP_005771509.1",TRUE
"DAKCFMEO_02501","WP_005771567.1",TRUE
"DAKCFMEO_02498","WP_005771571.1",TRUE
"DAKCFMEO_02493","WP_005771583.1",TRUE
"DAKCFMEO_02487","WP_005771596.1",TRUE
"DAKCFMEO_02483","WP_005771604.1",TRUE
"DAKCFMEO_05299","WP_005771635.1",TRUE
"DAKCFMEO_05304","WP_005771640.1",TRUE
"DAKCFMEO_04780","WP_005771655.1",TRUE
"DAKCFMEO_00550","WP_005771663.1",TRUE
"DAKCFMEO_00552","WP_005771665.1",TRUE
"DAKCFMEO_03271","WP_005771683.1",TRUE
"DAKCFMEO_03275","WP_005771689.1",TRUE
"DAKCFMEO_03276","WP_005771691.1",TRUE
"DAKCFMEO_04993","WP_005771787.1",TRUE
"DAKCFMEO_00404","WP_007243678.1",TRUE
"DAKCFMEO_00406","WP_007243679.1",TRUE
"DAKCFMEO_00441","WP_007243690.1",TRUE
"DAKCFMEO_00454","WP_007243694.1",TRUE
"DAKCFMEO_00469","WP_007243700.1",TRUE
"DAKCFMEO_01694","WP_007243709.1",TRUE
"DAKCFMEO_01695","WP_007243710.1",TRUE
"DAKCFMEO_01705","WP_007243715.1",TRUE
"DAKCFMEO_03222","WP_007243725.1",TRUE
"DAKCFMEO_03719","WP_007243732.1",TRUE
"DAKCFMEO_01780","WP_007243735.1",TRUE
"DAKCFMEO_01797","WP_007243742.1",TRUE
"DAKCFMEO_04757","WP_007243745.1",TRUE
"DAKCFMEO_04769","WP_007243753.1",TRUE
"DAKCFMEO_00547","WP_007243764.1",TRUE
"DAKCFMEO_00557","WP_007243779.1",TRUE
"DAKCFMEO_00564","WP_007243783.1",TRUE
"DAKCFMEO_04811","WP_007243834.1",TRUE
"DAKCFMEO_04817","WP_007243836.1",TRUE
"DAKCFMEO_03924","WP_007243875.1",TRUE
"DAKCFMEO_03910","WP_007243881.1",TRUE
"DAKCFMEO_03907","WP_007243883.1",TRUE
"DAKCFMEO_03801","WP_007243944.1",TRUE
"DAKCFMEO_03748","WP_007243977.1",TRUE
"DAKCFMEO_03743","WP_007243982.1",TRUE
"DAKCFMEO_01184","WP_007244012.1",TRUE
"DAKCFMEO_02724","WP_007244032.1",TRUE
"DAKCFMEO_02743","WP_007244046.1",TRUE
"DAKCFMEO_02754","WP_007244060.1",TRUE
"DAKCFMEO_02758","WP_007244063.1",TRUE
"DAKCFMEO_02768","WP_007244070.1",TRUE
"DAKCFMEO_02771","WP_007244073.1",TRUE
"DAKCFMEO_02792","WP_007244082.1",TRUE
"DAKCFMEO_03375","WP_007244088.1",TRUE
"DAKCFMEO_03378","WP_007244090.1",TRUE
"DAKCFMEO_03386","WP_007244096.1",TRUE
"DAKCFMEO_03392","WP_007244100.1",TRUE
"DAKCFMEO_03401","WP_007244107.1",TRUE
"DAKCFMEO_03412","WP_007244110.1",TRUE
"DAKCFMEO_03450","WP_007244127.1",TRUE
"DAKCFMEO_03452","WP_007244130.1",TRUE
"DAKCFMEO_01735","WP_007244158.1",TRUE
"DAKCFMEO_02663","WP_007244210.1",TRUE
"DAKCFMEO_02657","WP_007244213.1",TRUE
"DAKCFMEO_02648","WP_007244218.1",TRUE
"DAKCFMEO_02634","WP_007244311.1",TRUE
"DAKCFMEO_02620","WP_007244314.1",TRUE
"DAKCFMEO_02611","WP_007244321.1",TRUE
"DAKCFMEO_02603","WP_007244323.1",TRUE
"DAKCFMEO_02602","WP_007244324.1",TRUE
"DAKCFMEO_02583","WP_007244335.1",TRUE
"DAKCFMEO_02567","WP_007244349.1",TRUE
"DAKCFMEO_02559","WP_007244356.1",TRUE
"DAKCFMEO_02555","WP_007244357.1",TRUE
"DAKCFMEO_02542","WP_007244363.1",TRUE
"DAKCFMEO_02540","WP_007244364.1",TRUE
"DAKCFMEO_02536","WP_007244365.1",TRUE
"DAKCFMEO_02527","WP_007244370.1",TRUE
"DAKCFMEO_02510","WP_007244381.1",TRUE
"DAKCFMEO_02505","WP_007244383.1",TRUE
"DAKCFMEO_02494","WP_007244389.1",TRUE
"DAKCFMEO_02485","WP_007244400.1",TRUE
"DAKCFMEO_02482","WP_007244403.1",TRUE
"DAKCFMEO_02840","WP_007244435.1",TRUE
"DAKCFMEO_02852","WP_007244442.1",TRUE
"DAKCFMEO_02859","WP_007244448.1",TRUE
"DAKCFMEO_02861","WP_007244449.1",TRUE
"DAKCFMEO_02869","WP_007244455.1",TRUE
"DAKCFMEO_02929","WP_007244499.1",TRUE
"DAKCFMEO_02942","WP_007244528.1",TRUE
"DAKCFMEO_05053","WP_007244533.1",TRUE
"DAKCFMEO_04959","WP_007244549.1",TRUE
"DAKCFMEO_02176","WP_007244552.1",TRUE
"DAKCFMEO_02159","WP_007244559.1",TRUE
"DAKCFMEO_02149","WP_007244563.1",TRUE
"DAKCFMEO_04984","WP_007244569.1",TRUE
"DAKCFMEO_04980","WP_007244571.1",TRUE
"DAKCFMEO_04957","WP_007244575.1",TRUE
"DAKCFMEO_04953","WP_007244577.1",TRUE
"DAKCFMEO_04950","WP_007244579.1",TRUE
"DAKCFMEO_04910","WP_007244601.1",TRUE
"DAKCFMEO_04909","WP_007244602.1",TRUE
"DAKCFMEO_04898","WP_007244608.1",TRUE
"DAKCFMEO_04856","WP_007244624.1",TRUE
"DAKCFMEO_03617","WP_007244641.1",TRUE
"DAKCFMEO_03627","WP_007244646.1",TRUE
"DAKCFMEO_03633","WP_007244650.1",TRUE
"DAKCFMEO_03634","WP_007244651.1",TRUE
"DAKCFMEO_03641","WP_007244655.1",TRUE
"DAKCFMEO_03643","WP_007244656.1",TRUE
"DAKCFMEO_03652","WP_007244661.1",TRUE
"DAKCFMEO_03657","WP_007244663.1",TRUE
"DAKCFMEO_03599","WP_007244669.1",TRUE
"DAKCFMEO_03606","WP_007244673.1",TRUE
"DAKCFMEO_03608","WP_007244675.1",TRUE
"DAKCFMEO_03612","WP_007244676.1",TRUE
"DAKCFMEO_00727","WP_007244715.1",TRUE
"DAKCFMEO_00670","WP_007244755.1",TRUE
"DAKCFMEO_00630","WP_007244776.1",TRUE
"DAKCFMEO_00626","WP_007244779.1",TRUE
"DAKCFMEO_00624","WP_007244780.1",TRUE
"DAKCFMEO_00620","WP_007244781.1",TRUE
"DAKCFMEO_01463","WP_007244820.1",TRUE
"DAKCFMEO_01478","WP_007244826.1",TRUE
"DAKCFMEO_01480","WP_007244827.1",TRUE
"DAKCFMEO_01483","WP_007244829.1",TRUE
"DAKCFMEO_00999","WP_007244847.1",TRUE
"DAKCFMEO_03008","WP_007244877.1",TRUE
"DAKCFMEO_03004","WP_007244879.1",TRUE
"DAKCFMEO_03000","WP_007244881.1",TRUE
"DAKCFMEO_02996","WP_007244885.1",TRUE
"DAKCFMEO_03292","WP_007244904.1",TRUE
"DAKCFMEO_01259","WP_007244945.1",TRUE
"DAKCFMEO_01244","WP_007244951.1",TRUE
"DAKCFMEO_01223","WP_007244964.1",TRUE
"DAKCFMEO_01199","WP_007244980.1",TRUE
"DAKCFMEO_01195","WP_007244983.1",TRUE
"DAKCFMEO_01570","WP_007244998.1",TRUE
"DAKCFMEO_01591","WP_007245011.1",TRUE
"DAKCFMEO_01594","WP_007245012.1",TRUE
"DAKCFMEO_02465","WP_007245030.1",TRUE
"DAKCFMEO_04069","WP_007245058.1",TRUE
"DAKCFMEO_02404","WP_007245069.1",TRUE
"DAKCFMEO_04515","WP_007245075.1",TRUE
"DAKCFMEO_04506","WP_007245081.1",TRUE
"DAKCFMEO_02366","WP_007245106.1",TRUE
"DAKCFMEO_02307","WP_007245137.1",TRUE
"DAKCFMEO_04279","WP_007245153.1",TRUE
"DAKCFMEO_04295","WP_007245166.1",TRUE
"DAKCFMEO_04329","WP_007245200.1",TRUE
"DAKCFMEO_04349","WP_007245213.1",TRUE
"DAKCFMEO_04361","WP_007245218.1",TRUE
"DAKCFMEO_04542","WP_007245274.1",TRUE
"DAKCFMEO_04563","WP_007245289.1",TRUE
"DAKCFMEO_04564","WP_007245290.1",TRUE
"DAKCFMEO_04626","WP_007245315.1",TRUE
"DAKCFMEO_04672","WP_007245346.1",TRUE
"DAKCFMEO_04676","WP_007245350.1",TRUE
"DAKCFMEO_04679","WP_007245351.1",TRUE
"DAKCFMEO_04681","WP_007245353.1",TRUE
"DAKCFMEO_04683","WP_007245354.1",TRUE
"DAKCFMEO_04693","WP_007245360.1",TRUE
"DAKCFMEO_03905","WP_007245364.1",TRUE
"DAKCFMEO_03267","WP_007245369.1",TRUE
"DAKCFMEO_03265","WP_007245370.1",TRUE
"DAKCFMEO_03259","WP_007245372.1",TRUE
"DAKCFMEO_03253","WP_007245377.1",TRUE
"DAKCFMEO_03233","WP_007245391.1",TRUE
"DAKCFMEO_03224","WP_007245395.1",TRUE
"DAKCFMEO_03223","WP_007245396.1",TRUE
"DAKCFMEO_03214","WP_007245401.1",TRUE
"DAKCFMEO_03201","WP_007245412.1",TRUE
"DAKCFMEO_03191","WP_007245414.1",TRUE
"DAKCFMEO_03170","WP_007245422.1",TRUE
"DAKCFMEO_03143","WP_007245435.1",TRUE
"DAKCFMEO_03135","WP_007245440.1",TRUE
"DAKCFMEO_03131","WP_007245442.1",TRUE
"DAKCFMEO_03505","WP_007245455.1",TRUE
"DAKCFMEO_03576","WP_007245492.1",TRUE
"DAKCFMEO_03691","WP_007245539.1",TRUE
"DAKCFMEO_03692","WP_007245540.1",TRUE
"DAKCFMEO_03700","WP_007245542.1",TRUE
"DAKCFMEO_03703","WP_007245544.1",TRUE
"DAKCFMEO_03706","WP_007245546.1",TRUE
"DAKCFMEO_05131","WP_007245567.1",TRUE
"DAKCFMEO_05087","WP_007245578.1",TRUE
"DAKCFMEO_05077","WP_007245582.1",TRUE
"DAKCFMEO_05104","WP_007245596.1",TRUE
"DAKCFMEO_04222","WP_007245677.1",TRUE
"DAKCFMEO_04198","WP_007245694.1",TRUE
"DAKCFMEO_00041","WP_007245711.1",TRUE
"DAKCFMEO_04393","WP_007245738.1",TRUE
"DAKCFMEO_03034","WP_007245780.1",TRUE
"DAKCFMEO_03030","WP_007245782.1",TRUE
"DAKCFMEO_04160","WP_007245794.1",TRUE
"DAKCFMEO_04156","WP_007245797.1",TRUE
"DAKCFMEO_04149","WP_007245801.1",TRUE
"DAKCFMEO_04145","WP_007245803.1",TRUE
"DAKCFMEO_04133","WP_007245808.1",TRUE
"DAKCFMEO_04194","WP_007245818.1",TRUE
"DAKCFMEO_04195","WP_007245819.1",TRUE
"DAKCFMEO_04233","WP_007245835.1",TRUE
"DAKCFMEO_04247","WP_007245842.1",TRUE
"DAKCFMEO_04251","WP_007245844.1",TRUE
"DAKCFMEO_01613","WP_007245851.1",TRUE
"DAKCFMEO_00958","WP_007245868.1",TRUE
"DAKCFMEO_01017","WP_007245870.1",TRUE
"DAKCFMEO_01014","WP_007245872.1",TRUE
"DAKCFMEO_01001","WP_007245876.1",TRUE
"DAKCFMEO_00946","WP_007245914.1",TRUE
"DAKCFMEO_00932","WP_007245922.1",TRUE
"DAKCFMEO_01406","WP_007245931.1",TRUE
"DAKCFMEO_01622","WP_007245963.1",TRUE
"DAKCFMEO_01621","WP_007245964.1",TRUE
"DAKCFMEO_01048","WP_007245976.1",TRUE
"DAKCFMEO_01051","WP_007245978.1",TRUE
"DAKCFMEO_01093","WP_007245994.1",TRUE
"DAKCFMEO_01094","WP_007245995.1",TRUE
"DAKCFMEO_01101","WP_007246000.1",TRUE
"DAKCFMEO_01113","WP_007246008.1",TRUE
"DAKCFMEO_01116","WP_007246009.1",TRUE
"DAKCFMEO_01119","WP_007246012.1",TRUE
"DAKCFMEO_01120","WP_007246013.1",TRUE
"DAKCFMEO_01132","WP_007246020.1",TRUE
"DAKCFMEO_01546","WP_007246025.1",TRUE
"DAKCFMEO_01540","WP_007246027.1",TRUE
"DAKCFMEO_01535","WP_007246028.1",TRUE
"DAKCFMEO_01526","WP_007246030.1",TRUE
"DAKCFMEO_02438","WP_007246046.1",TRUE
"DAKCFMEO_01493","WP_007246047.1",TRUE
"DAKCFMEO_01449","WP_007246056.1",TRUE
"DAKCFMEO_01446","WP_007246058.1",TRUE
"DAKCFMEO_01443","WP_007246060.1",TRUE
"DAKCFMEO_01434","WP_007246072.1",TRUE
"DAKCFMEO_01429","WP_007246082.1",TRUE
"DAKCFMEO_01427","WP_007246084.1",TRUE
"DAKCFMEO_01648","WP_007246092.1",TRUE
"DAKCFMEO_01654","WP_007246096.1",TRUE
"DAKCFMEO_01657","WP_007246097.1",TRUE
"DAKCFMEO_01661","WP_007246099.1",TRUE
"DAKCFMEO_01668","WP_007246105.1",TRUE
"DAKCFMEO_00474","WP_007246110.1",TRUE
"DAKCFMEO_00476","WP_007246111.1",TRUE
"DAKCFMEO_00495","WP_007246125.1",TRUE
"DAKCFMEO_00276","WP_007246181.1",TRUE
"DAKCFMEO_00277","WP_007246182.1",TRUE
"DAKCFMEO_00290","WP_007246191.1",TRUE
"DAKCFMEO_00293","WP_007246194.1",TRUE
"DAKCFMEO_00295","WP_007246196.1",TRUE
"DAKCFMEO_00316","WP_007246206.1",TRUE
"DAKCFMEO_00333","WP_007246215.1",TRUE
"DAKCFMEO_00350","WP_007246223.1",TRUE
"DAKCFMEO_00370","WP_007246228.1",TRUE
"DAKCFMEO_00376","WP_007246230.1",TRUE
"DAKCFMEO_04079","WP_007246281.1",TRUE
"DAKCFMEO_04086","WP_007246288.1",TRUE
"DAKCFMEO_04112","WP_007246306.1",TRUE
"DAKCFMEO_04115","WP_007246309.1",TRUE
"DAKCFMEO_04118","WP_007246311.1",TRUE
"DAKCFMEO_04119","WP_007246312.1",TRUE
"DAKCFMEO_04122","WP_007246313.1",TRUE
"DAKCFMEO_02707","WP_007246323.1",TRUE
"DAKCFMEO_02684","WP_007246342.1",TRUE
"DAKCFMEO_00808","WP_007246354.1",TRUE
"DAKCFMEO_00806","WP_007246356.1",TRUE
"DAKCFMEO_00804","WP_007246357.1",TRUE
"DAKCFMEO_00794","WP_007246362.1",TRUE
"DAKCFMEO_00774","WP_007246371.1",TRUE
"DAKCFMEO_00767","WP_007246376.1",TRUE
"DAKCFMEO_00763","WP_007246378.1",TRUE
"DAKCFMEO_04022","WP_007246451.1",TRUE
"DAKCFMEO_03999","WP_007246481.1",TRUE
"DAKCFMEO_03995","WP_007246483.1",TRUE
"DAKCFMEO_01843","WP_007246510.1",TRUE
"DAKCFMEO_01839","WP_007246513.1",TRUE
"DAKCFMEO_01832","WP_007246518.1",TRUE
"DAKCFMEO_01914","WP_007246535.1",TRUE
"DAKCFMEO_01920","WP_007246537.1",TRUE
"DAKCFMEO_05254","WP_007246574.1",TRUE
"DAKCFMEO_05253","WP_007246575.1",TRUE
"DAKCFMEO_05252","WP_007246576.1",TRUE
"DAKCFMEO_00175","WP_007246617.1",TRUE
"DAKCFMEO_00174","WP_007246618.1",TRUE
"DAKCFMEO_00172","WP_007246619.1",TRUE
"DAKCFMEO_00162","WP_007246626.1",TRUE
"DAKCFMEO_00148","WP_007246633.1",TRUE
"DAKCFMEO_00139","WP_007246637.1",TRUE
"DAKCFMEO_00134","WP_007246640.1",TRUE
"DAKCFMEO_01320","WP_007246648.1",TRUE
"DAKCFMEO_01327","WP_007246654.1",TRUE
"DAKCFMEO_01329","WP_007246655.1",TRUE
"DAKCFMEO_01344","WP_007246667.1",TRUE
"DAKCFMEO_01355","WP_007246679.1",TRUE
"DAKCFMEO_01366","WP_007246686.1",TRUE
"DAKCFMEO_01371","WP_007246688.1",TRUE
"DAKCFMEO_00899","WP_007246690.1",TRUE
"DAKCFMEO_00918","WP_007246697.1",TRUE
"DAKCFMEO_00914","WP_007246699.1",TRUE
"DAKCFMEO_03985","WP_007246762.1",TRUE
"DAKCFMEO_00529","WP_007246769.1",TRUE
"DAKCFMEO_00220","WP_007246809.1",TRUE
"DAKCFMEO_00225","WP_007246812.1",TRUE
"DAKCFMEO_00243","WP_007246818.1",TRUE
"DAKCFMEO_05205","WP_007246844.1",TRUE
"DAKCFMEO_05208","WP_007246848.1",TRUE
"DAKCFMEO_00875","WP_007246877.1",TRUE
"DAKCFMEO_00873","WP_007246879.1",TRUE
"DAKCFMEO_00862","WP_007246884.1",TRUE
"DAKCFMEO_00833","WP_007246896.1",TRUE
"DAKCFMEO_00826","WP_007246901.1",TRUE
"DAKCFMEO_03848","WP_007246911.1",TRUE
"DAKCFMEO_01399","WP_007246944.1",TRUE
"DAKCFMEO_01401","WP_007246946.1",TRUE
"DAKCFMEO_01402","WP_007246947.1",TRUE
"DAKCFMEO_04701","WP_007246965.1",TRUE
"DAKCFMEO_04705","WP_007246966.1",TRUE
"DAKCFMEO_04718","WP_007246973.1",TRUE
"DAKCFMEO_04730","WP_007246984.1",TRUE
"DAKCFMEO_04733","WP_007246985.1",TRUE
"DAKCFMEO_04735","WP_007246986.1",TRUE
"DAKCFMEO_00082","WP_007247022.1",TRUE
"DAKCFMEO_00081","WP_007247023.1",TRUE
"DAKCFMEO_02090","WP_007247035.1",TRUE
"DAKCFMEO_02192","WP_007247038.1",TRUE
"DAKCFMEO_02194","WP_007247039.1",TRUE
"DAKCFMEO_02195","WP_007247040.1",TRUE
"DAKCFMEO_02207","WP_007247044.1",TRUE
"DAKCFMEO_05009","WP_007247057.1",TRUE
"DAKCFMEO_03334","WP_007247086.1",TRUE
"DAKCFMEO_02014","WP_007247117.1",TRUE
"DAKCFMEO_03955","WP_007247126.1",TRUE
"DAKCFMEO_03979","WP_007247147.1",TRUE
"DAKCFMEO_02061","WP_007247160.1",TRUE
"DAKCFMEO_01977","WP_007247176.1",TRUE
"DAKCFMEO_01939","WP_007247202.1",TRUE
"DAKCFMEO_01927","WP_007247212.1",TRUE
"DAKCFMEO_01926","WP_007247213.1",TRUE
"DAKCFMEO_01819","WP_007247215.1",TRUE
"DAKCFMEO_01876","WP_007247222.1",TRUE
"DAKCFMEO_01954","WP_007247319.1",TRUE
"DAKCFMEO_05155","WP_007247332.1",TRUE
"DAKCFMEO_02135","WP_007247340.1",TRUE
"DAKCFMEO_02262","WP_007247360.1",TRUE
"DAKCFMEO_05174","WP_007247432.1",TRUE
"DAKCFMEO_05303","WP_007247460.1",TRUE
"DAKCFMEO_03279","WP_007247479.1",TRUE
"DAKCFMEO_01512","WP_010200894.1",TRUE
"DAKCFMEO_04081","WP_010201131.1",TRUE
"DAKCFMEO_02797","WP_010201143.1",TRUE
"DAKCFMEO_01651","WP_010201647.1",TRUE
"DAKCFMEO_01643","WP_010201804.1",TRUE
"DAKCFMEO_02970","WP_010201831.1",TRUE
"DAKCFMEO_03690","WP_010202134.1",TRUE
"DAKCFMEO_04372","WP_010202254.1",TRUE
"DAKCFMEO_04201","WP_010202721.1",TRUE
"DAKCFMEO_03777","WP_010203307.1",TRUE
"DAKCFMEO_03772","WP_010203323.1",TRUE
"DAKCFMEO_00150","WP_010203608.1",TRUE
"DAKCFMEO_00897","WP_010203861.1",TRUE
"DAKCFMEO_02197","WP_010203924.1",TRUE
"DAKCFMEO_03467","WP_010204046.1",TRUE
"DAKCFMEO_03020","WP_010204183.1",TRUE
"DAKCFMEO_02408","WP_010204340.1",TRUE
"DAKCFMEO_00960","WP_010204398.1",TRUE
"DAKCFMEO_04661","WP_010204432.1",TRUE
"DAKCFMEO_02692","WP_010204647.1",TRUE
"DAKCFMEO_04688","WP_010204659.1",TRUE
"DAKCFMEO_02047","WP_010205374.1",TRUE
"DAKCFMEO_02946","WP_010205456.1",TRUE
"DAKCFMEO_01349","WP_010205556.1",TRUE
"DAKCFMEO_01350","WP_010205558.1",TRUE
"DAKCFMEO_01352","WP_010205561.1",TRUE
"DAKCFMEO_02759","WP_010205787.1",TRUE
"DAKCFMEO_05184","WP_010205950.1",TRUE
"DAKCFMEO_04606","WP_010206379.1",TRUE
"DAKCFMEO_02916","WP_010207011.1",TRUE
"DAKCFMEO_00926","WP_010207498.1",TRUE
"DAKCFMEO_05183","WP_010207549.1",TRUE
"DAKCFMEO_00207","WP_010207837.1",TRUE
"DAKCFMEO_02551","WP_010207872.1",TRUE
"DAKCFMEO_02574","WP_010207888.1",TRUE
"DAKCFMEO_05173","WP_010208255.1",TRUE
"DAKCFMEO_01857","WP_010208311.1",TRUE
"DAKCFMEO_01866","WP_010208319.1",TRUE
"DAKCFMEO_02999","WP_010208763.1",TRUE
"DAKCFMEO_04291","WP_010208878.1",TRUE
"DAKCFMEO_05242","WP_010209025.1",TRUE
"DAKCFMEO_03130","WP_010209286.1",TRUE
"DAKCFMEO_00935","WP_010210634.1",TRUE
"DAKCFMEO_01452","WP_010211386.1",TRUE
"DAKCFMEO_04937","WP_010213170.1",TRUE
"DAKCFMEO_01628","WP_010213774.1",TRUE
"DAKCFMEO_05127","WP_010216200.1",TRUE
"DAKCFMEO_03822","WP_010216538.1",TRUE
"DAKCFMEO_04749","WP_010216700.1",TRUE
"DAKCFMEO_02854","WP_010217367.1",TRUE
"DAKCFMEO_04390","WP_010218671.1",TRUE
"DAKCFMEO_02092","WP_010218951.1",TRUE
"DAKCFMEO_00336","WP_010218977.1",TRUE
"DAKCFMEO_01104","WP_010219162.1",TRUE
"DAKCFMEO_00311","WP_010219554.1",TRUE
"DAKCFMEO_00933","WP_010220797.1",TRUE
"DAKCFMEO_01264","WP_011102932.1",TRUE
"DAKCFMEO_01276","WP_011102950.1",TRUE
"DAKCFMEO_01277","WP_011102951.1",TRUE
"DAKCFMEO_01278","WP_011102952.1",TRUE
"DAKCFMEO_01279","WP_011102953.1",TRUE
"DAKCFMEO_01280","WP_011102954.1",TRUE
"DAKCFMEO_01281","WP_011102955.1",TRUE
"DAKCFMEO_01283","WP_011102956.1",TRUE
"DAKCFMEO_01285","WP_011102957.1",TRUE
"DAKCFMEO_01286","WP_011102958.1",TRUE
"DAKCFMEO_01287","WP_011102959.1",TRUE
"DAKCFMEO_01885","WP_011102975.1",TRUE
"DAKCFMEO_01825","WP_011102978.1",TRUE
"DAKCFMEO_01828","WP_011102979.1",TRUE
"DAKCFMEO_01833","WP_011102980.1",TRUE
"DAKCFMEO_01835","WP_011102981.1",TRUE
"DAKCFMEO_01847","WP_011102984.1",TRUE
"DAKCFMEO_01850","WP_011102986.1",TRUE
"DAKCFMEO_01855","WP_011102988.1",TRUE
"DAKCFMEO_01868","WP_011102991.1",TRUE
"DAKCFMEO_01870","WP_011102992.1",TRUE
"DAKCFMEO_01871","WP_011102993.1",TRUE
"DAKCFMEO_01875","WP_011102994.1",TRUE
"DAKCFMEO_01877","WP_011102995.1",TRUE
"DAKCFMEO_01822","WP_011102996.1",TRUE
"DAKCFMEO_01821","WP_011102997.1",TRUE
"DAKCFMEO_01820","WP_011102998.1",TRUE
"DAKCFMEO_01925","WP_011103000.1",TRUE
"DAKCFMEO_01928","WP_011103001.1",TRUE
"DAKCFMEO_01929","WP_011103002.1",TRUE
"DAKCFMEO_01931","WP_011103004.1",TRUE
"DAKCFMEO_01944","WP_011103008.1",TRUE
"DAKCFMEO_02218","WP_011103010.1",TRUE
"DAKCFMEO_02221","WP_011103011.1",TRUE
"DAKCFMEO_04464","WP_011103012.1",TRUE
"DAKCFMEO_02231","WP_011103014.1",TRUE
"DAKCFMEO_02237","WP_011103015.1",TRUE
"DAKCFMEO_01310","WP_011103017.1",TRUE
"DAKCFMEO_01309","WP_011103018.1",TRUE
"DAKCFMEO_01307","WP_011103021.1",TRUE
"DAKCFMEO_01306","WP_011103022.1",TRUE
"DAKCFMEO_01304","WP_011103024.1",TRUE
"DAKCFMEO_01301","WP_011103025.1",TRUE
"DAKCFMEO_01297","WP_011103027.1",TRUE
"DAKCFMEO_01295","WP_011103028.1",TRUE
"DAKCFMEO_01294","WP_011103029.1",TRUE
"DAKCFMEO_01915","WP_011103037.1",TRUE
"DAKCFMEO_01916","WP_011103038.1",TRUE
"DAKCFMEO_01917","WP_011103039.1",TRUE
"DAKCFMEO_01918","WP_011103040.1",TRUE
"DAKCFMEO_01921","WP_011103041.1",TRUE
"DAKCFMEO_01818","WP_011103042.1",TRUE
"DAKCFMEO_02004","WP_011103045.1",TRUE
"DAKCFMEO_02006","WP_011103046.1",TRUE
"DAKCFMEO_02008","WP_011103048.1",TRUE
"DAKCFMEO_02009","WP_011103049.1",TRUE
"DAKCFMEO_02012","WP_011103050.1",TRUE
"DAKCFMEO_02015","WP_011103051.1",TRUE
"DAKCFMEO_02016","WP_011103052.1",TRUE
"DAKCFMEO_02017","WP_011103053.1",TRUE
"DAKCFMEO_05182","WP_011103055.1",TRUE
"DAKCFMEO_05181","WP_011103056.1",TRUE
"DAKCFMEO_02034","WP_011103058.1",TRUE
"DAKCFMEO_02035","WP_011103059.1",TRUE
"DAKCFMEO_02079","WP_011103085.1",TRUE
"DAKCFMEO_02080","WP_011103086.1",TRUE
"DAKCFMEO_05163","WP_011103090.1",TRUE
"DAKCFMEO_05161","WP_011103091.1",TRUE
"DAKCFMEO_05157","WP_011103092.1",TRUE
"DAKCFMEO_05156","WP_011103093.1",TRUE
"DAKCFMEO_01979","WP_011103094.1",TRUE
"DAKCFMEO_01981","WP_011103095.1",TRUE
"DAKCFMEO_01985","WP_011103096.1",TRUE
"DAKCFMEO_01817","WP_011103099.1",TRUE
"DAKCFMEO_01815","WP_011103100.1",TRUE
"DAKCFMEO_01812","WP_011103101.1",TRUE
"DAKCFMEO_02182","WP_011103103.1",TRUE
"DAKCFMEO_02183","WP_011103104.1",TRUE
"DAKCFMEO_05124","WP_011103107.1",TRUE
"DAKCFMEO_05122","WP_011103108.1",TRUE
"DAKCFMEO_05121","WP_011103109.1",TRUE
"DAKCFMEO_05120","WP_011103110.1",TRUE
"DAKCFMEO_05118","WP_011103111.1",TRUE
"DAKCFMEO_05117","WP_011103113.1",TRUE
"DAKCFMEO_05115","WP_011103115.1",TRUE
"DAKCFMEO_02140","WP_011103118.1",TRUE
"DAKCFMEO_02142","WP_011103119.1",TRUE
"DAKCFMEO_05275","WP_011103122.1",TRUE
"DAKCFMEO_02147","WP_011103123.1",TRUE
"DAKCFMEO_02151","WP_011103124.1",TRUE
"DAKCFMEO_02154","WP_011103125.1",TRUE
"DAKCFMEO_02160","WP_011103126.1",TRUE
"DAKCFMEO_02169","WP_011103127.1",TRUE
"DAKCFMEO_02170","WP_011103128.1",TRUE
"DAKCFMEO_02173","WP_011103131.1",TRUE
"DAKCFMEO_02174","WP_011103132.1",TRUE
"DAKCFMEO_04976","WP_011103134.1",TRUE
"DAKCFMEO_02179","WP_011103135.1",TRUE
"DAKCFMEO_05038","WP_011103137.1",TRUE
"DAKCFMEO_05026","WP_011103140.1",TRUE
"DAKCFMEO_05055","WP_011103141.1",TRUE
"DAKCFMEO_02943","WP_011103142.1",TRUE
"DAKCFMEO_02944","WP_011103143.1",TRUE
