Orthogroup	DC3000_protein_12_2025	plate25.C2.annotation
OG0001644	WP_005765099.1	DAKCFMEO_04657
OG0001645	WP_005765101.1	DAKCFMEO_04656
OG0001646	WP_005765105.1	DAKCFMEO_04654
OG0001647	WP_005765108.1	DAKCFMEO_04653
OG0001648	WP_005765117.1	DAKCFMEO_04649
OG0001649	WP_005765119.1	DAKCFMEO_04648
OG0001650	WP_005765121.1	DAKCFMEO_04647
OG0001651	WP_005765125.1	DAKCFMEO_04642
OG0001652	WP_005765127.1	DAKCFMEO_04641
OG0001653	WP_005765129.1	DAKCFMEO_04639
OG0001654	WP_005765133.1	DAKCFMEO_04637
OG0001655	WP_005765135.1	DAKCFMEO_04636
OG0001656	WP_005765145.1	DAKCFMEO_04630
OG0001657	WP_005765154.1	DAKCFMEO_04627
OG0001658	WP_005765165.1	DAKCFMEO_04616
OG0001659	WP_005765167.1	DAKCFMEO_04615
OG0001660	WP_005765198.1	DAKCFMEO_04598
OG0001661	WP_005765211.1	DAKCFMEO_04576
OG0001662	WP_005765213.1	DAKCFMEO_04575
OG0001663	WP_005765220.1	DAKCFMEO_04568
OG0001664	WP_005765224.1	DAKCFMEO_04566
OG0001665	WP_005765253.1	DAKCFMEO_04547
OG0001666	WP_005765255.1	DAKCFMEO_04546
OG0001667	WP_005765257.1	DAKCFMEO_04545
OG0001668	WP_005765259.1	DAKCFMEO_04544
OG0001669	WP_005765268.1	DAKCFMEO_04538
OG0001670	WP_005765300.1	DAKCFMEO_04524
OG0001671	WP_005765302.1	DAKCFMEO_04523
OG0001672	WP_005765312.1	DAKCFMEO_04497
OG0001673	WP_005765316.1	DAKCFMEO_04496
OG0001674	WP_005765323.1	DAKCFMEO_04493
OG0001675	WP_005765329.1	DAKCFMEO_04491
OG0001676	WP_005765365.1	DAKCFMEO_04395
OG0001677	WP_005765391.1	DAKCFMEO_02137
OG0001678	WP_005765392.1	DAKCFMEO_02136
OG0001679	WP_005765398.1	DAKCFMEO_02132
OG0001680	WP_005765400.1	DAKCFMEO_02131
OG0001681	WP_005765402.1	DAKCFMEO_02130
OG0001682	WP_005765411.1	DAKCFMEO_02124
OG0001683	WP_005765415.1	DAKCFMEO_02122
OG0001684	WP_005765417.1	DAKCFMEO_02121
OG0001685	WP_005765423.1	DAKCFMEO_02118
OG0001686	WP_005765429.1	DAKCFMEO_02114
OG0001687	WP_005765431.1	DAKCFMEO_02113
OG0001688	WP_005765433.1	DAKCFMEO_02112
OG0001689	WP_005765469.1	DAKCFMEO_02111
OG0001690	WP_005765484.1	DAKCFMEO_05098
OG0001691	WP_005765495.1	DAKCFMEO_05103
OG0001692	WP_005765499.1	DAKCFMEO_05105
OG0001693	WP_005765501.1	DAKCFMEO_05107
OG0001694	WP_005765503.1	DAKCFMEO_05108
OG0001695	WP_005765516.1	DAKCFMEO_05064
OG0001696	WP_005765531.1	DAKCFMEO_05073
OG0001697	WP_005765539.1	DAKCFMEO_05081
OG0001698	WP_005765541.1	DAKCFMEO_05082
OG0001699	WP_005765550.1	DAKCFMEO_05089
OG0001700	WP_005765551.1	DAKCFMEO_05090
OG0001701	WP_005765552.1	DAKCFMEO_05091
OG0001702	WP_005765555.1	DAKCFMEO_05093
OG0001703	WP_005765557.1	DAKCFMEO_02109
OG0001704	WP_005765559.1	DAKCFMEO_02107
OG0001705	WP_005765561.1	DAKCFMEO_02105
OG0001706	WP_005765563.1	DAKCFMEO_02103
OG0001707	WP_005765567.1	DAKCFMEO_05128
OG0001708	WP_005765571.1	DAKCFMEO_05132
OG0001709	WP_005765582.1	DAKCFMEO_05138
OG0001710	WP_005765584.1	DAKCFMEO_05139
OG0001711	WP_005765610.1	DAKCFMEO_05152
OG0001712	WP_005765622.1	DAKCFMEO_01968
OG0001713	WP_005765633.1	DAKCFMEO_00810
OG0001714	WP_005765637.1	DAKCFMEO_00805
OG0001715	WP_005765644.1	DAKCFMEO_00800
OG0001716	WP_005765645.1	DAKCFMEO_00799
OG0001717	WP_005765647.1	DAKCFMEO_02421
OG0001718	WP_005765651.1	DAKCFMEO_00790
OG0001719	WP_005765654.1	DAKCFMEO_00787
OG0001720	WP_005765655.1	DAKCFMEO_00786
OG0001721	WP_005765657.1	DAKCFMEO_00781
OG0001722	WP_005765662.1	DAKCFMEO_00775
OG0001723	WP_005765672.1	DAKCFMEO_00768
OG0001724	WP_005765677.1	DAKCFMEO_00764
OG0001725	WP_005765681.1	DAKCFMEO_00758
OG0001726	WP_005765682.1	DAKCFMEO_00756
OG0001727	WP_005765687.1	DAKCFMEO_00751
OG0001728	WP_005765699.1	DAKCFMEO_00746
OG0001729	WP_005765713.1	DAKCFMEO_00740
OG0001730	WP_005765718.1	DAKCFMEO_00734
OG0001731	WP_005765719.1	DAKCFMEO_00733
OG0001732	WP_005765727.1	DAKCFMEO_00724
OG0001733	WP_005765732.1	DAKCFMEO_00721
OG0001734	WP_005765750.1	DAKCFMEO_00707
OG0001735	WP_005765765.1	DAKCFMEO_00704
OG0001736	WP_005765767.1	DAKCFMEO_00703
OG0001737	WP_005765770.1	DAKCFMEO_00702
OG0001738	WP_005765784.1	DAKCFMEO_00694
OG0001739	WP_005765788.1	DAKCFMEO_00692
OG0001740	WP_005765807.1	DAKCFMEO_00683
OG0001741	WP_005765821.1	DAKCFMEO_00676
OG0001742	WP_005765826.1	DAKCFMEO_00674
OG0001743	WP_005765832.1	DAKCFMEO_00671
OG0001744	WP_005765836.1	DAKCFMEO_00669
OG0001745	WP_005765838.1	DAKCFMEO_00668
OG0001746	WP_005765844.1	DAKCFMEO_00666
OG0001747	WP_005765859.1	DAKCFMEO_03270
OG0001748	WP_005765861.1	DAKCFMEO_03269
OG0001749	WP_005765867.1	DAKCFMEO_03266
OG0001750	WP_005765872.1	DAKCFMEO_03263
OG0001751	WP_005765874.1	DAKCFMEO_03262
OG0001752	WP_005765880.1	DAKCFMEO_03258
OG0001753	WP_005765888.1	DAKCFMEO_03254
OG0001754	WP_005765892.1	DAKCFMEO_03252
OG0001755	WP_005765900.1	DAKCFMEO_03247
OG0001756	WP_005765904.1	DAKCFMEO_03246
OG0001757	WP_005765908.1	DAKCFMEO_03243
OG0001758	WP_005765912.1	DAKCFMEO_03241
OG0001759	WP_005765914.1	DAKCFMEO_03240
OG0001760	WP_005765916.1	DAKCFMEO_03237
OG0001761	WP_005765921.1	DAKCFMEO_03234
OG0001762	WP_005765926.1	DAKCFMEO_03231
OG0001763	WP_005765928.1	DAKCFMEO_03230
OG0001764	WP_005765933.1	DAKCFMEO_03225
OG0001765	WP_005765937.1	DAKCFMEO_03221
OG0001766	WP_005765940.1	DAKCFMEO_03220
OG0001767	WP_005765943.1	DAKCFMEO_03219
OG0001768	WP_005765949.1	DAKCFMEO_03215
OG0001769	WP_005765957.1	DAKCFMEO_03212
OG0001770	WP_005765961.1	DAKCFMEO_03210
OG0001771	WP_005765978.1	DAKCFMEO_03198
OG0001772	WP_005765982.1	DAKCFMEO_03196
OG0001773	WP_005765985.1	DAKCFMEO_03195
OG0001774	WP_005765988.1	DAKCFMEO_03193
OG0001775	WP_005765994.1	DAKCFMEO_03189
OG0001776	WP_005765997.1	DAKCFMEO_03185
OG0001777	WP_005766007.1	DAKCFMEO_03177
OG0001778	WP_005766009.1	DAKCFMEO_03175
OG0001779	WP_005766011.1	DAKCFMEO_03174
OG0001780	WP_005766012.1	DAKCFMEO_03173
OG0001781	WP_005766016.1	DAKCFMEO_03169
OG0001782	WP_005766020.1	DAKCFMEO_03163
OG0001783	WP_005766024.1	DAKCFMEO_03162
OG0001784	WP_005766026.1	DAKCFMEO_03160
OG0001785	WP_005766041.1	DAKCFMEO_03158
OG0001786	WP_005766043.1	DAKCFMEO_03155
OG0001787	WP_005766044.1	DAKCFMEO_03154
OG0001788	WP_005766046.1	DAKCFMEO_03152
OG0001789	WP_005766050.1	DAKCFMEO_03149
OG0001790	WP_005766070.1	DAKCFMEO_03138
OG0001791	WP_005766116.1	DAKCFMEO_04460
OG0001792	WP_005766190.1	DAKCFMEO_04085
OG0001793	WP_005766198.1	DAKCFMEO_04089
OG0001794	WP_005766205.1	DAKCFMEO_04093
OG0001795	WP_005766210.1	DAKCFMEO_04098
OG0001796	WP_005766212.1	DAKCFMEO_04099
OG0001797	WP_005766216.1	DAKCFMEO_04101
OG0001798	WP_005766218.1	DAKCFMEO_04102
OG0001799	WP_005766220.1	DAKCFMEO_04103
OG0001800	WP_005766223.1	DAKCFMEO_04104
OG0001801	WP_005766224.1	DAKCFMEO_04105
OG0001802	WP_005766232.1	DAKCFMEO_04109
OG0001803	WP_005766234.1	DAKCFMEO_04110
OG0001804	WP_005766237.1	DAKCFMEO_04111
OG0001805	WP_005766247.1	DAKCFMEO_04116
OG0001806	WP_005766254.1	DAKCFMEO_04120
OG0001807	WP_005766257.1	DAKCFMEO_04121
OG0001808	WP_005766263.1	DAKCFMEO_04124
OG0001809	WP_005766271.1	DAKCFMEO_01616
OG0001810	WP_005766274.1	DAKCFMEO_01617
OG0001811	WP_005766294.1	DAKCFMEO_01025
OG0001812	WP_005766298.1	DAKCFMEO_01023
OG0001813	WP_005766304.1	DAKCFMEO_01019
OG0001814	WP_005766308.1	DAKCFMEO_00961
OG0001815	WP_005766320.1	DAKCFMEO_01016
OG0001816	WP_005766322.1	DAKCFMEO_01015
OG0001817	WP_005766327.1	DAKCFMEO_01013
OG0001818	WP_005766329.1	DAKCFMEO_01012
OG0001819	WP_005766330.1	DAKCFMEO_01011
OG0001820	WP_005766332.1	DAKCFMEO_01010
OG0001821	WP_005766345.1	DAKCFMEO_00262
OG0001822	WP_005766439.1	DAKCFMEO_01696
OG0001823	WP_005766442.1	DAKCFMEO_01693
OG0001824	WP_005766449.1	DAKCFMEO_01688
OG0001825	WP_005766456.1	DAKCFMEO_01680
OG0001826	WP_005766460.1	DAKCFMEO_01675
OG0001827	WP_005766463.1	DAKCFMEO_01674
OG0001828	WP_005766488.1	DAKCFMEO_00457
OG0001829	WP_005766501.1	DAKCFMEO_00451
OG0001830	WP_005766506.1	DAKCFMEO_00445
OG0001831	WP_005766512.1	DAKCFMEO_00440
OG0001832	WP_005766514.1	DAKCFMEO_00439
OG0001833	WP_005766516.1	DAKCFMEO_00438
OG0001834	WP_005766521.1	DAKCFMEO_00434
OG0001835	WP_005766523.1	DAKCFMEO_00433
OG0001836	WP_005766526.1	DAKCFMEO_00430
OG0001837	WP_005766528.1	DAKCFMEO_00429
OG0001838	WP_005766530.1	DAKCFMEO_00428
OG0001839	WP_005766542.1	DAKCFMEO_00420
OG0001840	WP_005766543.1	DAKCFMEO_00419
OG0001841	WP_005766550.1	DAKCFMEO_00410
OG0001842	WP_005766552.1	DAKCFMEO_00408
OG0001843	WP_005766553.1	DAKCFMEO_00407
OG0001844	WP_005766562.1	DAKCFMEO_00401
OG0001845	WP_005766566.1	DAKCFMEO_00398
OG0001846	WP_005766568.1	DAKCFMEO_00396
OG0001847	WP_005766570.1	DAKCFMEO_00395
OG0001848	WP_005766574.1	DAKCFMEO_00393
OG0001849	WP_005766576.1	DAKCFMEO_00391
OG0001850	WP_005766579.1	DAKCFMEO_00388
OG0001851	WP_005766590.1	DAKCFMEO_00382
OG0001852	WP_005766612.1	DAKCFMEO_00006
OG0001853	WP_005766620.1	DAKCFMEO_00003
OG0001854	WP_005766623.1	DAKCFMEO_00002
OG0001855	WP_005766633.1	DAKCFMEO_02242
OG0001856	WP_005766637.1	DAKCFMEO_02247
OG0001857	WP_005766645.1	DAKCFMEO_02256
OG0001858	WP_005766657.1	DAKCFMEO_02267
OG0001859	WP_005766661.1	DAKCFMEO_02272
OG0001860	WP_005766666.1	DAKCFMEO_02274
OG0001861	WP_005766671.1	DAKCFMEO_02276
OG0001862	WP_005766673.1	DAKCFMEO_02277
OG0001863	WP_005766675.1	DAKCFMEO_02278
OG0001864	WP_005766682.1	DAKCFMEO_02281
OG0001865	WP_005766684.1	DAKCFMEO_02282
OG0001866	WP_005766686.1	DAKCFMEO_02283
OG0001867	WP_005766688.1	DAKCFMEO_02284
OG0001868	WP_005766701.1	DAKCFMEO_02291
OG0001869	WP_005766707.1	DAKCFMEO_02294
OG0001870	WP_005766709.1	DAKCFMEO_02295
OG0001871	WP_005766711.1	DAKCFMEO_02296
OG0001872	WP_005766716.1	DAKCFMEO_02298
OG0001873	WP_005766720.1	DAKCFMEO_02301
OG0001874	WP_005766727.1	DAKCFMEO_02305
OG0001875	WP_005766730.1	DAKCFMEO_02306
OG0001876	WP_005766737.1	DAKCFMEO_02309
OG0001877	WP_005766740.1	DAKCFMEO_02310
OG0001878	WP_005766742.1	DAKCFMEO_02311
OG0001879	WP_005766744.1	DAKCFMEO_02312
OG0001880	WP_005766746.1	DAKCFMEO_02313
OG0001881	WP_005766747.1	DAKCFMEO_02315
OG0001882	WP_005766750.1	DAKCFMEO_02319
OG0001883	WP_005766752.1	DAKCFMEO_02320
OG0001884	WP_005766760.1	DAKCFMEO_02324
OG0001885	WP_005766763.1	DAKCFMEO_02325
OG0001886	WP_005766772.1	DAKCFMEO_02328
OG0001887	WP_005766774.1	DAKCFMEO_02329
OG0001888	WP_005766776.1	DAKCFMEO_02330
OG0001889	WP_005766782.1	DAKCFMEO_02333
OG0001890	WP_005766790.1	DAKCFMEO_02341
OG0001891	WP_005766792.1	DAKCFMEO_02342
OG0001892	WP_005766795.1	DAKCFMEO_02344
OG0001893	WP_005766796.1	DAKCFMEO_02345
OG0001894	WP_005766799.1	DAKCFMEO_02348
OG0001895	WP_005766801.1	DAKCFMEO_02350
OG0001896	WP_005766802.1	DAKCFMEO_02351
OG0001897	WP_005766803.1	DAKCFMEO_02352
OG0001898	WP_005766804.1	DAKCFMEO_02354
OG0001899	WP_005766806.1	DAKCFMEO_02360
OG0001900	WP_005766812.1	DAKCFMEO_02367
OG0001901	WP_005766833.1	DAKCFMEO_02430
OG0001902	WP_005766850.1	DAKCFMEO_02629
OG0001903	WP_005766858.1	DAKCFMEO_02622
OG0001904	WP_005766869.1	DAKCFMEO_02615
OG0001905	WP_005766876.1	DAKCFMEO_02612
OG0001906	WP_005766899.1	DAKCFMEO_02595
OG0001907	WP_005766904.1	DAKCFMEO_02592
OG0001908	WP_005766910.1	DAKCFMEO_02590
OG0001909	WP_005766911.1	DAKCFMEO_02588
OG0001910	WP_005766914.1	DAKCFMEO_02586
OG0001911	WP_005766916.1	DAKCFMEO_02585
OG0001912	WP_005766927.1	DAKCFMEO_02579
OG0001913	WP_005766941.1	DAKCFMEO_02571
OG0001914	WP_005766943.1	DAKCFMEO_02570
OG0001915	WP_005766946.1	DAKCFMEO_02569
OG0001916	WP_005766952.1	DAKCFMEO_02565
OG0001917	WP_005766953.1	DAKCFMEO_02564
OG0001918	WP_005766954.1	DAKCFMEO_02563
OG0001919	WP_005766964.1	DAKCFMEO_02558
OG0001920	WP_005766966.1	DAKCFMEO_02557
OG0001921	WP_005766975.1	DAKCFMEO_02549
OG0001922	WP_005766980.1	DAKCFMEO_02545
OG0001923	WP_005766982.1	DAKCFMEO_02543
OG0001924	WP_005766986.1	DAKCFMEO_02539
OG0001925	WP_005766990.1	DAKCFMEO_02534
OG0001926	WP_005767003.1	DAKCFMEO_02529
OG0001927	WP_005767009.1	DAKCFMEO_02519
OG0001928	WP_005767010.1	DAKCFMEO_02518
OG0001929	WP_005767011.1	DAKCFMEO_02517
OG0001930	WP_005767013.1	DAKCFMEO_02516
OG0001931	WP_005767015.1	DAKCFMEO_02515
OG0001932	WP_005767017.1	DAKCFMEO_02513
OG0001933	WP_005767021.1	DAKCFMEO_02512
OG0001934	WP_005767023.1	DAKCFMEO_02511
OG0001935	WP_005767027.1	DAKCFMEO_02508
OG0001936	WP_005767037.1	DAKCFMEO_02503
OG0001937	WP_005767059.1	DAKCFMEO_02033
OG0001938	WP_005767063.1	DAKCFMEO_02031
OG0001939	WP_005767065.1	DAKCFMEO_02030
OG0001940	WP_005767067.1	DAKCFMEO_02029
OG0001941	WP_005767071.1	DAKCFMEO_02026
OG0001942	WP_005767073.1	DAKCFMEO_02025
OG0001943	WP_005767089.1	DAKCFMEO_05188
OG0001944	WP_005767098.1	DAKCFMEO_05195
OG0001945	WP_005767110.1	DAKCFMEO_05204
OG0001946	WP_005767116.1	DAKCFMEO_05207
OG0001947	WP_005767120.1	DAKCFMEO_05210
OG0001948	WP_005767127.1	DAKCFMEO_05218
OG0001949	WP_005767282.1	DAKCFMEO_01417
OG0001950	WP_005767289.1	DAKCFMEO_01426
OG0001951	WP_005767295.1	DAKCFMEO_01428
OG0001952	WP_005767320.1	DAKCFMEO_01432
OG0001953	WP_005767349.1	DAKCFMEO_01453
OG0001954	WP_005767352.1	DAKCFMEO_01455
OG0001955	WP_005767353.1	DAKCFMEO_01456
OG0001956	WP_005767359.1	DAKCFMEO_01459
OG0001957	WP_005767364.1	DAKCFMEO_01491
OG0001958	WP_005767369.1	DAKCFMEO_01494
OG0001959	WP_005767378.1	DAKCFMEO_01501
OG0001960	WP_005767383.1	DAKCFMEO_01504
OG0001961	WP_005767387.1	DAKCFMEO_01506
OG0001962	WP_005767395.1	DAKCFMEO_01511
OG0001963	WP_005767399.1	DAKCFMEO_01513
OG0001964	WP_005767401.1	DAKCFMEO_01514
OG0001965	WP_005767416.1	DAKCFMEO_01524
OG0001966	WP_005767420.1	DAKCFMEO_01527
OG0001967	WP_005767446.1	DAKCFMEO_01547
OG0001968	WP_005767449.1	DAKCFMEO_01548
OG0001969	WP_005767500.1	DAKCFMEO_02436
OG0001970	WP_005767504.1	DAKCFMEO_04392
OG0001971	WP_005767507.1	DAKCFMEO_00258
OG0001972	WP_005767508.1	DAKCFMEO_00259
OG0001973	WP_005767529.1	DAKCFMEO_04443
OG0001974	WP_005767531.1	DAKCFMEO_04444
OG0001975	WP_005767535.1	DAKCFMEO_00053
OG0001976	WP_005767540.1	DAKCFMEO_00049
OG0001977	WP_005767545.1	DAKCFMEO_00045
OG0001978	WP_005767547.1	DAKCFMEO_00043
OG0001979	WP_005767549.1	DAKCFMEO_00042
OG0001980	WP_005767564.1	DAKCFMEO_00034
OG0001981	WP_005767567.1	DAKCFMEO_00033
OG0001982	WP_005767572.1	DAKCFMEO_00030
OG0001983	WP_005767592.1	DAKCFMEO_00020
OG0001984	WP_005767596.1	DAKCFMEO_04197
OG0001985	WP_005767600.1	DAKCFMEO_04199
OG0001986	WP_005767605.1	DAKCFMEO_04203
OG0001987	WP_005767607.1	DAKCFMEO_04204
OG0001988	WP_005767612.1	DAKCFMEO_04207
OG0001989	WP_005767614.1	DAKCFMEO_04208
OG0001990	WP_005767637.1	DAKCFMEO_04221
OG0001991	WP_005767643.1	DAKCFMEO_00019
OG0001992	WP_005767663.1	DAKCFMEO_03029
OG0001993	WP_005767670.1	DAKCFMEO_03036
OG0001994	WP_005767686.1	DAKCFMEO_02371
OG0001995	WP_005767688.1	DAKCFMEO_02374
OG0001996	WP_005767689.1	DAKCFMEO_02375
OG0001997	WP_005767690.1	DAKCFMEO_02376
OG0001998	WP_005767692.1	DAKCFMEO_02379
OG0001999	WP_005767695.1	DAKCFMEO_02381
OG0002000	WP_005767699.1	DAKCFMEO_02383
OG0002001	WP_005767701.1	DAKCFMEO_02385
OG0002002	WP_005767703.1	DAKCFMEO_02386
OG0002003	WP_005767709.1	DAKCFMEO_02388
OG0002004	WP_005767714.1	DAKCFMEO_02391
OG0002005	WP_005767716.1	DAKCFMEO_02392
OG0002006	WP_005767718.1	DAKCFMEO_02393
OG0002007	WP_005767720.1	DAKCFMEO_02394
OG0002008	WP_005767723.1	DAKCFMEO_02395
OG0002009	WP_005767727.1	DAKCFMEO_04500
OG0002010	WP_005767729.1	DAKCFMEO_04503
OG0002011	WP_005767731.1	DAKCFMEO_04504
OG0002012	WP_005767739.1	DAKCFMEO_04510
OG0002013	WP_005767754.1	DAKCFMEO_04518
OG0002014	WP_005767756.1	DAKCFMEO_04519
OG0002015	WP_005767763.1	DAKCFMEO_02405
OG0002016	WP_005767798.1	DAKCFMEO_02412
OG0002017	WP_005767805.1	DAKCFMEO_00070
OG0002018	WP_005767820.1	DAKCFMEO_02452
OG0002019	WP_005767834.1	DAKCFMEO_02456
OG0002020	WP_005767836.1	DAKCFMEO_02457
OG0002021	WP_005767839.1	DAKCFMEO_02459
OG0002022	WP_005767841.1	DAKCFMEO_02460
OG0002023	WP_005767847.1	DAKCFMEO_02464
OG0002024	WP_005767853.1	DAKCFMEO_02467
OG0002025	WP_005767873.1	DAKCFMEO_02798
OG0002026	WP_005767875.1	DAKCFMEO_02801
OG0002027	WP_005767882.1	DAKCFMEO_02805
OG0002028	WP_005767884.1	DAKCFMEO_02806
OG0002029	WP_005767887.1	DAKCFMEO_02808
OG0002030	WP_005767891.1	DAKCFMEO_02811
OG0002031	WP_005767895.1	DAKCFMEO_02813
OG0002032	WP_005768018.1	DAKCFMEO_02827
OG0002033	WP_005768022.1	DAKCFMEO_02829
OG0002034	WP_005768024.1	DAKCFMEO_02830
OG0002035	WP_005768026.1	DAKCFMEO_02831
OG0002036	WP_005768037.1	DAKCFMEO_02835
OG0002037	WP_005768044.1	DAKCFMEO_02843
OG0002038	WP_005768050.1	DAKCFMEO_02846
OG0002039	WP_005768051.1	DAKCFMEO_02847
OG0002040	WP_005768067.1	DAKCFMEO_02856
OG0002041	WP_005768068.1	DAKCFMEO_02857
OG0002042	WP_005768135.1	DAKCFMEO_04067
OG0002043	WP_005768136.1	DAKCFMEO_04798
OG0002044	WP_005768137.1	DAKCFMEO_02222
OG0002045	WP_005768138.1	DAKCFMEO_02224
OG0002046	WP_005768141.1	DAKCFMEO_02228
OG0002047	WP_005768142.1	DAKCFMEO_02229
OG0002048	WP_005768143.1	DAKCFMEO_02230
OG0002049	WP_005768144.1	DAKCFMEO_02232
OG0002050	WP_005768145.1	DAKCFMEO_02233
OG0002051	WP_005768148.1	DAKCFMEO_02235
OG0002052	WP_005768150.1	DAKCFMEO_02236
OG0002053	WP_005768154.1	DAKCFMEO_02238
OG0002054	WP_005768167.1	DAKCFMEO_01308
OG0002055	WP_005768180.1	DAKCFMEO_01303
OG0002056	WP_005768190.1	DAKCFMEO_01300
OG0002057	WP_005768197.1	DAKCFMEO_01298
OG0002058	WP_005768224.1	DAKCFMEO_01267
OG0002059	WP_005768226.1	DAKCFMEO_01265
OG0002060	WP_005768230.1	DAKCFMEO_01262
OG0002061	WP_005768286.1	DAKCFMEO_01213
OG0002062	WP_005768300.1	DAKCFMEO_01205
OG0002063	WP_005768304.1	DAKCFMEO_01203
OG0002064	WP_005768306.1	DAKCFMEO_01201
OG0002065	WP_005768307.1	DAKCFMEO_01198
OG0002066	WP_005768309.1	DAKCFMEO_01196
OG0002067	WP_005768313.1	DAKCFMEO_01551
OG0002068	WP_005768314.1	DAKCFMEO_01553
OG0002069	WP_005768318.1	DAKCFMEO_01555
OG0002070	WP_005768321.1	DAKCFMEO_01558
OG0002071	WP_005768325.1	DAKCFMEO_01559
OG0002072	WP_005768326.1	DAKCFMEO_01560
OG0002073	WP_005768334.1	DAKCFMEO_01567
OG0002074	WP_005768341.1	DAKCFMEO_01572
OG0002075	WP_005768354.1	DAKCFMEO_01581
OG0002076	WP_005768357.1	DAKCFMEO_01582
OG0002077	WP_005768363.1	DAKCFMEO_01587
OG0002078	WP_005768392.1	DAKCFMEO_01607
OG0002079	WP_005768393.1	DAKCFMEO_01608
OG0002080	WP_005768419.1	DAKCFMEO_01960
OG0002081	WP_005768422.1	DAKCFMEO_01958
OG0002082	WP_005768425.1	DAKCFMEO_01957
OG0002083	WP_005768431.1	DAKCFMEO_01948
OG0002084	WP_005768434.1	DAKCFMEO_01946
OG0002085	WP_005768435.1	DAKCFMEO_01945
OG0002086	WP_005768437.1	DAKCFMEO_02213
OG0002087	WP_005768460.1	DAKCFMEO_02193
OG0002088	WP_005768489.1	DAKCFMEO_01995
OG0002089	WP_005768491.1	DAKCFMEO_01923
OG0002090	WP_005768492.1	DAKCFMEO_01922
OG0002091	WP_005768497.1	DAKCFMEO_01919
OG0002092	WP_005768510.1	DAKCFMEO_01913
OG0002093	WP_005768511.1	DAKCFMEO_01912
OG0002094	WP_005768513.1	DAKCFMEO_01911
OG0002095	WP_005768515.1	DAKCFMEO_01908
OG0002096	WP_005768530.1	DAKCFMEO_01906
OG0002097	WP_005768580.1	DAKCFMEO_00377
OG0002098	WP_005768585.1	DAKCFMEO_00372
OG0002099	WP_005768589.1	DAKCFMEO_00369
OG0002100	WP_005768596.1	DAKCFMEO_00364
OG0002101	WP_005768608.1	DAKCFMEO_00347
OG0002102	WP_005768620.1	DAKCFMEO_00339
OG0002103	WP_005768622.1	DAKCFMEO_00338
OG0002104	WP_005768625.1	DAKCFMEO_00337
OG0002105	WP_005768657.1	DAKCFMEO_00313
OG0002106	WP_005768668.1	DAKCFMEO_00309
OG0002107	WP_005768670.1	DAKCFMEO_00308
OG0002108	WP_005768677.1	DAKCFMEO_00303
OG0002109	WP_005768681.1	DAKCFMEO_00296
OG0002110	WP_005768685.1	DAKCFMEO_00294
OG0002111	WP_005768695.1	DAKCFMEO_00289
OG0002112	WP_005768700.1	DAKCFMEO_00286
OG0002113	WP_005768735.1	DAKCFMEO_02777
OG0002114	WP_005768738.1	DAKCFMEO_02780
OG0002115	WP_005768743.1	DAKCFMEO_02785
OG0002116	WP_005768750.1	DAKCFMEO_02788
OG0002117	WP_005768752.1	DAKCFMEO_02789
OG0002118	WP_005768760.1	DAKCFMEO_02794
OG0002119	WP_005768796.1	DAKCFMEO_03397
OG0002120	WP_005768797.1	DAKCFMEO_03399
OG0002121	WP_005768799.1	DAKCFMEO_03400
OG0002122	WP_005768804.1	DAKCFMEO_03405
OG0002123	WP_005768806.1	DAKCFMEO_03408
OG0002124	WP_005768811.1	DAKCFMEO_03411
OG0002125	WP_005768815.1	DAKCFMEO_03413
OG0002126	WP_005768817.1	DAKCFMEO_03414
OG0002127	WP_005768818.1	DAKCFMEO_03415
OG0002128	WP_005768820.1	DAKCFMEO_03416
OG0002129	WP_005768822.1	DAKCFMEO_03418
OG0002130	WP_005768824.1	DAKCFMEO_03419
OG0002131	WP_005768828.1	DAKCFMEO_03421
OG0002132	WP_005768830.1	DAKCFMEO_03422
OG0002133	WP_005768832.1	DAKCFMEO_03423
OG0002134	WP_005768836.1	DAKCFMEO_03425
OG0002135	WP_005768839.1	DAKCFMEO_03427
OG0002136	WP_005768840.1	DAKCFMEO_03428
OG0002137	WP_005768843.1	DAKCFMEO_03429
OG0002138	WP_005768852.1	DAKCFMEO_03433
OG0002139	WP_005768855.1	DAKCFMEO_03434
OG0002140	WP_005768866.1	DAKCFMEO_03440
OG0002141	WP_005768868.1	DAKCFMEO_03441
OG0002142	WP_005768871.1	DAKCFMEO_03444
OG0002143	WP_005768873.1	DAKCFMEO_03446
OG0002144	WP_005768914.1	DAKCFMEO_03488
OG0002145	WP_005768916.1	DAKCFMEO_03489
OG0002146	WP_005768918.1	DAKCFMEO_03494
OG0002147	WP_005768921.1	DAKCFMEO_03499
OG0002148	WP_005768927.1	DAKCFMEO_03504
OG0002149	WP_005768935.1	DAKCFMEO_03519
OG0002150	WP_005768939.1	DAKCFMEO_03522
OG0002151	WP_005768946.1	DAKCFMEO_03535
OG0002152	WP_005768949.1	DAKCFMEO_03536
OG0002153	WP_005768957.1	DAKCFMEO_03540
OG0002154	WP_005768959.1	DAKCFMEO_03541
OG0002155	WP_005768960.1	DAKCFMEO_03542
OG0002156	WP_005768962.1	DAKCFMEO_03543
OG0002157	WP_005768991.1	DAKCFMEO_03550
OG0002158	WP_005768994.1	DAKCFMEO_03552
OG0002159	WP_005768999.1	DAKCFMEO_03556
OG0002160	WP_005769001.1	DAKCFMEO_03557
